,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level,bitrate_level_encoded
0,0.09403957894736842,,,291318.0,111672,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,3.066667,9.5,,,3.07,0.0,1572054956.813,1572054947.2729998,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-1-f4-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",41.78958016666667,478122.1328125
1,30.968076190476193,,,537633.0,406456,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,6.048078,0.105,,,9.12,3.07,1572054957.765,1572054957.6420002,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-2-f4-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",25.47543025,478122.1328125
2,41.874526315789474,,,520465.0,198904,,0,0,2,,,,0,,,,,,,,,,,,,,,,,,,,3.057323,0.038,,,12.17,9.11,1572054957.84,1572054957.784,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-3-f4-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",25.47543025,478122.1328125
3,41.74517073170731,41.874526315789474,30.968076190476193,558973.0,213944,11.11599986076355,0,0,3,537633.0,0.0,25.47543025,0,0.0,0.0,0.0,558973.0,558973.0,558973.0,912629.0,1557070.0,213944.0,213944.0,213944.0,349304.0,595960.0,17.25594016666667,17.25594016666667,17.25594016666667,62.70525641666665,81.0999446666667,0.0,3.0619560000000003,0.041,0.038,0.105,15.23,12.17,1572054957.926,1572054957.867,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-4-f4-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",17.25594016666667,478122.1328125
4,40.146773333333336,,,496327.0,376376,,0,0,4,,,,0,,,,,,,,,,,,,,,,,,,,6.066578,0.075,,,21.3,15.23,1572054958.0270002,1572054957.934,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-5-f4-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",21.038965750000006,478122.1328125
5,46.44058536585365,,,623749.0,238008,,0,0,5,,,,1,,,,,,,,,,,,,,,,,,,,3.052611,0.041,,,24.35,21.3,1572054958.125,1572054958.063,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-6-f3-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",63.08586865546217,737671.484375
6,48.19795348837208,,,677904.0,259064,,0,0,6,,,,1,,,,,,,,,,,,,,,,,,,,3.0572340000000002,0.043,,,27.41,24.35,1572054958.2080002,1572054958.147,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-7-f3-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",63.08586865546217,737671.484375
7,46.52027586206896,,,648310.0,337272,,0,0,7,,,,1,,,,,,,,,,,,,,,,,,,,4.1618559999999984,0.058,,,31.57,27.41,1572054958.293,1572054958.217,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-8-f3-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",68.28983800000002,737671.484375
8,47.6033488372093,,,676460.0,511736,,0,0,8,,,,1,,,,,,,,,,,,,,,,,,,,6.051923,0.08600000000000001,,,37.62,31.57,1572054958.414,1572054958.31,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-9-f3-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",66.84407508333334,737671.484375
9,47.41180952380952,,,975749.0,373368,,0,0,9,,,,2,,,,,,,,,,,,,,,,,,,,3.061178,0.063,,,40.68,37.62,1572054959.2220001,1572054959.141,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-10-f2-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",79.58106933333336,1249294.6875
10,47.50991780821918,,,1131262.0,433528,,0,0,10,,,,2,,,,,,,,,,,,,,,,,,,,3.0658,0.073,,,43.76,40.69,1572054959.322,1572054959.232,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-11-f2-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",79.58106933333336,1249294.6875
11,47.61929411764704,,,1070943.0,809528,,0,0,11,,,,2,,,,,,,,,,,,,,,,,,,,6.047211,0.136,,,49.8,43.75,1572054959.4889998,1572054959.336,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-12-f2-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",79.87030865546215,1249294.6875
12,47.850947368421046,,,1189828.0,454584,,0,0,12,,,,2,,,,,,,,,,,,,,,,,,,,3.056467,0.076,,,52.86,49.8,1572054959.605,1572054959.512,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-13-f2-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",80.11967316666664,1249294.6875
13,47.50133333333333,,,1117280.0,427512,,0,0,13,,,,2,,,,,,,,,,,,,,,,,,,,3.061089,0.07200000000000001,,,55.91,52.85,1572054959.71,1572054959.621,"https://e1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-14-f2-v1-a1.ts?validfrom=1572051333&validto=1572058533&ip=18.196.131.93&hdl=-1&hash=osqQbrBLXSMHl6gyCimWaOC%2FQTA%3D",80.11967316666664,1249294.6875
