,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bandwidth_mbit_-5,bandwidth_mbit_-6,bandwidth_mbit_-7,bandwidth_mbit_-8,bandwidth_mbit_-9,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_level_chosen_-5,quality_level_chosen_-6,quality_level_chosen_-7,quality_level_chosen_-8,quality_level_chosen_-9,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_download_s_-5,t_download_s_-6,t_download_s_-7,t_download_s_-8,t_download_s_-9,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level,bitrate_level_encoded
0,1.0707126436781609,,,,,,,,,,993141.0,104796,0.0,104795.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,-2.0,401568.0,401568.0,401568.0,599093.0,993141.0,150588.0,150588.0,150588.0,224660.0,372428.0,22.52963453333333,22.52963453333333,22.52963453333333,55.0720872,78.36104879999995,0.0,5.04,0.7829999999999999,,,,,,,,,,5.04,0.0,1572311898.6529999,1572311897.7879999,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIh-eMNToaYy1cvN7u_bK80KZdKsWlCo5fM1jVlaMFGpAiEAjDd45mGTkgw_57jOjwwsy01MiO9wtPrpyuDL0aRxH4w%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=0-104795&rn=1&rbuf=0,78.36104879999995,886054.4356435643
1,0.8969228159457167,,,,,,,,,,714400.0,132184,0.0,236979.0,104796.0,1,0.0,0.0,0.0,2,,,,,,,,,,-2.0,455712.0,455712.0,455712.0,580042.0,714400.0,170892.0,170892.0,170892.0,217516.0,267900.0,7.841796799999999,7.841796799999999,7.841796799999999,46.96297133333333,70.41852959999997,0.9169998168945312,2.08,1.179,,,,,,,,,,7.12,5.04,1572311899.9199998,1572311898.705,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIh-eMNToaYy1cvN7u_bK80KZdKsWlCo5fM1jVlaMFGpAiEAjDd45mGTkgw_57jOjwwsy01MiO9wtPrpyuDL0aRxH4w%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=104796-236979&rn=3&rbuf=5324,70.41852959999997,886054.4356435643
2,0.9478112449799196,,,,,,,,,,952032.0,236005,2.0219999122619634,472984.0,236980.0,2,0.0,0.0,0.0,2,,,,,,,,,,-2.0,460725.0,460725.0,460725.0,571018.0,952032.0,172772.0,172772.0,172772.0,214132.0,357012.0,0.083242,0.083242,0.083242,29.950233866666675,56.60036506666665,1.2149999141693115,5.079999999999999,1.992,,,,,,,,,,12.2,7.12,1572311902.099,1572311899.978,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIh-eMNToaYy1cvN7u_bK80KZdKsWlCo5fM1jVlaMFGpAiEAjDd45mGTkgw_57jOjwwsy01MiO9wtPrpyuDL0aRxH4w%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=236980-472984&rn=5&rbuf=6798,56.60036506666665,886054.4356435643
3,2.2687630057803463,,,,,,,,,,1172618.0,392496,5.076000051498412,865480.0,472985.0,4,0.0,0.0,0.0,2,,,,,,,,,,-2.0,423125.0,423125.0,423125.0,652736.0,1172618.0,158672.0,158672.0,158672.0,244776.0,439732.0,10.430224400000002,10.430224400000002,10.430224400000002,34.64021386666666,55.99995466666668,0.09900013923645012,8.280000000000001,1.384,,,,,,,,,,20.48,12.2,1572311903.586,1572311902.103,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIh-eMNToaYy1cvN7u_bK80KZdKsWlCo5fM1jVlaMFGpAiEAjDd45mGTkgw_57jOjwwsy01MiO9wtPrpyuDL0aRxH4w%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=472985-865480&rn=7&rbuf=9398,55.99995466666668,886054.4356435643
4,4.928,,,,,,,,,,1454869.0,1232,10.84799991607666,1231.0,0.0,0,0.0,0.0,0.0,3,,,,,,,,,,-3.0,401568.0,401568.0,401568.0,599093.0,993141.0,150588.0,150588.0,150588.0,224660.0,372428.0,22.52963453333333,22.52963453333333,22.52963453333333,55.0720872,78.36104879999995,0.0,0.0,0.002,,,,,,,,,,0.0,0.0,1572311904.79,1572311904.611,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgFM85nGFhM007MnvaOMGbOTKeieOQ48FDaDdPepq3fSICIQCwZKtSRd_IvxPNW9AAQpm-XmGz-IWL3eklXEGoDQTxmA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=0-1231&rn=9&rbuf=0,88.47342613333332,1337880.7425742573
5,3.1812826274848742,,,,,,,,,,2066496.0,460093,,1561458.0,1101366.0,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5.120000000000001,1.157,,,,,,,,,,20.48,15.36,1572311906.2810001,1572311905.1020002,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgFM85nGFhM007MnvaOMGbOTKeieOQ48FDaDdPepq3fSICIQCwZKtSRd_IvxPNW9AAQpm-XmGz-IWL3eklXEGoDQTxmA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=1101366-1561458&rn=11&rbuf=9233,38.2235864,1337880.7425742573
6,3.2868858547241944,,,,,,,,,,1983776.0,752286,,2313744.0,1561459.0,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10.239999999999998,1.831,,,,,,,,,,30.72,20.48,1572311908.3279998,1572311906.2870002,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgFM85nGFhM007MnvaOMGbOTKeieOQ48FDaDdPepq3fSICIQCwZKtSRd_IvxPNW9AAQpm-XmGz-IWL3eklXEGoDQTxmA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=1561459-2313744&rn=12&rbuf=13103,43.19737360000001,1337880.7425742573
7,5.004,3.2868858547241944,3.1812826274848742,4.928,2.2687630057803463,0.9478112449799196,0.8969228159457167,,,,2574848.0,1251,16.906999921798707,1250.0,0.0,0,1983776.0,3.0,43.19737360000001,4,3.0,3.0,3.0,2.0,2.0,2.0,,,,-1.0,993141.0,599093.0,1454869.0,2574848.0,4753141.0,372428.0,224660.0,545576.0,965568.0,1782428.0,78.36104879999995,55.0720872,88.47342613333332,94.90686040000004,100.0,0.0,0.0,0.002,1.831,1.157,0.002,1.384,1.992,1.179,,,,0.0,0.0,1572311909.075,1572311908.792,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=247&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=46835096&dur=302.880&lmt=1569192342557575&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAOuZCf0kyfBOaoZjj5c5cSHrEHPUrHqpQvJ9lO_YjVmpAiEA95cF9TYssvF282Qx9ZQ-K3gyz2egbkZRcJuHySbUIoI%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=0-1250&rn=15&rbuf=0,94.90686040000004,2405282.4752475247
8,3.2833209239739847,,,,,,,,,,1470410.0,1830041,,4143785.0,2313745.0,10,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20.56,4.4590000000000005,,,,,,,,,,51.28,30.72,1572311913.2770002,1572311908.7710001,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgFM85nGFhM007MnvaOMGbOTKeieOQ48FDaDdPepq3fSICIQCwZKtSRd_IvxPNW9AAQpm-XmGz-IWL3eklXEGoDQTxmA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=2313745-4143785&rn=14&rbuf=20843,76.28244266666664,1337880.7425742573
9,3.2358584247258215,,,,,,,,,,1689493.0,1622783,,9724665.0,8101883.0,17,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,10.159999999999997,4.0120000000000005,,,,,,,,,,61.44,51.28,1572311917.265,1572311913.2120001,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572333494&ei=VZO3Xca2NIWG8gOZxoXQCQ&ip=3.122.179.7&id=o-AL4LhlMy9Gvq-Qbk0OGZ11UuFhp1uz3xx1qezKe7eNuu&itag=247&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5edned%2Csn-4g5e6ne6&ms=au%2Crdu&mv=m&mvi=2&pl=19&pcm2=yes&gcr=de&initcwndbps=508750&mime=video%2Fwebm&gir=yes&clen=46835096&dur=302.880&lmt=1569192342557575&mt=1572311801&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAOuZCf0kyfBOaoZjj5c5cSHrEHPUrHqpQvJ9lO_YjVmpAiEA95cF9TYssvF282Qx9ZQ-K3gyz2egbkZRcJuHySbUIoI%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgJD4-ALp1cKYUGWEvXuKIqusC3VhzWQwz5jFJb_vNrd4CICQ7hoWj7DcTh_DjaRVQgCKfWOzLC74bB1g478Jlwie3&alr=yes&cpn=Pnlu38pYGbTZVXDi&cver=2.20191022.06.00&range=8101883-9724665&rn=16&rbuf=37153,88.31330920000002,2405282.4752475247
