,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8,t_download_s_-9,quality_level_chosen_-9,bandwidth_mbit_-9,t_download_s_-10,quality_level_chosen_-10,bandwidth_mbit_-10
0,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/m0vv36wx/segment-0.ts,1572069591.754,1572069596.306,0,4.413,1392927,2.5251339225016993,0,0,4.087411,0.0,4.09,2,2767788.0,100.0,0.0,0.0,0,337272,74.1555679012346,829380.0,337272,74.1555679012346,829380.0,337272,74.1555679012346,829380.0,743352,78.97827197530859,1454910.0,1414136,100.0,2767788.0,-2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/lnxn9atu/segment-1.ts,1572069596.508,1572069596.5419998,1,0.001,-1,-0.008,0,0,4.074355000000001,4.09,8.16,1,1286029.0,21.331183703703708,0.0,0.0,0,370360,61.217414197530864,726888.0,370360,61.217414197530864,726888.0,370360,61.217414197530864,726888.0,373368,21.331183703703708,1286029.0,1278776,100.0,2510877.0,-1,3.88800009727478,4.552000045776367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-1.ts,1572069606.901,1572069606.928,1,0.001,-1,-0.008,0,0,4.074355000000001,4.09,8.16,0,726888.0,61.217414197530864,2767788.0,100.0,2,370360,61.217414197530864,726888.0,373368,21.331183703703708,1286029.0,1278776,100.0,2510877.0,1278776,100.0,2510877.0,1278776,100.0,2510877.0,2,3.6189997863769534,6.053999814987183,9.908,1.0,0.2920347194186516,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-2.ts,1572069615.932,1572069615.955,2,0.001,-1,-0.008,0,0,2.4996110000000002,8.16,10.66,0,780061.0,82.20954148148151,1286029.0,21.331183703703708,1,325240,82.20954148148151,780061.0,325240,82.20954148148151,780061.0,707256,38.23229135802469,1388724.0,803512,100.0,2571638.0,803512,100.0,2571638.0,1,0.0,5.412000112533569,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,,,,,,,,,,,,,,,,,,,
4,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-3.ts,1572069623.765,1572069623.7810001,3,0.001,-1,-0.008,0,0,4.065511,10.66,14.73,0,705107.0,82.60014864197535,726888.0,61.217414197530864,0,358328,82.60014864197535,705107.0,358328,82.60014864197535,705107.0,358328,82.60014864197535,705107.0,54520,31.877423456790122,1763844.0,1332920,100.0,2622883.0,0,2.4669997692108154,7.799999952316284,7.777,0.0,0.31817204577600616,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,,,,,,,,,,,,,,,,
5,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-4.ts,1572069636.736,1572069636.753,4,0.001,-1,-0.008,0,0,4.033978,14.73,18.76,0,809626.0,89.81211530864195,780061.0,82.20954148148151,0,412472,89.81211530864195,809626.0,412472,89.81211530864195,809626.0,412472,89.81211530864195,809626.0,704248,17.237764444444448,1385799.0,1381048,100.0,2738831.0,0,4.043999977111817,10.478000164031982,12.929,0.0,0.2114131023280996,7.777,0.0,0.31817204577600616,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,,,,,,,,,,,,,
6,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-5.ts,1572069648.713,1572069648.737,5,0.001,-1,-0.008,0,0,2.524156,18.76,21.28,0,742097.0,88.16334185185184,705107.0,82.60014864197535,0,231992,88.16334185185184,742097.0,231992,88.16334185185184,742097.0,231992,88.16334185185184,742097.0,734328,53.00003,1441385.0,773432,100.0,2451296.0,0,4.0019998836517345,7.904999904632568,11.931000000000001,0.0,0.2638806470538932,12.929,0.0,0.2114131023280996,7.777,0.0,0.31817204577600616,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,,,,,,,,,,
7,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-6.ts,1572069654.913,1572069654.9290001,6,0.001,-1,-0.008,0,0,4.025123000000001,21.29,25.32,0,516892.0,77.54421555555554,809626.0,89.81211530864195,0,216952,77.54421555555554,516892.0,216952,77.54421555555554,516892.0,216952,77.54421555555554,516892.0,406456,59.38274913580248,1300173.0,1224632,100.0,2433976.0,0,2.493000049591064,2.1710002136230457,6.149,0.0,0.287967474386079,11.931000000000001,0.0,0.2638806470538932,12.929,0.0,0.2114131023280996,7.777,0.0,0.31817204577600616,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,,,,,,,
8,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-7.ts,1572069660.501,1572069660.517,7,0.001,-1,-0.008,0,0,4.040023000000001,25.31,29.35,0,598705.0,73.60489691358026,742097.0,88.16334185185184,0,304184,73.60489691358026,598705.0,304184,73.60489691358026,598705.0,304184,73.60489691358026,598705.0,544824,20.543574691358028,1298053.0,1350968,100.0,2675168.0,0,4.0210001850128165,3.075999956130982,5.5520000000000005,0.0,0.2915273775216138,6.149,0.0,0.287967474386079,11.931000000000001,0.0,0.2638806470538932,12.929,0.0,0.2114131023280996,7.777,0.0,0.31817204577600616,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,,,,
9,https://fastly.tubi.video/98491d4b-b5bc-4282-9bd4-77867572424f/xk7u1tpu/segment-8.ts,1572069668.813,1572069668.829,8,0.001,-1,-0.008,0,0,2.5719119999999998,29.35,31.92,0,768254.0,84.99925580246916,516892.0,77.54421555555554,0,307192,84.99925580246916,768254.0,307192,84.99925580246916,768254.0,307192,84.99925580246916,768254.0,725304,55.34399987654324,1427568.0,857656,100.0,2667761.0,0,4.013000040054322,4.273999891281129,8.278,0.0,0.2772437786905049,5.5520000000000005,0.0,0.2915273775216138,6.149,0.0,0.287967474386079,11.931000000000001,0.0,0.2638806470538932,12.929,0.0,0.2114131023280996,7.777,0.0,0.31817204577600616,8.986,0.0,0.31492187847763187,9.908,1.0,0.2920347194186516,,,,,,
