,bandwidth_mbit,bandwidth_mbit_-1,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,-0.008,,291318.0,-1,0.0,0,0,0,0.0,0,0.0,0,,0,291318.0,291318.0,291318.0,322706.0,361940.0,111672,111672,111672,123704,138744,39.52904785123969,39.52904785123969,39.52904785123969,76.44567330578509,89.283637107438,0.0,3.066667,0.001,,3.07,0.0,1572089647.457,1572089647.394,"https://d1v-h.phncdn.com/hls/videos/201907/08/234104541/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_234104541.mp4.urlset/seg-1-f4-v1-a1.ts?ttl=1572093229&l=0&clientip=18.196.131.93&hash=0e4a86236b1797bb904a34dd09a1b28b",39.52904785123969
1,-0.008,,485909.0,-1,3.0389998626708983,0,0,1,0.0,0,0.0,0,,0,485909.0,485909.0,485909.0,891745.0,1560180.0,367352,367352,367352,674168,1179512,21.625058595041327,21.625058595041327,21.625058595041327,61.11175834710745,80.70641512396692,9.497999906539917,6.048078,0.001,,9.12,3.07,1572089656.997,1572089656.923,"https://d1v-h.phncdn.com/hls/videos/201907/08/234104541/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_234104541.mp4.urlset/seg-2-f4-v1-a1.ts?ttl=1572093229&l=0&clientip=18.196.131.93&hash=0e4a86236b1797bb904a34dd09a1b28b",21.625058595041327
2,-0.008,0.2133441742286751,504723.0,-1,5.8869998931884755,0,0,2,291318.0,0,39.52904785123969,0,0.0,0,504723.0,504723.0,504723.0,882528.0,1551558.0,192888,192888,192888,337272,592952,21.625058595041327,21.625058595041327,21.625058595041327,61.11175834710745,80.70641512396692,10.81100004196167,3.057323,0.001,13.775,12.17,9.11,1572089671.0930002,1572089670.936,"https://d1v-h.phncdn.com/hls/videos/201907/08/234104541/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_234104541.mp4.urlset/seg-3-f4-v1-a1.ts?ttl=1572093229&l=0&clientip=18.196.131.93&hash=0e4a86236b1797bb904a34dd09a1b28b",21.625058595041327
