,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2
89,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-85.ts,1576341858.527,1576341858.954,85,0.309,1375032,35.59953398058253,0,0,4.069311,355.22,359.29,2,2703223.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-86.ts,1576341862.521,1576341862.925,86,0.269,1332920,39.64074349442379,0,0,4.1629,359.29,363.45,2,2561522.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-87.ts,1576341866.525,1576341866.9480002,87,0.305,1359992,35.67192131147541,0,0,4.087411,363.46,367.55,2,2661816.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-88.ts,1576341870.523,1576341871.312,88,0.499,1317880,21.12833667334669,0,0,4.201722,367.54,371.74,2,2509218.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-89.ts,1576341874.526,1576341875.007,89,0.376,1353976,28.807999999999996,0,0,4.0874,371.74,375.83,2,2650048.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-90.ts,1576341878.529,1576341879.391,90,0.5740000000000001,1387064,19.331902439024386,0,0,4.115411,375.83,379.95,2,2696331.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-91.ts,1576341882.522,1576341883.361,91,0.546,1305848,19.133304029304025,0,0,4.208989,379.95,384.16,2,2482017.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-92.ts,1576341886.526,1576341887.103,92,0.464,1305848,22.51462068965517,0,0,4.112533,384.16,388.27,2,2540231.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-93.ts,1576341890.521,1576341891.28,93,0.446,1272760,22.829775784753362,0,0,4.164411,388.27,392.43,2,2445022.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-94.ts,1576341894.526,1576341894.917,94,0.28700000000000003,1414136,39.418425087108005,0,0,4.129122,392.43,396.56,2,2739828.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-95.ts,1576341898.526,1576341899.358,95,0.536,1305848,19.490268656716417,0,0,4.0781,396.56,400.64,2,2561679.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-96.ts,1576341902.522,1576341902.8630002,96,0.23700000000000002,1308856,44.18079324894514,0,0,4.065055999999999,400.64,404.71,2,2575818.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-97.ts,1576341906.525,1576341907.27,97,0.441,1399096,25.380426303854872,0,0,4.116933,404.71,408.83,2,2718715.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-98.ts,1576341910.522,1576341911.25,98,0.41300000000000003,1320888,25.586208232445514,0,0,4.1271,408.82,412.95,2,2560418.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-99.ts,1576341914.527,1576341915.021,99,0.372,1393080,29.958709677419353,0,0,4.197455000000001,412.95,417.15,2,2655094.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-100.ts,1576341918.528,1576341918.834,100,0.185,1329912,57.50970810810811,0,0,4.2125330000000005,417.15,421.36,2,2525629.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-101.ts,1576341922.522,1576341922.829,101,0.184,1290808,56.12208695652174,0,0,4.069444,421.36,425.43,2,2537561.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-102.ts,1576341926.527,1576341927.258,102,0.432,1453240,26.91185185185185,0,0,4.121333,425.43,429.55,2,2820912.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-103.ts,1576341930.625,1576341931.518,103,0.603,1320888,17.524218905472637,0,0,4.108278,429.55,433.66,2,2572149.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-104.ts,1576341934.525,1576341934.8960001,104,0.23500000000000001,1323896,45.068799999999996,0,0,4.118444,433.66,437.78,2,2571643.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-105.ts,1576341938.527,1576341939.2259998,105,0.402,1320888,26.28632835820895,0,0,4.0869,437.78,441.87,2,2585603.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-106.ts,1576341942.625,1576341943.157,106,0.364,1378040,30.286593406593404,0,0,4.198966,441.86,446.06,2,2625484.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-107.ts,1576341946.526,1576341947.2580001,107,0.448,1320888,23.58728571428571,0,0,4.084022,446.06,450.14,2,2587425.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-108.ts,1576341950.622,1576341951.327,108,0.592,1311864,17.727891891891893,0,0,4.112678,450.15,454.26,2,2551843.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-109.ts,1576341954.627,1576341955.115,109,0.343,1369016,31.930402332361513,0,0,4.122844000000001,454.26,458.38,2,2656449.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-110.ts,1576341958.627,1576341958.9940002,110,0.249,1372024,44.08109236947791,0,0,4.109789,458.38,462.49,2,2670743.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-111.ts,1576341962.622,1576341963.118,111,0.384,1290808,26.89183333333333,0,0,4.078244000000001,462.49,466.57,2,2532085.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-112.ts,1576341966.626,1576341967.3969998,112,0.467,1332920,22.833747323340468,0,0,4.106911,466.57,470.68,2,2596442.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-113.ts,1576341970.621,1576341970.912,113,0.186,1326904,57.07113978494623,0,0,4.117078,470.68,474.8,2,2578341.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-114.ts,1576341974.627,1576341974.9520001,114,0.195,1444216,59.249887179487175,0,0,4.085533,474.79,478.88,2,2827961.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-115.ts,1576341978.627,1576341979.038,115,0.296,1359992,36.75654054054054,0,0,4.1976,478.88,483.08,2,2591942.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-116.ts,1576341982.621,1576341982.9620001,116,0.23600000000000002,1314872,44.57193220338983,0,0,4.082644,483.08,487.16,2,2576510.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-117.ts,1576341986.625,1576341987.45,117,0.525,1293816,19.715291428571426,0,0,4.111311,487.16,491.27,2,2517573.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,https://cloudfront.tubi.video/98a64629-0f7e-4833-9c18-7030bf519349/ce7tamss/segment-118.ts,1576341990.621,1576341991.088,118,0.343,1347960,31.439300291545187,0,0,4.087411,491.27,495.36,2,2638266.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
