,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment1_3_av.ts,1572192596.053,1572192603.361,0,7.235,512676,0.5668843123704216,0,0,10.160333,0.0,10.16,0,407517.0,4.675118623481785,413562.3076923077
1,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment2_3_av.ts,1572192603.41,1572192608.0240002,1,4.601,434844,0.7560860682460334,0,0,10.16,10.16,20.32,0,349920.0,2.4947240725806457,413562.3076923077
2,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment3_3_av.ts,1572192608.059,1572192615.298,2,7.228,693156,0.7671898173768678,0,0,10.08,20.32,30.4,0,558462.0,12.148227246963565,413562.3076923077
3,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment4_3_av.ts,1572192615.332,1572192624.465,3,9.123,879652,0.7713708210018635,0,0,10.064333,30.4,40.46,0,710940.0,5.625517903225808,413562.3076923077
4,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment5_3_av.ts,1572192624.5070002,1572192629.238,4,4.722,449132,0.7609182549767046,0,0,10.120333,40.46,50.58,0,361519.0,0.14199076923076925,413562.3076923077
5,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment6_3_av.ts,1572192629.2489998,1572192633.255,5,3.997,383708,0.7679919939954967,0,0,10.195,50.58,60.78,0,304245.0,8.01835113360324,413562.3076923077
6,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment7_3_av.ts,1572192638.528,1572192642.9610002,6,4.423,425444,0.7695120958625367,0,0,10.069666999999999,60.78,70.85,0,342225.0,2.3443610887096784,413562.3076923077
7,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment8_3_av.ts,1572192648.528,1572192653.9680002,7,5.4289999999999985,518692,0.7643278688524588,0,0,10.064333,70.85,80.91,0,419766.0,1.1845936437246969,413562.3076923077
8,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment9_3_av.ts,1572192658.528,1572192662.9160001,8,4.379,422060,0.7710618862754053,0,0,10.160333,80.91,91.07,0,342278.0,0.2906315322580645,413562.3076923077
9,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment10_3_av.ts,1572192668.5270002,1572192673.708,9,5.171,500268,0.7739593888996324,0,0,10.16,91.07,101.23,0,392589.0,0.03576769230769231,413562.3076923077
10,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment11_3_av.ts,1572192678.528,1572192685.604,10,7.066,674356,0.7634939145202377,0,0,10.12,101.23,111.35,0,536238.0,0.005105546558704453,413562.3076923077
11,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment12_3_av.ts,1572192688.528,1572192693.2280002,11,4.691,446124,0.7608168833937327,0,0,10.104333,111.35,121.45,0,347273.0,0.6764934274193548,413562.3076923077
12,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment13_3_av.ts,1572192698.528,1572192702.9,12,4.363,413036,0.7573431125372448,0,0,10.120333,121.46,131.58,0,335062.0,0.1296553036437247,413562.3076923077
13,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment14_3_av.ts,1572192708.529,1572192713.38,13,4.8420000000000005,465300,0.7687732342007434,0,0,10.075,131.58,141.66,0,371855.0,2.0752897983870957,413562.3076923077
14,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment15_3_av.ts,1572192718.528,1572192724.008,14,5.468,525084,0.7682282370153621,0,0,10.069666999999999,141.65,151.72,0,424215.0,1.0310044939271257,413562.3076923077
15,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment16_3_av.ts,1572192728.528,1572192733.3100002,15,4.773,457780,0.7672826314686779,0,0,10.064333,151.72,161.78,0,366224.0,0.12097267206477735,413562.3076923077
16,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment17_3_av.ts,1572192738.5270002,1572192743.228,16,4.6930000000000005,424692,0.7239582356701468,0,0,10.080333,161.79,171.87,0,337167.0,0.015814677419354838,413562.3076923077
17,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment18_3_av.ts,1572192748.528,1572192753.969,17,5.432,518692,0.7639057437407951,0,0,10.195,171.87,182.06,0,407313.0,1.0172089068825911,413562.3076923077
18,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment19_3_av.ts,1572192758.528,1572192763.831,18,5.292000000000002,503276,0.7608102796674224,0,0,10.189667,182.06,192.25,0,406796.0,0.8790587903225806,413562.3076923077
19,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment20_3_av.ts,1572192768.528,1572192774.765,19,6.23,567572,0.7288243980738361,0,0,10.104333,192.25,202.35,0,451049.0,2.59488975708502,413562.3076923077
20,https://arteptweb-vh.akamaihd.net/i/am/ptweb/085000/085800/085801-006-A_2_VOF-STE%5BANG%5D_AMM-PTWEB_XQ.1CY9Gu6Ul4.smil/segment21_3_av.ts,1572192778.528,1572192783.506,20,4.971,470188,0.7566895996781331,0,0,10.080333,202.36,212.44,0,366329.0,1.8569011290322583,413562.3076923077
