,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8,t_download_s_-9,quality_level_chosen_-9,bandwidth_mbit_-9,t_download_s_-10,quality_level_chosen_-10,bandwidth_mbit_-10,bitrate_level_encoded
0,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1309305514/chop/segment-1.m4s,1572044367.601,1572044375.72,0,7.965,41719,0.041902322661644696,0,0,6.041666666666668,0.0,6.04,0,125000.0,79.64507493055554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
1,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1309305514/chop/segment-2.m4s,1572044375.919,1572044375.9299998,1,0.008,55580,55.58,0,0,6.083333333333332,6.04,12.12,0,125000.0,88.97907472222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
2,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1309305514/chop/segment-3.m4s,1572044375.946,1572044375.957,2,0.006999999999999999,51586,58.95542857142856,0,0,6.041666666666668,12.12,18.16,0,125000.0,60.97461305555554,125000.0,79.64507493055554,0.0,51586.0,60.97461305555554,125000.0,51586.0,60.97461305555554,125000.0,51586.0,60.97461305555554,125000.0,95729.0,78.52219381944444,272000.0,197244.0,88.73771249999996,665000.0,0.008,0.0,55.58,0.0,11.8939999294281,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
3,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1309305514/chop/segment-4.m4s,1572044375.965,1572044375.982,3,0.013000000000000001,91241,56.14830769230769,0,0,6.083333333333332,18.17,24.25,0,125000.0,52.09135756944447,125000.0,88.97907472222225,0.0,91241.0,52.09135756944447,125000.0,91241.0,52.09135756944447,125000.0,91241.0,52.09135756944447,125000.0,206079.0,74.3236314583333,272000.0,459458.0,87.30474333333339,665000.0,0.006999999999999999,0.0,58.95542857142856,0.0,17.915000114440918,0.0,0.008,0.0,55.58,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
4,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1309305514/chop/segment-5.m4s,1572044376.01,1572044376.025,4,0.011,68578,49.87490909090909,0,0,6.083333333333332,24.25,30.33,0,125000.0,52.65432770833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
5,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1309305514/chop/segment-6.m4s,1572044376.1520002,1572044376.165,5,0.01,76044,60.8352,0,0,6.041666666666668,30.33,36.37,0,125000.0,53.078269513888884,125000.0,52.09135756944447,0.0,76044.0,53.078269513888884,125000.0,76044.0,53.078269513888884,125000.0,76044.0,53.078269513888884,125000.0,169239.0,75.00705548611108,272000.0,376714.0,87.46246250000002,665000.0,0.011,0.0,49.87490909090909,0.0,29.89800007820129,0.0,0.013000000000000001,0.0,56.14830769230769,0.006999999999999999,0.0,58.95542857142856,0.008,0.0,55.58,,,,,,,,,,,,,,,,,,,125000.0
6,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1136935291/chop/segment-2.m4s,1572044376.385,1572044376.521,1,0.132,1125147,68.19072727272726,0,0,6.083333333333332,6.04,12.12,4,2616000.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616000.0
7,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1136935291/chop/segment-3.m4s,1572044376.526,1572044376.619,2,0.08800000000000001,751652,68.33200000000001,0,0,6.041666666666668,12.12,18.16,4,2616000.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616000.0
8,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1136935291/chop/segment-4.m4s,1572044376.6239998,1572044376.8579998,3,0.229,1939363,67.75067248908296,0,0,6.083333333333332,18.17,24.25,4,2616000.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616000.0
9,https://144skyfiregce-vimeo.akamaized.net/exp=1572048259~acl=%2F298166943%2F%2A~hmac=cb6562bca24270e90ae01b8a1a4692e977fc4fa6021d10dac321a867b6ac2260/298166943/sep/video/1136935291/chop/segment-5.m4s,1572044376.863,1572044377.0549998,4,0.188,1529936,65.10365957446808,0,0,6.083333333333332,24.25,30.33,4,2616000.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616000.0
