,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence
0,0.5485327313769752,0.6341287845072203,0.38835634953282006,0.5485327313769752,0.6038374717832957,1.4770069568980257,1.7602850959920255,1.2484867616444943,0.8771041416662714,4.038880462108961,10.576746165571011,4.656615309707859,8.840917345984753,0.3556205682786205,0.3148333493896477,0.11557540226875607,0.09782640103020257,0.4217200824095535,0.035720670069686,0.04481739996460857,0.55543485785013
