,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence,Provider,Base Classifier,Cloning Method,Training Samples,Leaf Complexity,Training Time
0,0.27262099602525136,0.3731721677570752,0.17652315657014214,0.27262099602525136,1.2300678045358897,2.3133169583621447,1.885627482454381,1.540206935886657,0.7449790815283275,0.7656486189004068,4.652672148527095,1.6990064931847515,5.011741117820531,0.1079243340181774,0.07922884621101338,0.13080162265258505,0.1079079296982656,0.2864157119476268,0.009145679078343693,0.05782368352344103,0.8015033336617854,Twitch,Simple Rate Algorithm,BC Full,4398.0,0.0,113.9445309638977
1,0.8578442833761982,0.8194686791140089,0.2636507516944534,0.8578442833761983,0.1889174655132102,0.6769996778811953,0.015356895368869153,1.540206935886657,0.7449790815283275,1.985898476275365,12.279139277252257,1.6990064931847515,5.011741117820531,0.00881237540729981,7.574191797594005e-05,0.13080162265258505,0.1079079296982656,0.9705400981996728,0.09579358726661644,0.06206120068716407,2.200161586621341,Twitch,No Feature Engineering,BC Full,4398.0,5.0,47.03672409057617
2,0.8601823708206687,0.8378723876932153,0.3799803339650715,0.8601823708206686,0.1872808043020809,1.250344897935021,1.2308094152527642,1.540206935886657,0.7449790815283275,1.985898476275365,12.279139277252257,1.6990064931847515,5.011741117820531,0.02424038503823021,0.0336130947127839,0.13080162265258505,0.1079079296982656,0.7914425999532383,0.0787602090843761,0.06527490548218252,1.3899529701821502,Twitch,No Feature Engineering,BC Full,4398.0,16.0,47.04624843597412
3,0.861585223287351,0.8392902200930753,0.3831933952201224,0.861585223287351,0.18470890811316346,1.2077719873842772,1.125221250553902,1.540206935886657,0.7449790815283275,1.9798613028033625,12.277337226987918,1.6990064931847515,5.011741117820531,0.023244312940567804,0.031072887637456893,0.13080162265258505,0.1079079296982656,0.8017301847089081,0.0803374528495162,0.060436063211605134,1.644163025165361,Twitch,No Feature Engineering,BC Full,4398.0,20.0,47.02795648574829
4,0.8657937806873978,0.8443088120095471,0.389574840576254,0.8657937806873978,0.17699321954641106,1.2048187961933945,1.1263119354439204,1.540206935886657,0.7449790815283275,1.6084092921320094,8.828802802384086,1.6990064931847515,5.011741117820531,0.029405988244892267,0.0473802456177307,0.13080162265258505,0.1079079296982656,0.812953004442366,0.08022181050503263,0.06236844348910596,1.2360850919761286,Twitch,No Feature Engineering,BC Full,4398.0,28.0,47.1703999042511
5,0.8653261631985036,0.8433617407521602,0.3884739352990971,0.8653261631985036,0.18096796820201075,1.2221533897542023,1.1200423419371934,1.540206935886657,0.7449790815283275,1.6115234678964219,8.030422656582457,1.6990064931847515,5.011741117820531,0.035567173491063024,0.043973381176470434,0.13080162265258505,0.1079079296982656,0.8194996492868833,0.0806027021215094,0.06710712502817492,1.3228335419905024,Twitch,No Feature Engineering,BC Full,4398.0,40.0,47.181962728500366
6,0.862052840776245,0.8383682216685221,0.3756039749507192,0.862052840776245,0.18541033434650456,1.357962493804068,1.123344413160554,1.540206935886657,0.7449790815283275,2.579477895737601,8.459999689223878,1.6990064931847515,5.011741117820531,0.04561647475611759,0.05323575632824748,0.13080162265258505,0.1079079296982656,0.6866962824409633,0.06543015236838227,0.061523551220496873,1.067812210301994,Twitch,No Feature Engineering,BC Full,4398.0,52.0,47.315589427948
7,0.8657937806873978,0.8414564767633084,0.3802736464503136,0.8657937806873978,0.18166939443535188,1.3552882518169922,1.1240781739657384,1.540206935886657,0.7449790815283275,2.5949076756177707,8.485615887476566,1.6990064931847515,5.011741117820531,0.044571948258622325,0.05291357735889486,0.13080162265258505,0.1079079296982656,0.6829553425298106,0.06207453996537854,0.06098371547797881,1.0434670741666514,Twitch,No Feature Engineering,BC Full,4398.0,64.0,47.48799467086792
8,0.8627542670095861,0.8429482715401853,0.398498678094974,0.8627542670095861,0.1840074818798223,1.35827646738368,1.1267621197514548,1.540206935886657,0.7449790815283275,2.7895123853302555,8.717414918345389,1.6990064931847515,5.011741117820531,0.04505634096776923,0.05008753508063958,0.13080162265258505,0.1079079296982656,0.6623801730184711,0.06387782750199328,0.060775623447116386,1.2863499319300282,Twitch,No Feature Engineering,BC Full,4398.0,76.0,46.95661354064941
9,0.8650923544540566,0.8494281270229737,0.4344813252975793,0.8650923544540566,0.17769464577975214,1.612193485163094,1.1673747862712889,1.540206935886657,0.7449790815283275,2.6076992784391804,8.473312684494129,1.6990064931847515,5.011741117820531,0.0603742498470294,0.0550793056037843,0.13080162265258505,0.1079079296982656,0.5941080196399345,0.05635920063308283,0.0654013475407221,0.8626042052384155,Twitch,No Feature Engineering,BC Full,4398.0,88.0,47.20693302154541
