,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bandwidth_mbit_-5,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_level_chosen_-5,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_download_s_-5,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,1.1647481395733421,,,,,,702193.0,880404,0.0,0,0,0,0.0,0.0,0.0,1,,,,,,-1.0,288794.0,288794.0,288794.0,702193.0,1433325.0,362088.0,362088.0,362088.0,880404.0,1797092.0,1.2549669491525424,1.2549669491525424,1.2549669491525424,44.03364889830515,49.06571605084743,0.0,10.029667,6.047,,,,,,10.03,0.0,1576422519.687,1576422513.461,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/360p30/0.ts,44.03364889830515
1,1.795696343001261,,,,,,711969.0,889992,0.0,0,0,1,0.0,0.0,0.0,1,,,,,,-1.0,289660.0,289660.0,289660.0,711969.0,1458831.0,362088.0,362088.0,362088.0,889992.0,1823600.0,1.4241760169491529,1.4241760169491529,1.4241760169491529,43.79882152542369,48.86103230508471,6.229000091552734,9.999667,3.9650000000000003,,,,,,20.03,10.03,1576422523.668,1576422519.69,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/360p30/1.ts,43.79882152542369
2,2.5253633998265395,,,,,,1455823.0,1819840,9.526999950408937,0,0,2,0.0,0.0,0.0,2,,,,,,-2.0,287254.0,287254.0,287254.0,711217.0,1455823.0,359080.0,359080.0,359080.0,889052.0,1819840.0,1.604409745762711,1.604409745762711,1.604409745762711,46.516012847457645,52.175670593220346,3.9779999256134033,9.999667,5.765,,,,,,30.03,20.03,1576422530.237,1576422524.141,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/480p30/2.ts,52.175670593220346
3,2.889099705014749,,,,,,1469058.0,1836384,13.425999879837038,0,0,3,0.0,0.0,0.0,2,,,,,,-2.0,290412.0,290412.0,290412.0,710014.0,1469058.0,363028.0,363028.0,363028.0,887548.0,1836384.0,1.5571410847457616,1.5571410847457616,1.5571410847457616,45.271541728813546,49.83914876271182,0.0,9.999667,5.085,,,,,,40.03,30.03,1576422535.549,1576422530.242,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/480p30/3.ts,49.83914876271182
4,2.843655629139073,,,,,,2404515.0,3005744,17.76099991798401,0,0,4,0.0,0.0,0.0,3,,,,,,-3.0,290563.0,290563.0,290563.0,716180.0,1476578.0,363216.0,363216.0,363216.0,895256.0,1845784.0,1.1832337118644072,1.1832337118644072,1.1832337118644072,49.18330598305087,53.23060718644071,0.0,9.999667,8.456,,,,,,50.03,40.03,1576422544.3700001,1576422535.907,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/720p30/4.ts,67.13402818644067
5,0.6976442489000628,,,,,,2330821.0,2913624,,0,0,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,9.999667,33.411,,,,,,60.03,50.03,1576422577.838,1576422544.374,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/720p30/5.ts,65.96386635593224
6,58.2048,0.6976442489000628,2.843655629139073,2.889099705014749,2.5253633998265395,1.795696343001261,291014.0,363780,9.978000164031982,0,0,6,2404515.0,3.0,67.13402818644067,0,3.0,3.0,2.0,2.0,1.0,3.0,1473118.0,711819.0,2360750.0,3296576.0,7367589.0,1841460.0,889804.0,2951036.0,4120584.0,9209180.0,47.97816008474578,43.63108661016953,61.301537949152575,65.3592592033898,100.0,14.170000076293945,9.999667,0.05,33.411,8.456,5.085,5.765,3.9650000000000003,70.03,60.03,1576422578.0949998,1576422577.86,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/6.ts,0.4162191694915254
7,56.17882352941175,,,,,,286502.0,358140,,0,0,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,10.000667,0.051000000000000004,,,,,,80.03,70.03,1576422578.3439999,1576422578.103,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/7.ts,0.3736827627118641
8,46.66098360655737,,,,,,7399938.0,9250540,,0,0,8,,,,5,,,,,,,,,,,,,,,,,,,,,,,10.000667,1.586,,,,,,90.03,80.03,1576422580.201,1576422578.349,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/chunked/8.ts,100.0
9,23.883597177678,,,,,,7446408.0,9308632,,0,0,9,,,,5,,,,,,,,,,,,,,,,,,,,,,,10.000667,3.118,,,,,,100.03,90.03,1576422587.147,1576422583.779,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/chunked/9.ts,100.0
10,49.219255689424365,,,,,,7352866.0,9191696,,0,0,10,,,,5,,,,,,,,,,,,,,,,,,,,,,,10.000667,1.494,,,,,,110.03,100.03,1576422595.535,1576422593.78,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/chunked/10.ts,100.0
11,26.441048433048433,,,,,,7424151.0,9280808,,0,0,11,,,,5,,,,,,,,,,,,,,,,,,,,,,,10.000667,2.8080000000000003,,,,,,120.03,110.03,1576422606.8569999,1576422603.78,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/chunked/11.ts,100.0
12,53.80328445747801,,,,,,7338278.0,9173460,,0,0,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,10.000667,1.364,,,,,,130.03,120.03,1576422615.427,1576422613.787,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/chunked/12.ts,100.0
13,58.62535823429542,,,,,,3452803.0,4316292,,0,0,13,,,,4,,,,,,,,,,,,,,,,,,,,,,,10.000667,0.589,,,,,,140.03,130.03,1576422624.85,1576422623.975,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/720p60/13.ts,59.85123006779657
14,49.99974231332356,,,,,,3414754.0,4268728,,0,0,14,,,,4,,,,,,,,,,,,,,,,,,,,,,,10.000667,0.683,,,,,,150.03,140.03,1576422634.766,1576422633.783,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/720p60/14.ts,65.29780572881367
15,29.304325925925923,,,,,,3164656.0,3956084,,0,0,15,,,,4,,,,,,,,,,,,,,,,,,,,,,,10.000667,1.08,,,,,,160.03,150.03,1576422644.874,1576422643.783,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/720p60/15.ts,63.386773694915206
16,22.79216790792146,,,,,,3366178.0,4208004,,0,0,16,,,,4,,,,,,,,,,,,,,,,,,,,,,,10.000667,1.477,,,,,,170.03,160.03,1576422655.714,1576422653.783,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/720p60/16.ts,64.74848661016951
