,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,-0.008,,,291318.0,-1,0.0,0,0,0,0.0,0,0.0,0,,,0,291318.0,291318.0,291318.0,322706.0,361940.0,111672,111672,111672,123704,138744,41.78958016666667,41.78958016666667,41.78958016666667,76.47730191666662,88.11269441666666,0.0,3.066667,0.001,,,3.07,0.0,1572066077.965,1572066077.925,"https://c1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-1-f4-v1-a1.ts?4IiCgnbGyhpgqsG82PGFB_JB5QL45HJr1Ngc-Ux0MoKiBxnxVcVgrI5Wr8b2Q3wEnBl-fk9xG4XSNwuXVihqXyZn1r9GlrPxpWY4_zNVWWb8G1qOnlJev3rgNSzGv8NJBhrmAGGV6kl6AZM9HUsInszegXdG2Od2_lAuockZsvtFjb_hYl0WELfeAepUWbsOwfUM-eP56BVAtQhERQci",41.78958016666667
1,-0.008,,,322706.0,-1,2.6689999771118162,0,0,0,0.0,0,0.0,1,,,-1,291318.0,291318.0,291318.0,322706.0,361940.0,111672,111672,111672,123704,138744,41.78958016666667,41.78958016666667,41.78958016666667,76.47730191666662,88.11269441666666,0.6909999847412109,3.066667,0.001,,,3.07,0.0,1572066079.0279999,1572066079.017,"https://c1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-1-f3-v1-a1.ts?4IiCgnbGyhpgqsG82PGFB_JB5QL45HJr1Ngc-Ux0MoKiBxnxVcVgrI5Wr8b2Q3wEnBl-fk9xG4XSNwuXVihqXyZn1r9GlrPxpWY4_zNVWWb8G1qOnlJev3rgNSzGv8NJBhrmAGGV6kl6AZM9HUsInszegXdG2Od2_lAuockZsvtFjb_hYl0WELfeAepUWbsOwfUM-eP56BVAtQhERQci",76.47730191666662
2,-0.008,0.8451169940222032,,919596.0,-1,1.4610000324249266,0,0,1,291318.0,0,41.78958016666667,1,1.0,,-1,537633.0,537633.0,537633.0,919596.0,1556202.0,406456,406456,406456,695224,1176504,25.47543025,25.47543025,25.47543025,64.53910716666668,81.55729266666667,0.0,6.048078,0.001,1.171,,9.12,3.07,1572066080.248,1572066080.225,"https://c1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-2-f3-v1-a1.ts?4IiCgnbGyhpgqsG82PGFB_JB5QL45HJr1Ngc-Ux0MoKiBxnxVcVgrI5Wr8b2Q3wEnBl-fk9xG4XSNwuXVihqXyZn1r9GlrPxpWY4_zNVWWb8G1qOnlJev3rgNSzGv8NJBhrmAGGV6kl6AZM9HUsInszegXdG2Od2_lAuockZsvtFjb_hYl0WELfeAepUWbsOwfUM-eP56BVAtQhERQci",64.53910716666668
3,-0.008,0.5416626412154265,0.8451169940222032,520465.0,-1,6.021999883651732,0,0,2,322706.0,1,76.47730191666662,0,1.0,1.0,1,520465.0,520465.0,835303.0,1417752.0,3637357.0,198904,198904,319224,541816,1390072,25.47543025,25.47543025,64.53910716666668,81.55729266666667,100.0,8.829999856948852,3.057323,0.001,10.268,1.171,12.17,9.11,1572066090.58,1572066090.544,"https://c1v-h.phncdn.com/hls/videos/201908/20/243014711/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243014711.mp4.urlset/seg-3-f4-v1-a1.ts?4IiCgnbGyhpgqsG82PGFB_JB5QL45HJr1Ngc-Ux0MoKiBxnxVcVgrI5Wr8b2Q3wEnBl-fk9xG4XSNwuXVihqXyZn1r9GlrPxpWY4_zNVWWb8G1qOnlJev3rgNSzGv8NJBhrmAGGV6kl6AZM9HUsInszegXdG2Od2_lAuockZsvtFjb_hYl0WELfeAepUWbsOwfUM-eP56BVAtQhERQci",25.47543025
