,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level
0,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1309305537/chop/segment-1.m4s,1576437506.911,1576437508.053,0,1.102,147623,1.0716733212341196,0,0,6.08,0.0,6.08,0,222000.0,60.16684039473676
1,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293575/chop/segment-1.m4s,1576437508.06,1576437508.733,0,0.625,239680,3.0679039999999995,0,0,6.08,0.0,6.08,1,411000.0,74.97328006578945
2,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293575/chop/segment-2.m4s,1576437508.912,1576437509.629,1,0.682,346806,4.068105571847507,0,0,6.08,6.08,12.16,1,411000.0,55.69182664473685
3,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293575/chop/segment-3.m4s,1576437509.718,1576437510.49,2,0.738,369495,4.005365853658536,0,0,6.079999999999997,12.16,18.24,1,411000.0,58.33964361842104
4,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293575/chop/segment-4.m4s,1576437510.494,1576437511.625,3,1.092,392549,2.8758168498168493,0,0,6.080000000000003,18.24,24.32,1,411000.0,65.80299900662253
5,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293579/chop/segment-2.m4s,1576437511.872,1576437513.489,1,1.558,773880,3.9737098844672656,0,0,6.08,6.08,12.16,2,883000.0,77.81569335526318
6,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-2.m4s,1576437513.628,1576437515.2,1,1.5030000000000001,1190048,6.3342541583499665,0,0,6.08,6.08,12.16,3,1449000.0,88.9890394736842
7,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-3.m4s,1576437515.145,1576437516.735,2,1.556,1266143,6.50973264781491,0,0,6.079999999999997,12.16,18.24,3,1449000.0,88.92835605263159
8,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-4.m4s,1576437516.739,1576437518.193,3,1.431,1206391,6.744324248777079,0,0,6.080000000000003,18.24,24.32,3,1449000.0,90.06865986754963
9,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-5.m4s,1576437518.199,1576437520.1039999,4,1.8820000000000001,1063685,4.521509032943676,0,0,6.079999999999997,24.32,30.4,3,1449000.0,91.39155723684208
10,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-5.m4s,1576437520.11,1576437522.3779998,4,2.234,1063685,3.8090778871978515,0,0,6.079999999999997,24.32,30.4,3,1449000.0,91.39155723684208
11,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-6.m4s,1576437522.382,1576437524.53,5,2.11,1013207,3.8415431279620855,0,0,6.079999999999997,30.4,36.48,3,1449000.0,88.05089822368417
12,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-6.m4s,1576437524.534,1576437526.5379999,5,1.973,1013207,4.1082899138367965,0,0,6.079999999999997,30.4,36.48,3,1449000.0,88.05089822368417
13,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-7.m4s,1576437526.705,1576437528.296,6,1.559,814012,4.177098139833227,0,0,6.0800000000000045,36.48,42.56,3,1449000.0,89.53112649006624
14,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-8.m4s,1576437528.302,1576437529.9980001,7,1.663,894484,4.302989777510523,0,0,6.079999999999997,42.56,48.64,3,1449000.0,89.62336256578945
15,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-9.m4s,1576437530.162,1576437532.641,8,2.445,1307559,4.278311656441717,0,0,6.079999999999997,48.64,54.72,3,1449000.0,89.35237311258281
16,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-10.m4s,1576437533.647,1576437536.16,9,2.503,1327447,4.242739113064323,0,0,6.079999999999997,54.72,60.8,3,1449000.0,90.40133967105258
17,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-11.m4s,1576437539.897,1576437543.605,10,3.697,1797233,3.8890624830944005,0,0,6.079999999999997,60.8,66.88,3,1449000.0,89.93392807947019
18,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-12.m4s,1576437545.902,1576437549.907,11,3.984,1935244,3.886032128514056,0,0,6.079999999999997,66.88,72.96,3,1449000.0,92.0221494736842
19,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-13.m4s,1576437551.912,1576437556.347,12,4.428,2158191,3.899170731707317,0,0,6.0800000000000125,72.96,79.04,3,1449000.0,92.67630203947371
20,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-14.m4s,1576437558.152,1576437562.556,13,4.402,2294517,4.169953657428441,0,0,6.079999999999997,79.04,85.12,3,1449000.0,90.69115695364236
21,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-15.m4s,1576437564.152,1576437567.722,14,3.564,1786142,4.0092974186307515,0,0,6.079999999999997,85.12,91.2,3,1449000.0,89.4547528947368
22,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-16.m4s,1576437570.147,1576437572.7280002,15,2.575,1284610,3.991021359223301,0,0,6.079999999999997,91.2,97.28,3,1449000.0,91.94683185430469
23,https://skyfire.vimeocdn.com/1576441401-0xcc9b589b2f1ff1ac824474e90e8fa413aa7281ee/289366412/sep/video/1095293587/chop/segment-17.m4s,1576437576.401,1576437579.9620001,16,3.5540000000000003,1783243,4.014052898142937,0,0,6.079999999999997,97.28,103.36,3,1449000.0,93.51578440789477
