,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level
0,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_3_av.ts,1576448274.244,1576448275.1,0,0.8210000000000001,593140,5.779683313032886,0,0,10.080333,0.0,10.08,0,474259.0,17.367507233201593
1,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_2_av.ts,1576448275.115,1576448276.221,0,1.078,1357172,10.07177736549165,0,0,10.080333,0.0,10.08,1,1077085.0,75.97907551999998
2,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_1_av.ts,1576448276.299,1576448279.249,1,2.859,3144300,8.79832109129066,0,0,10.155,10.08,20.24,3,2477045.0,100.0
3,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_1_av.ts,1576448279.333,1576448281.855,0,2.434,3071732,10.096078882497945,0,0,10.080333,0.0,10.08,3,2437802.0,100.0
4,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_1_av.ts,1576448281.939,1576448284.399,1,2.443,3144300,10.296520671305771,0,0,10.155,10.08,20.24,3,2477045.0,100.0
5,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment3_1_av.ts,1576448284.474,1576448286.87,2,2.379,3032628,10.197992433795712,0,0,10.2,20.24,30.44,3,2397334.0,100.0
6,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment4_1_av.ts,1576448286.967,1576448289.929,3,2.943,3276276,8.905949031600407,0,0,10.104333,30.44,40.54,3,2593957.0,100.0
7,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment5_1_av.ts,1576448291.417,1576448294.065,4,2.632,3164980,9.62,0,0,10.200333,40.54,50.74,3,2482256.0,100.0
8,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment6_1_av.ts,1576448301.417,1576448303.523,5,2.092,2675052,10.229644359464627,0,0,10.155,50.74,60.9,3,2107377.0,100.0
9,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment7_1_av.ts,1576448311.417,1576448314.175,6,2.739,3475180,10.150215407082877,0,0,10.08,60.89,70.97,3,2758079.0,100.0
10,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment8_1_av.ts,1576448321.42,1576448323.479,7,2.045,2605492,10.192633740831296,0,0,10.064333,70.97,81.03,3,2071069.0,100.0
11,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment9_1_av.ts,1576448331.419,1576448333.9029999,8,2.449,3186412,10.40885912617395,0,0,10.080333,81.04,91.12,3,2528814.0,100.0
12,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment10_1_av.ts,1576448341.417,1576448343.926,9,2.483,3167988,10.206968989126056,0,0,10.195,91.12,101.32,3,2485915.0,100.0
13,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment11_1_av.ts,1576448351.422,1576448353.6669998,10,2.226,2849140,10.23949685534591,0,0,10.069666999999999,101.31,111.38,3,2263542.0,100.0
14,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment12_1_av.ts,1576448361.417,1576448363.683,11,2.251,2957428,10.510628165259885,0,0,10.064333,111.38,121.44,3,2350818.0,100.0
15,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment13_1_av.ts,1576448371.417,1576448373.497,12,2.066,2732204,10.579686350435624,0,0,10.200333,121.45,131.65,3,2142835.0,100.0
16,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment14_1_av.ts,1576448381.417,1576448384.2810001,13,2.816,3501876,9.948511363636364,0,0,10.195,131.65,141.84,3,2747916.0,100.0
17,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment15_1_av.ts,1576448391.418,1576448393.6529999,14,2.221,2762284,9.949694732102655,0,0,10.149666999999999,141.84,151.99,3,2177241.0,100.0
18,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment16_1_av.ts,1576448401.417,1576448404.107,15,2.6710000000000003,3276276,9.812882066641706,0,0,10.08,151.99,162.07,3,2600219.0,100.0
19,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment17_1_av.ts,1576448411.417,1576448413.7220001,16,2.291,2987508,10.432153644696639,0,0,10.120333,162.07,172.19,3,2361588.0,100.0
20,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment18_1_av.ts,1576448421.417,1576448423.733,17,2.301,3020596,10.50185484571925,0,0,10.115,172.19,182.3,3,2389003.0,100.0
21,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment19_1_av.ts,1576448431.417,1576448433.986,18,2.5460000000000003,3327412,10.45534014139827,0,0,10.149666999999999,182.31,192.46,3,2622676.0,100.0
22,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment20_1_av.ts,1576448441.417,1576448443.788,19,2.321,3032628,10.45283239982766,0,0,10.16,192.46,202.62,3,2387896.0,100.0
23,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment21_1_av.ts,1576448451.417,1576448454.0310001,20,2.596,3345460,10.309583975346685,0,0,10.080333,202.62,212.7,3,2634134.0,100.0
24,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment22_1_av.ts,1576448461.417,1576448463.4950001,21,2.063,2662644,10.325328162869607,0,0,10.115,212.7,222.82,3,2104856.0,100.0
25,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment23_1_av.ts,1576448471.417,1576448473.7680001,22,2.336,3026612,10.365109589041097,0,0,10.109667,222.81,232.92,3,2404537.0,100.0
26,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment24_1_av.ts,1576448481.417,1576448484.1330001,23,2.676,3468788,10.3700687593423,0,0,10.184333,232.92,243.1,3,2724803.0,100.0
27,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment25_1_av.ts,1576448491.417,1576448493.9090002,24,2.474,3228148,10.438635408245755,0,0,10.080333,243.11,253.19,3,2561937.0,100.0
28,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment26_1_av.ts,1576448501.417,1576448504.081,25,2.621,3420660,10.440778328882105,0,0,10.195,253.19,263.38,3,2684186.0,100.0
29,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment27_1_av.ts,1576448511.417,1576448513.598,26,2.164,2804020,10.366062846580405,0,0,10.069666999999999,263.38,273.45,3,2227696.0,100.0
30,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment28_1_av.ts,1576448521.417,1576448523.535,27,2.104,2725812,10.364304182509505,0,0,10.064333,273.45,283.51,3,2166710.0,100.0
31,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment29_1_av.ts,1576448531.417,1576448533.5440001,28,2.114,2740852,10.372192999053926,0,0,10.080333,283.52,293.6,3,2175207.0,100.0
32,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment30_1_av.ts,1576448541.417,1576448543.553,29,2.105,2731828,10.382244180522564,0,0,10.075,293.6,303.68,3,2169193.0,100.0
33,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment31_1_av.ts,1576448551.417,1576448553.68,30,2.246,2767924,9.859034728406055,0,0,10.069666999999999,303.67,313.74,3,2199019.0,100.0
34,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment32_1_av.ts,1576448561.417,1576448563.72,31,2.279,2725436,9.567129442738043,0,0,10.104333,313.74,323.84,3,2157835.0,100.0
35,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment33_1_av.ts,1576448571.417,1576448574.425,32,2.991,3577452,9.568577733199598,0,0,10.120333,323.85,333.97,3,2827932.0,100.0
36,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment34_1_av.ts,1576448581.417,1576448583.397,33,1.966,2551348,10.381884028484231,0,0,10.075,333.97,344.04,3,2025884.0,100.0
37,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment35_1_av.ts,1576448591.418,1576448593.9259999,34,2.467,3201076,10.38046534252128,0,0,10.149666999999999,344.04,354.19,3,2523098.0,100.0
