,timestamp_finish,bitrate_level_encoded,bitrate_level,vmaf_level,buffer_level_at_timestamp_finish,rebuffer_level_at_timestamp_finish,body_size_byte,seg_len_s,t_download_s,quality_level_chosen,played_at_beginning,played_at_end,reward
0,1572094297.065,1088206.5819672132,452017.0,91.03295148514854,0.0,,207928.0,3.68,0.865,2.0,0.0,0.0,
1,1572094298.1339998,1088206.5819672132,981095.0,86.21577673267326,6.227117000000002,1.0689997673034668,448568.0,3.6599999999999997,1.015,2.0,0.0,0.994265,
2,1572094300.087,1088206.5819672132,806018.0,84.87214049504946,4.341597000000001,-0.0,731320.0,7.26,1.91,2.0,0.8512040000000001,2.879785,
3,1572094301.103,1088206.5819672132,769994.0,84.87446760000003,14.073733999999998,-0.0,352312.0,3.660000000000002,0.905,2.0,2.879785,3.944927,
4,1572094302.161,1088206.5819672132,868392.0,85.49629643564354,16.601860000000002,-0.0,397432.0,3.66,0.975,2.0,3.7299830000000003,5.015894,
5,1572094303.502,1088206.5819672132,973310.0,84.61552899999998,18.852512,-0.0,445560.0,3.6599999999999966,1.1740000000000002,2.0,4.864599,6.364335,
6,1572094304.561,1088206.5819672132,802268.0,85.45597297029701,21.333861000000002,-0.0,367352.0,3.66,0.937,2.0,6.15615,7.482079,
7,1572094305.416,1088206.5819672132,812266.0,85.45597297029701,23.567192999999996,-0.0,319224.0,3.140000000000004,0.785,2.0,7.3249889999999995,8.313781,
8,1572094306.43,1088206.5819672132,851135.0,86.77597712871284,26.231681,-0.0,391416.0,3.6799999999999997,0.961,2.0,8.123724000000001,9.248386,
9,1572094307.6820002,1088206.5819672132,785532.0,86.04307210000003,28.597703,-0.0,361336.0,3.6799999999999997,1.173,2.0,9.086003999999999,10.504676,
10,1572094310.337,1088206.5819672132,769656.0,85.8054742,25.983044,-0.0,698232.0,7.259999999999998,2.32,2.0,10.339614,13.119335000000001,
11,1572094311.5129998,1088206.5819672132,796508.0,85.45550999999998,35.53496,-0.0,364344.0,3.6599999999999966,1.089,2.0,13.119335000000001,14.364698,
12,1572094312.575,1088206.5819672132,763438.0,86.07980129999996,38.05291,-0.0,349304.0,3.6600000000000037,1.022,2.0,14.207897,15.445864000000002,
13,1572094313.816,1088206.5819672132,802687.0,84.79708059405941,40.369329,-0.0,367352.0,3.6599999999999966,1.172,2.0,15.293262,16.728538,
14,1572094315.1279998,1088206.5819672132,815629.0,84.85254138613863,42.68524599999999,-0.0,373368.0,3.6600000000000037,1.237,2.0,16.562835,18.011714,
15,1572094317.913,1088206.5819672132,1109049.0,85.50974790000002,44.749775,-0.0,674168.0,4.8600000000000065,2.693,2.0,17.865657000000002,20.730496,
16,1572094319.785,1088206.5819672132,864045.0,85.25284603960395,46.454497999999994,-0.0,397432.0,3.6799999999999926,1.699,2.0,20.530818,22.648086,
17,1572094321.6829998,1088206.5819672132,1112760.0,84.41184060000002,48.129484000000005,-0.0,508728.0,3.6599999999999966,1.814,2.0,22.505013,24.572193,
18,1572094323.8170002,1088206.5819672132,1388754.0,84.41184060000002,49.618995999999996,-0.0,635064.0,3.660000000000011,2.057,2.0,24.414012,26.681774,
19,1572094325.7710001,1088206.5819672132,1066173.0,85.79002445544553,51.30015399999999,-0.0,487672.0,3.6599999999999966,1.826,2.0,26.507137,28.599708000000003,
20,1572094327.2610002,1088206.5819672132,954142.0,84.4627152,53.43797400000001,-0.0,436536.0,3.6599999999999966,1.409,2.0,28.443931,30.060980999999998,
21,1572094328.9689999,1088206.5819672132,894748.0,82.70283811881187,55.297174999999996,-0.0,409464.0,3.660000000000011,1.635,2.0,29.903672999999998,31.800873,
22,1572094330.934,1088206.5819672132,1218182.0,85.8323498019802,57.875849,-0.0,740344.0,4.859999999999999,1.895,2.0,31.646909,34.00551,
23,1572094333.2529998,1088206.5819672132,1315667.0,84.1367166,59.308687,-0.0,604984.0,3.680000000000007,1.495,2.0,34.2939,36.171765,
24,1572094334.819,1088206.5819672132,1263026.0,83.36928712871287,61.025454,-0.0,580920.0,3.6799999999999926,1.423,2.0,36.018195,38.077311,
25,1572094338.725,1088206.5819672132,1084702.0,82.99420663366334,64.74131299999999,-0.0,983992.0,7.260000000000005,2.309,2.0,38.985162,41.559638,
26,1572094344.6020002,1088206.5819672132,882083.0,82.9664475,62.36143599999999,-0.0,403448.0,3.660000000000011,0.99,2.0,46.335609000000005,47.538608,
27,1572094348.079,1088206.5819672132,776665.0,83.33309405940598,59.04671599999999,-0.0,355320.0,3.6599999999999966,0.86,2.0,49.843644,50.853328000000005,
28,1572094352.0549998,1088206.5819672132,993390.0,82.6603995,58.72181500000001,-0.0,454584.0,3.6599999999999966,1.1,2.0,53.43439300000001,54.777322,
29,1572094355.2729998,1088206.5819672132,749994.0,82.6603995,62.518504,-0.0,343288.0,3.6599999999999966,0.857,2.0,57.090378,58.178819,
30,1572094359.573,1088206.5819672132,832002.0,81.37680326732672,63.062562000000014,-0.0,505720.0,4.859999999999999,1.255,2.0,60.612501,62.418071,
31,1572094363.875,1088206.5819672132,942614.0,81.20833760000002,61.818995999999984,-0.0,433528.0,3.680000000000007,1.032,2.0,65.443831,66.661004,
32,1572094367.813,1088206.5819672132,935204.0,81.20833760000002,62.053775999999985,-0.0,427512.0,3.6599999999999966,1.073,2.0,69.13239899999999,70.648263,
33,1572094370.9829998,1088206.5819672132,875767.0,81.59167207920791,62.356207,-0.0,400440.0,3.6599999999999966,0.967,2.0,72.741951,73.944925,
