,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1309305517/chop/segment-1.m4s,1572056577.676,1572056578.1929998,0,0.4970000000000001,227396,3.6602977867203217,0,0,6.08,0.0,6.08,0,290000.0,19.165358749999992,290000.0
1,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046588/chop/segment-1.m4s,1572056578.293,1572056578.647,0,0.339,343411,8.104094395280235,0,0,6.08,0.0,6.08,1,484000.0,34.01230322368419,484000.0
2,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046595/chop/segment-1.m4s,1572056578.8620002,1572056579.824,0,0.9440000000000001,972785,8.243940677966101,0,0,6.08,0.0,6.08,2,1348000.0,57.3551277631579,1348000.0
3,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046587/chop/segment-1.m4s,1572056579.924,1572056582.403,0,1.995,2039025,8.176541353383456,0,0,6.08,0.0,6.08,3,2463000.0,74.33745993421054,2463000.0
4,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046591/chop/segment-1.m4s,1572056582.5010002,1572056582.863,0,0.001,3618675,28949.4,0,0,6.08,0.0,6.08,4,5111000.0,100.0,5111000.0
5,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046591/chop/segment-2.m4s,1572056586.311,1572056588.6780002,1,2.365,2820394,9.54044482029598,0,0,6.08,6.08,12.16,4,5111000.0,100.0,5111000.0
6,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046591/chop/segment-3.m4s,1572056588.684,1572056591.105,2,2.42,2876308,9.508456198347107,0,0,6.079999999999997,12.16,18.24,4,5111000.0,100.0,5111000.0
7,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046591/chop/segment-4.m4s,1572056591.204,1572056594.369,3,3.164,3774857,9.544518331226293,0,0,6.080000000000003,18.24,24.32,4,5111000.0,100.0,5111000.0
8,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046591/chop/segment-5.m4s,1572056594.474,1572056597.8179998,4,3.343,3989582,9.547309602153755,0,0,6.079999999999997,24.32,30.4,4,5111000.0,100.0,5111000.0
9,https://skyfire.vimeocdn.com/1572060471-0x87a743bf19fc54a49235862a98f4d8ef2746a10e/295751086/sep/video/1128046591/chop/segment-6.m4s,1572056597.918,1572056600.5370002,5,2.6180000000000003,3124625,9.54812834224599,0,0,6.079999999999997,30.4,36.48,4,5111000.0,100.0,5111000.0
