,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level
0,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment1_3_av.ts,1576334105.474,1576334111.102,0,5.587,644276,0.9225358868802577,0,0,10.080333,0.0,10.08,0,515146.0,26.85468803149605
1,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment2_3_av.ts,1576334111.163,1576334118.9150002,1,7.672000000000001,349492,0.3644337851929092,0,0,10.115,10.08,20.2,0,274497.0,27.38385853754939
2,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment3_3_av.ts,1576334118.941,1576334125.144,2,6.19,479212,0.6193369951534733,0,0,10.109667,20.2,30.31,0,370756.0,16.8037881027668
3,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment4_3_av.ts,1576334125.174,1576334132.736,3,7.5520000000000005,524332,0.555436440677966,0,0,10.064333,30.3,40.36,0,431497.0,12.767149565217395
4,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment5_3_av.ts,1576334132.76,1576334135.407,4,2.6350000000000002,536364,1.6284296015180262,0,0,10.120333,40.37,50.49,0,431267.0,4.987599960474308
5,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment6_3_av.ts,1576334136.343,1576334138.658,5,2.302,482220,1.6758297132927888,0,0,10.075,50.49,60.56,0,387781.0,1.224613241106719
6,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment7_3_av.ts,1576334146.342,1576334149.033,6,2.677,517940,1.5478221890175567,0,0,10.109667,60.56,70.67,0,413703.0,1.9448175494071156
7,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment8_3_av.ts,1576334156.343,1576334163.218,7,6.864,575092,0.6702703962703962,0,0,10.144333,70.67,80.81,0,464886.0,1.2856498418972333
8,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment9_3_av.ts,1576334166.343,1576334169.082,8,2.727,544636,1.5977587092042538,0,0,10.200333,80.82,91.02,0,440286.0,1.05096347826087
9,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment10_3_av.ts,1576334176.342,1576334178.758,9,2.388,461164,1.5449380234505863,0,0,10.155,91.02,101.18,0,361338.0,3.0911228853754937
