,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level
0,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_3_av.ts,1576434691.782,1576434693.16,0,1.325,593140,3.581222641509434,0,0,10.080333,0.0,10.08,0,474259.0,17.367507233201593
1,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_1_av.ts,1576434693.254,1576434703.9759998,1,10.624,3144300,2.36769578313253,0,0,10.155,10.08,20.24,3,2477045.0,100.0
2,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_2_av.ts,1576434704.088,1576434707.046,1,2.9250000000000003,1348524,3.6882707692307686,0,0,10.155,10.08,20.24,1,1062352.0,84.72195404000001
3,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_2_av.ts,1576434707.072,1576434712.499,0,5.34,1357172,2.0332164794007492,0,0,10.080333,0.0,10.08,1,1077085.0,75.97907551999998
4,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_3_av.ts,1576434712.55,1576434713.884,1,1.321,515308,3.1207146101438306,0,0,10.155,10.08,20.24,0,411820.0,26.17690181818184
5,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_3_av.ts,1576434713.899,1576434715.586,0,1.676,593140,2.831217183770883,0,0,10.080333,0.0,10.08,0,474259.0,17.367507233201593
6,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_3_av.ts,1576434715.61,1576434717.092,1,1.471,515308,2.80249082256968,0,0,10.155,10.08,20.24,0,411820.0,26.17690181818184
7,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment3_2_av.ts,1576434717.12,1576434723.8219998,2,6.689,1278964,1.5296325310210794,0,0,10.2,20.24,30.44,1,1003109.0,45.27816272000001
8,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment3_3_av.ts,1576434723.869,1576434725.464,2,1.582,520948,2.6343767383059418,0,0,10.2,20.24,30.44,0,416106.0,15.448492222222221
9,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_3_av.ts,1576434725.485,1576434726.951,1,1.455,515308,2.833308591065292,0,0,10.155,10.08,20.24,0,411820.0,26.17690181818184
10,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment3_3_av.ts,1576434726.969,1576434728.677,2,1.695,520948,2.458751622418879,0,0,10.2,20.24,30.44,0,416106.0,15.448492222222221
11,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment4_2_av.ts,1576434728.704,1576434735.704,3,6.986,1381236,1.5817188663040367,0,0,10.104333,30.44,40.54,1,1093579.0,24.91269508000001
12,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment4_3_av.ts,1576434735.745,1576434737.843,3,2.087,740532,2.838646861523718,0,0,10.104333,30.44,40.54,0,592425.0,0.2531233596837945
13,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment3_3_av.ts,1576434737.857,1576434740.029,2,2.161,520948,1.9285441925034705,0,0,10.2,20.24,30.44,0,416106.0,15.448492222222221
14,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment4_3_av.ts,1576434740.048,1576434742.457,3,2.3930000000000002,740532,2.4756606769745084,0,0,10.104333,30.44,40.54,0,592425.0,0.2531233596837945
15,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment5_2_av.ts,1576434742.475,1576434745.3439999,4,2.856,1342132,3.759473389355742,0,0,10.200333,40.54,50.74,1,1052618.0,31.28170964000001
