,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8,t_download_s_-9,quality_level_chosen_-9,bandwidth_mbit_-9,t_download_s_-10,quality_level_chosen_-10,bandwidth_mbit_-10,bitrate_level_encoded
0,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-1.m4s,1572084464.472,1572084464.5949998,0,0.112,41719,2.979928571428572,0,0,6.041666666666668,0.0,6.04,0,125000.0,79.64507493055554,0.0,0.0,0.0,41719.0,79.64507493055554,125000.0,41719.0,79.64507493055554,125000.0,41719.0,79.64507493055554,125000.0,70043.0,87.01590624999999,272000.0,147648.0,90.92353784722215,665000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
1,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1136935299/chop/segment-1.m4s,1572084465.177,1572084468.9529998,0,3.5740000000000003,147648,0.3304935646334639,0,0,6.041666666666668,0.0,6.04,2,665000.0,90.92353784722215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000.0
2,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-2.m4s,1572084471.435,1572084472.0349998,1,0.41600000000000004,55580,1.0688461538461538,0,0,6.083333333333332,6.04,12.12,0,125000.0,88.97907472222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
3,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-3.m4s,1572084472.322,1572084472.855,2,0.34700000000000003,51586,1.1893025936599422,0,0,6.041666666666668,12.12,18.16,0,125000.0,60.97461305555554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
4,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-4.m4s,1572084472.8579998,1572084473.54,3,0.623,91241,1.1716340288924558,0,0,6.083333333333332,18.17,24.25,0,125000.0,52.09135756944447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
5,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-5.m4s,1572084474.109,1572084474.592,4,0.466,68578,1.177304721030043,0,0,6.083333333333332,24.25,30.33,0,125000.0,52.65432770833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
6,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-6.m4s,1572084474.596,1572084475.131,5,0.521,76044,1.1676621880998077,0,0,6.041666666666668,30.33,36.37,0,125000.0,53.078269513888884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
7,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1309305514/chop/segment-7.m4s,1572084477.4829998,1572084477.98,6,0.481,70981,1.1805571725571726,0,0,6.083333333333336,36.38,42.46,0,125000.0,48.41461888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0
8,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1136935292/chop/segment-3.m4s,1572084478.204,1572084478.875,2,0.654,95729,1.1709969418960244,0,0,6.041666666666668,12.12,18.16,1,272000.0,78.52219381944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272000.0
9,https://144skyfiregce-vimeo.akamaized.net/exp=1572088359~acl=%2F298166943%2F%2A~hmac=7d030b5f35fdaae5032fe49e861e20109c7391ed85742b4fa14c3eb36306ee5f/298166943/sep/video/1136935292/chop/segment-4.m4s,1572084478.8779998,1572084480.3179998,3,1.421,206079,1.1601914144968328,0,0,6.083333333333332,18.17,24.25,1,272000.0,74.3236314583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272000.0
