,bandwidth_mbit,bitrate_level,body_size_byte,byte_end,byte_start,n_segment,quality_level_chosen,seg_len_s,t_download_s,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,2.476267214799589,602352.0,301176,0,0,0,0,4.0,0.973,4.0,0.0,1576346117.628,1576346116.652,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813210.mp4-1.ts,3.794164180327869
1,3.257052437902484,869273.0,442552,0,0,1,2,4.006178,1.087,8.01,4.0,1576346119.114,1576346118.025,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813212.mp4-2.ts,73.8981935
2,3.425090481786134,714573.0,364344,0,0,2,2,4.012344000000001,0.851,12.02,8.01,1576346120.074,1576346119.132,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813212.mp4-3.ts,68.61067991596637
3,3.7641351139041626,1172958.0,598968,0,0,3,3,4.018511,1.2730000000000001,16.04,12.02,1576346121.3790002,1576346120.104,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-4.ts,86.1365770588235
4,3.813812844036697,1532791.0,779448,0,0,4,3,4.001456,1.635,20.04,16.04,1576346123.039,1576346121.402,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-5.ts,87.58430158333331
5,3.7032065514103727,998904.0,508728,0,0,5,3,4.0076220000000005,1.099,24.05,20.04,1576346124.17,1576346123.069,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-6.ts,83.86783141666669
6,3.7017433471318744,1534055.0,782456,0,0,6,3,4.013789,1.691,28.06,24.05,1576346125.8760002,1576346124.183,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-7.ts,82.90788151260507
7,3.638924667651403,1808499.0,923832,0,0,7,3,4.019956,2.031,32.08,28.06,1576346127.941,1576346125.908,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-8.ts,81.1158265833333
8,3.5439431472081213,1715550.0,872696,0,0,8,3,4.002911,1.97,36.08,32.08,1576346129.928,1576346127.956,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-9.ts,82.3261544537815
9,3.544763250883392,1476787.0,752376,0,0,9,3,4.009078,1.698,40.09,36.08,1576346131.647,1576346129.947,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-10.ts,85.23625783333338
10,2.40198728606357,1203373.0,614008,0,0,10,3,4.015244,2.045,44.11,40.09,1576346135.159,1576346133.112,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-11.ts,83.51089574999997
11,2.8430815370196814,1484104.0,758392,0,0,11,3,4.021411,2.134,48.13,44.11,1576346139.248,1576346137.112,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/XH5uLalE-30813213.mp4-12.ts,84.13633537815129
