,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment1_3_av.ts,1572026717.131,1572026722.069,0,4.829,644276,1.0673447918823773,0,0,10.080333,0.0,10.08,0,515146.0,26.854688031496053,416323.7659574468
1,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment2_3_av.ts,1572026722.1320002,1572026724.7489998,1,2.5860000000000003,349492,1.0811817478731631,0,0,10.115,10.08,20.2,0,274497.0,27.38385853754939,416323.7659574468
2,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment3_3_av.ts,1572026724.7770002,1572026727.063,2,2.265,479212,1.6925810154525385,0,0,10.109667,20.2,30.31,0,370756.0,16.8037881027668,416323.7659574468
3,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment4_3_av.ts,1572026727.234,1572026729.252,3,2.001,524332,2.096279860069965,0,0,10.064333,30.3,40.36,0,431497.0,12.767149565217395,416323.7659574468
4,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment5_2_av.ts,1572026737.289,1572026746.956,4,9.289,1417708,1.2209779308859945,0,0,10.120333,40.37,50.49,1,1101658.0,84.64912628000006,981889.7021276596
5,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment4_2_av.ts,1572026746.998,1572026755.3349998,3,8.062000000000001,1390636,1.3799414537335648,0,0,10.064333,30.3,40.36,1,1088660.0,78.88364352000006,981889.7021276596
6,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment5_3_av.ts,1572026755.383,1572026758.015,4,2.612,536364,1.6427687595712095,0,0,10.120333,40.37,50.49,0,431267.0,4.987599960474308,416323.7659574468
7,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment4_3_av.ts,1572026758.121,1572026761.425,3,3.29,524332,1.2749714285714286,0,0,10.064333,30.3,40.36,0,431497.0,12.767149565217395,416323.7659574468
8,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment5_3_av.ts,1572026761.448,1572026765.823,4,4.362,536364,0.9837028885832186,0,0,10.120333,40.37,50.49,0,431267.0,4.987599960474308,416323.7659574468
9,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment6_3_av.ts,1572026765.851,1572026768.9810002,5,3.113,482220,1.2392418888531962,0,0,10.075,50.49,60.56,0,387781.0,1.224613241106719,416323.7659574468
10,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment7_3_av.ts,1572026769.0110002,1572026771.814,6,2.79,517940,1.485132616487455,0,0,10.109667,60.56,70.67,0,413703.0,1.9448175494071158,416323.7659574468
11,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment8_3_av.ts,1572026771.833,1572026774.492,7,2.604,575092,1.7667956989247309,0,0,10.144333,70.67,80.81,0,464886.0,1.2856498418972333,416323.7659574468
12,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment9_2_av.ts,1572026777.934,1572026787.4620001,8,9.302,1413948,1.2160378413244464,0,0,10.200333,80.82,91.02,1,1160843.0,81.72719920000003,981889.7021276596
13,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment8_2_av.ts,1572026787.49,1572026801.299,7,13.719,1426356,0.8317550841898098,0,0,10.144333,70.67,80.81,1,1117733.0,80.10294552000005,981889.7021276596
14,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment9_3_av.ts,1572026801.324,1572026806.5489998,8,5.16,544636,0.8443968992248062,0,0,10.200333,80.82,91.02,0,440286.0,1.05096347826087,416323.7659574468
15,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment8_3_av.ts,1572026806.562,1572026813.2220001,7,6.269,575092,0.7338867442973359,0,0,10.144333,70.67,80.81,0,464886.0,1.2856498418972333,416323.7659574468
16,https://arteptweb-vh.akamaihd.net/i/am/ptweb/083000/083200/083236-000-A_0_VO-STE%5BANG%5D_AMM-PTWEB_XQ.z0MmlinfU.smil/segment9_3_av.ts,1572026813.236,1572026822.236,8,8.982000000000003,544636,0.4850910710309509,0,0,10.200333,80.82,91.02,0,440286.0,1.05096347826087,416323.7659574468
