,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence
0,0.6054313099041534,0.6935665915374949,0.2871699941494807,0.6054313099041534,0.4744408945686901,0.9710190552219651,0.6049465004903781,0.8577902775947424,0.5830749910138728,0.576711454317111,0.8726999128864256,0.5057572378107292,0.8488599938966462,0.2524246581875534,0.3066847776763136,0.06713323150829005,0.10083246639999609,0.6506792343176782,0.042736649920893835,0.058887008474443704,0.20213827397535838
