,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence
0,0.6505441354292624,0.7182393329988283,0.32498587715655436,0.6505441354292624,0.535671100362757,0.8858829273617257,0.9202036491302805,1.0329959135187934,0.7492647118670901,2.204211064111891,6.596395105926208,5.8470873841503685,14.501938660980557,0.22230110646499296,0.2791370551205141,0.1237580086097112,0.1126747941575135,0.8404012333250819,0.07040351756778467,0.05518005081329915,0.40567071537299304
