,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bandwidth_mbit_-5,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_level_chosen_-5,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_download_s_-5,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,2.6821180766889836,,,,,,752319.0,550840,,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.6824339999999998,1.643,,,,,,3.68,0.0,1576444276.5609999,1576444274.787,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-1-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",73.94623290000001
1,1.9696880733944953,,,,,,1001437.0,644088,,0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.6795120000000003,2.616,,,,,,7.36,3.68,1576444279.342,1576444276.601,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-2-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",73.6078218
2,21.94390361445783,,,,,,975669.0,1366008,,0,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,7.278989,0.498,,,,,,14.64,7.36,1576444279.935,1576444279.381,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-3-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",72.95143930000002
3,44.75988732394366,,,,,,1141503.0,794488,,0,0,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.670723,0.14200000000000002,,,,,,18.31,14.64,1576444280.1859999,1576444279.984,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-4-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",84.2480023
4,44.42095774647886,,,,,,1057121.0,788472,,0,0,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.6678,0.14200000000000002,,,,,,21.98,18.31,1576444280.3890002,1576444280.232,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-5-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",84.88282730000003
5,44.9032072072072,,,,,,887248.0,623032,,0,0,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.6648669999999997,0.111,,,,,,25.64,21.98,1576444280.534,1576444280.409,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-6-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",85.84167699999995
6,50.208,44.9032072072072,44.42095774647886,44.75988732394366,21.94390361445783,1.9696880733944953,848528.0,589944,19.32800003051758,0,0,6,1057121.0,2.0,84.88282730000003,2,2.0,2.0,2.0,2.0,2.0,0.0,572530.0,408246.0,848528.0,1847376.0,1847376.0,262072.0,186872.0,388408.0,845624.0,845624.0,76.85469170000002,60.805932300000016,85.1618397,100.0,100.0,0.0,3.661945,0.094,0.111,0.14200000000000002,0.14200000000000002,0.498,2.616,29.3,25.64,1576444282.1169999,1576444281.974,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-7-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",85.1618397
7,52.223228915662645,,,,,,890053.0,541816,,0,0,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.6803559999999997,0.083,,,,,,32.99,29.31,1576444285.67,1576444285.575,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-8-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",71.24582179999997
8,43.68877419354839,,,,,,988918.0,677176,,0,0,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.677422,0.124,,,,,,36.67,32.99,1576444289.342,1576444289.174,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-9-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",71.24582179999997
9,49.533377049180324,,,,,,1074841.0,755384,,0,0,9,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.6745,0.122,,,,,,40.33,36.66,1576444293.31,1576444292.774,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-10-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",71.9281101
10,53.94903703703704,,,,,,1056037.0,728312,,0,0,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.671567,0.108,,,,,,44.01,40.34,1576444296.503,1576444296.374,"https://e1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_4000K,480P_2000K,240P_400K,_216536581.mp4.urlset/seg-11-f2-v1-a1.ts?validfrom=1576440668&validto=1576447868&ip=52.59.217.244&hdl=-1&hash=RrDRVr4GJyUlIdfj3MJRe5NKwTo%3D",74.3748658
