,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment1_3_av.ts,1572182970.271,1572182982.018,0,11.629,529972,0.364586464872302,0,0,10.080333,0.0,10.08,0,433372.0,1.2256911417322842,455752.42553191487
1,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment2_3_av.ts,1572182982.0779998,1572182993.2280002,1,11.140999999999998,661948,0.4753239386051522,0,0,10.115,10.08,20.2,0,531415.0,15.86213328063241,455752.42553191487
2,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment3_3_av.ts,1572182993.262,1572183004.117,2,10.845999999999998,680748,0.5021191222570534,0,0,10.069666999999999,20.2,30.27,0,538941.0,1.3733874703557314,455752.42553191487
3,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment4_3_av.ts,1572183004.147,1572183008.9420002,3,4.788,455148,0.7604812030075188,0,0,10.184333,30.26,40.44,0,357200.0,0.6614061660079052,455752.42553191487
4,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment5_3_av.ts,1572183008.986,1572183013.258,4,4.263,620212,1.1638977246070843,0,0,10.160333,40.45,50.61,0,512740.0,6.072595019762843,455752.42553191487
5,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment6_3_av.ts,1572183013.279,1572183016.217,5,2.931,461164,1.258721255544183,0,0,10.195,50.61,60.8,0,402205.0,1.089431739130435,455752.42553191487
6,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment7_3_av.ts,1572183019.242,1572183021.681,6,2.43,596524,1.963865020576132,0,0,10.069666999999999,60.8,70.87,0,495693.0,4.055300118577077,455752.42553191487
7,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment8_3_av.ts,1572183029.2429998,1572183034.716,7,5.464,609308,0.8921054172767202,0,0,10.184333,70.87,81.05,0,470601.0,6.050487865612644,455752.42553191487
8,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment9_3_av.ts,1572183039.242,1572183047.0979998,8,7.846,563060,0.5741116492480245,0,0,10.160333,81.06,91.22,0,445397.0,4.274165573122531,455752.42553191487
9,https://arteptweb-vh.akamaihd.net/i/am/ptweb/072000/072400/072427-001-B_0_VOA-STE%5BANG%5D_AMM-PTWEB_XQ.qaaZ16lOD7.smil/segment10_3_av.ts,1572183049.242,1572183054.194,9,4.944,479588,0.7760323624595469,0,0,10.2,91.22,101.42,0,378466.0,9.66509513833992,455752.42553191487
