,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bandwidth_mbit_-5,bandwidth_mbit_-6,bandwidth_mbit_-7,bandwidth_mbit_-8,bandwidth_mbit_-9,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_level_chosen_-5,quality_level_chosen_-6,quality_level_chosen_-7,quality_level_chosen_-8,quality_level_chosen_-9,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_download_s_-5,t_download_s_-6,t_download_s_-7,t_download_s_-8,t_download_s_-9,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,-0.008,,,,,,,,,,399440.0,-1,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,0,399440.0,399440.0,399440.0,530136.0,752319.0,183864,183864,183864,244024,346296,32.48412850000002,32.48412850000002,32.48412850000002,61.41094679999999,73.94623290000001,0.0,3.6824339999999998,0.001,,,,,,,,,,3.68,0.0,1572069691.1200001,1572069691.078,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-1-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",32.48412850000002
1,-0.008,,,,,,,,,,445537.0,-1,3.6520001220703127,0,0,1,0.0,0,0.0,0,,,,,,,,,,0,445537.0,445537.0,445537.0,628657.0,1001437.0,204920,204920,204920,289144,460600,19.516397000000005,19.516397000000005,19.516397000000005,56.181229000000016,73.6078218,3.131999969482422,3.6795120000000003,0.001,,,,,,,,,,7.36,3.68,1572069694.2819998,1572069694.238,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-2-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",19.516397000000005
2,-0.008,,,,,,,,,,423575.0,-1,0.0,0,0,2,399440.0,0,32.48412850000002,0,,,,,,,,,,0,423575.0,423575.0,423575.0,648380.0,975669.0,385400,385400,385400,589944,887736,18.043656100000003,18.043656100000003,18.043656100000003,56.34269310000003,72.95143930000002,1.5300000381469725,7.278989,0.001,,,,,,,,,,14.64,7.36,1572069699.934,1572069699.42,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-3-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",18.043656100000003
3,-0.008,0.8176080615221426,,,,,,,,,479382.0,-1,0.0,0,0,3,445537.0,0,19.516397000000005,0,0.0,,,,,,,,,0,479382.0,479382.0,479382.0,708830.0,1141503.0,219960,219960,219960,325240,523768,59.15253169999998,59.15253169999998,59.15253169999998,74.25352269999998,84.2480023,4.0299999713897705,3.670723,0.001,3.771,,,,,,,,,18.31,14.64,1572069703.454,1572069703.45,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-4-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",59.15253169999998
4,-0.008,0.6445714285714286,0.8176080615221426,,,,,,,,479764.0,-1,0.0,0,0,4,423575.0,0,18.043656100000003,0,0.0,0.0,,,,,,,,0,479764.0,479764.0,479764.0,676590.0,1057121.0,219960,219960,219960,310200,484664,62.03566590000001,62.03566590000001,62.03566590000001,76.36072669999999,84.88282730000003,2.75,3.6678,0.001,2.73,3.771,,,,,,,,21.98,18.31,1572069706.232,1572069706.2,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-5-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",62.03566590000001
5,-0.008,0.5091666666666667,0.6445714285714286,0.8176080615221426,,,,,,,421053.0,-1,0.0,0,0,5,479382.0,0,59.15253169999998,0,0.0,0.0,0.0,,,,,,,0,421053.0,421053.0,421053.0,572074.0,887248.0,192888,192888,192888,262072,406456,64.92466210000002,64.92466210000002,64.92466210000002,78.85040649999999,85.84167699999995,3.501999855041504,3.6648669999999997,0.001,3.456,2.73,3.771,,,,,,,25.64,21.98,1572069709.737,1572069709.702,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-6-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",64.92466210000002
6,-0.008,0.41909397066811516,0.5091666666666667,0.6445714285714286,0.8176080615221426,,,,,,408246.0,-1,0.0,0,0,6,479764.0,0,62.03566590000001,0,0.0,0.0,0.0,0.0,,,,,,0,408246.0,408246.0,408246.0,572530.0,848528.0,186872,186872,186872,262072,388408,60.805932300000016,60.805932300000016,60.805932300000016,76.85469170000002,85.1618397,3.7250001430511475,3.661945,0.001,3.682,3.456,2.73,3.771,,,,,,29.3,25.64,1572069713.468,1572069713.427,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-7-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",60.805932300000016
7,-0.008,0.488554248366013,0.41909397066811516,0.5091666666666667,0.6445714285714286,0.8176080615221426,,,,,386588.0,-1,0.0,0,0,7,421053.0,0,64.92466210000002,0,0.0,0.0,0.0,0.0,0.0,,,,,0,386588.0,386588.0,386588.0,556589.0,890053.0,177848,177848,177848,256056,409464,15.147415799999996,15.147415799999996,15.147415799999996,53.17095430000002,71.24582179999997,3.11299991607666,3.6803559999999997,0.001,3.06,3.682,3.456,2.73,3.771,,,,,32.99,29.31,1572069716.565,1572069716.54,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-8-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",15.147415799999996
8,-0.008,0.45096164817749596,0.488554248366013,0.41909397066811516,0.5091666666666667,0.6445714285714286,0.8176080615221426,,,,426159.0,-1,0.0,0,0,8,408246.0,0,60.805932300000016,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,426159.0,426159.0,426159.0,648645.0,988918.0,195896,195896,195896,298168,454584,15.147415799999996,15.147415799999996,15.147415799999996,53.17095430000002,71.24582179999997,3.187999963760376,3.677422,0.001,3.1550000000000002,3.06,3.682,3.456,2.73,3.771,,,,36.67,32.99,1572069719.7689998,1572069719.728,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-9-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",15.147415799999996
9,-0.008,0.50375056252009,0.45096164817749596,0.488554248366013,0.41909397066811516,0.5091666666666667,0.6445714285714286,0.8176080615221426,,,472340.0,-1,0.0,0,0,9,386588.0,0,15.147415799999996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,472340.0,472340.0,472340.0,701552.0,1074841.0,216952,216952,216952,322232,493688,17.613832300000006,17.613832300000006,17.613832300000006,54.9077069,71.9281101,3.1620001792907715,3.6745,0.001,3.111,3.1550000000000002,3.06,3.682,3.456,2.73,3.771,,,40.33,36.66,1572069722.9050002,1572069722.89,"https://c1v-h.phncdn.com/hls/videos/201904/04/216536581/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_216536581.mp4.urlset/seg-10-f4-v1-a1.ts?k3yvUlKvqziczsyFa9w3ErGaaJdzKoohb58lrL7cPAqGNwj24vzp6ml_5d_rY5ASoJxWeGr2bcb_rmwZ_OMWJUJypAodnq2RV-wf7XfRuj6YSLj7btbi2CvdoQPAYU7mHLaDVh6XWJeO-cMO57Haw10Rx_J5v3gp5l-kJkIc7km0QGdVz9cDkJ--ojtiCV9SGR3FhgnpGBMyjHObckCR",17.613832300000006
