,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence
0,0.8950338600451467,0.88887320550683,0.67533069828722,0.8950338600451467,0.1072234762979684,2.1193733966343156,2.1164852894409685,2.184155823152209,2.142970593765843,2.3446415080284533,6.7557953910681094,2.3479102394749582,6.753431945909715,0.10710395665852086,0.06392594966148812,0.17101107715512703,0.13187721872748503,0.6188933811933761,0.03899037125185234,0.038273952639993766,0.37343251491300644
