,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level,bitrate_level_encoded
0,0.7552864864864864,,,,,993141.0,104796,0.0,104795.0,0.0,0,0.0,0.0,0.0,2,,,,,-2.0,401568.0,401568.0,401568.0,599093.0,993141.0,150588.0,150588.0,150588.0,224660.0,372428.0,22.52963453333333,22.52963453333333,22.52963453333333,55.0720872,78.36104879999995,0.0,5.04,1.11,,,,,5.04,0.0,1572334271.8249998,1572334270.6260002,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAKQsw7aPiHn1HH63wCeN0qPuvzuMvu10ZBG3FIAZSUVQAiEAztPe4Ol25rWoVgEReW1rSk84ItWIH_y_ZuN86IavdXA%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=0-104795&rn=1&rbuf=0,78.36104879999995,886054.4356435643
1,0.5709916613213598,,,,,714400.0,111272,,216067.0,104796.0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,1.96,1.5590000000000002,,,,,7.0,5.04,1572334273.623,1572334271.877,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAKQsw7aPiHn1HH63wCeN0qPuvzuMvu10ZBG3FIAZSUVQAiEAztPe4Ol25rWoVgEReW1rSk84ItWIH_y_ZuN86IavdXA%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=104796-216067&rn=3&rbuf=5324,70.41852959999997,886054.4356435643
2,0.7463488215488215,,,,,952032.0,138541,,354608.0,216068.0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3.24,1.485,,,,,10.24,7.0,1572334275.218,1572334273.629,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAKQsw7aPiHn1HH63wCeN0qPuvzuMvu10ZBG3FIAZSUVQAiEAztPe4Ol25rWoVgEReW1rSk84ItWIH_y_ZuN86IavdXA%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=216068-354608&rn=5&rbuf=6142,56.60036506666665,886054.4356435643
3,1.1265766871165643,,,,,1076864.0,206586,,561194.0,354609.0,3,,,,2,,,,,,,,,,,,,,,,,,,,,,4.24,1.4669999999999999,,,,,14.48,10.24,1572334276.845,1572334275.31,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAKQsw7aPiHn1HH63wCeN0qPuvzuMvu10ZBG3FIAZSUVQAiEAztPe4Ol25rWoVgEReW1rSk84ItWIH_y_ZuN86IavdXA%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=354609-561194&rn=7&rbuf=7118,58.42194893333332,886054.4356435643
4,1.433620730270907,,,,,1172618.0,304286,,865480.0,561195.0,4,,,,2,,,,,,,,,,,,,,,,,,,,,,6.0,1.6980000000000002,,,,,20.48,14.48,1572334278.196,1572334276.444,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=14241884&dur=302.880&lmt=1569192342638876&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAKQsw7aPiHn1HH63wCeN0qPuvzuMvu10ZBG3FIAZSUVQAiEAztPe4Ol25rWoVgEReW1rSk84ItWIH_y_ZuN86IavdXA%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=561195-865480&rn=8&rbuf=9857,55.99995466666668,886054.4356435643
5,9.856,1.433620730270907,1.1265766871165643,0.7463488215488215,0.5709916613213598,1454869.0,1232,10.861000242233276,1231.0,0.0,0,1076864.0,2.0,58.42194893333332,3,2.0,2.0,2.0,2.0,-1.0,599093.0,401568.0,993141.0,1454869.0,2574848.0,224660.0,150588.0,372428.0,545576.0,965568.0,55.0720872,22.52963453333333,78.36104879999995,88.47342613333332,94.90686040000004,0.0,0.0,0.001,1.6980000000000002,1.4669999999999999,1.485,1.5590000000000002,0.0,0.0,1572334278.5189998,1572334278.2020001,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAL8ObqbdHHkCzUVPbY56T9kHF3mPOV8mMHc2xr8A-LJnAiEA4w_zSR5yOqI4Q28Qi8j4gTylJh1ASBp7qotoLHTBz9U%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=0-1231&rn=10&rbuf=0,88.47342613333332,1337880.7425742573
6,1.4288433048433051,,,,,1983776.0,752286,,2313744.0,1561459.0,6,,,,3,,,,,,,,,,,,,,,,,,,,,,10.239999999999998,4.212,,,,,30.72,20.48,1572334283.37,1572334279.095,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAL8ObqbdHHkCzUVPbY56T9kHF3mPOV8mMHc2xr8A-LJnAiEA4w_zSR5yOqI4Q28Qi8j4gTylJh1ASBp7qotoLHTBz9U%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=1561459-2313744&rn=12&rbuf=13608,43.19737360000001,1337880.7425742573
7,1.4775692020780604,,,,,1470410.0,1386514,,3700258.0,2313745.0,10,,,,3,,,,,,,,,,,,,,,,,,,,,,15.36,7.5070000000000014,,,,,46.08,30.72,1572334291.842,1572334284.285,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAL8ObqbdHHkCzUVPbY56T9kHF3mPOV8mMHc2xr8A-LJnAiEA4w_zSR5yOqI4Q28Qi8j4gTylJh1ASBp7qotoLHTBz9U%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=2313745-3700258&rn=14&rbuf=18598,76.28244266666664,1337880.7425742573
8,1.447831247765463,,,,,1010688.0,2024792,,5725050.0,3700259.0,15,,,,3,,,,,,,,,,,,,,,,,,,,,,25.60000000000001,11.187999999999999,,,,,71.68,46.08,1572334302.796,1572334291.553,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAL8ObqbdHHkCzUVPbY56T9kHF3mPOV8mMHc2xr8A-LJnAiEA4w_zSR5yOqI4Q28Qi8j4gTylJh1ASBp7qotoLHTBz9U%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=3700259-5725050&rn=15&rbuf=26708,81.02335386666665,1337880.7425742573
9,1.438326957776976,,,,,1129504.0,1992802,,7717852.0,5725051.0,23,,,,3,,,,,,,,,,,,,,,,,,,,,,25.599999999999994,11.084000000000001,,,,,97.28,71.68,1572334316.26,1572334305.127,https://r3---sn-4g5edned.googlevideo.com/videoplayback?expire=1572355866&ei=ueq3XYP2PMKA8gPPrb7QAQ&ip=3.122.179.7&id=o-AMds4PQK3RB0qy98xDyVXaNERkMNoZCED8vF6Lbbnduu&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edned%2Csn-25ge7nsl&ms=au%2Conr&mv=u&mvi=2&pl=19&gcr=de&mime=video%2Fwebm&gir=yes&clen=24559618&dur=302.880&lmt=1569192342556608&mt=1572333605&fvip=3&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAL8ObqbdHHkCzUVPbY56T9kHF3mPOV8mMHc2xr8A-LJnAiEA4w_zSR5yOqI4Q28Qi8j4gTylJh1ASBp7qotoLHTBz9U%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl&lsig=AHylml4wRAIgHNpA-eOvo6M5z-iboiMz5NE4tjud6Xp-xYjWv3jAp5MCICTPforEyyb7t0ncbaQBXtEBDfPF2sdQIsipo_jGh8zy&alr=yes&cpn=C8OKPGQum2qYijDv&cver=2.20191022.06.00&range=5725051-7717852&rn=18&rbuf=38808,79.23696399999997,1337880.7425742573
