,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1309305576/chop/segment-1.m4s,1572047310.824,1572047311.044,0,0.109,138812,10.188036697247703,0,0,6.041666666666668,0.0,6.04,0,281000.0,66.17489789115645,281000.0
1,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443200/chop/segment-1.m4s,1572047311.21,1572047311.5129998,0,0.17300000000000001,328285,15.180809248554912,0,0,6.041666666666668,0.0,6.04,1,499000.0,79.74199530612246,499000.0
2,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443202/chop/segment-1.m4s,1572047311.572,1572047312.254,0,0.562,847086,12.058163701067615,0,0,6.041666666666668,0.0,6.04,2,1443000.0,87.49493870748303,1443000.0
3,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-1.m4s,1572047312.431,1572047313.446,0,0.91,3066481,26.958074725274724,0,0,6.041666666666668,0.0,6.04,4,4982000.0,100.0,4982000.0
4,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-2.m4s,1572047313.7270002,1572047315.665,1,1.822,4296161,18.86349506037321,0,0,6.083333333333332,6.04,12.12,4,4982000.0,100.0,4982000.0
5,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-3.m4s,1572047315.6720002,1572047317.706,2,1.933,4438156,18.36795033626487,0,0,6.041666666666668,12.12,18.16,4,4982000.0,100.0,4982000.0
6,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-4.m4s,1572047317.708,1572047318.7389998,3,0.921,3983805,34.60416938110749,0,0,6.083333333333332,18.17,24.25,4,4982000.0,100.0,4982000.0
7,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-5.m4s,1572047318.881,1572047319.9220002,4,0.934,3086825,26.43961456102784,0,0,6.083333333333332,24.25,30.33,4,4982000.0,100.0,4982000.0
8,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-6.m4s,1572047320.074,1572047321.5419998,5,1.354,4290428,25.34964844903988,0,0,6.041666666666668,30.33,36.37,4,4982000.0,100.0,4982000.0
9,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-7.m4s,1572047321.8660002,1572047323.375,6,1.392,4418057,25.391132183908052,0,0,6.083333333333336,36.38,42.46,4,4982000.0,100.0,4982000.0
10,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-8.m4s,1572047326.202,1572047327.6569998,7,1.342,4304832,25.66218777943368,0,0,6.083333333333329,42.46,48.54,4,4982000.0,100.0,4982000.0
11,https://138skyfiregce-vimeo.akamaized.net/exp=1572051201~acl=%2F280433937%2F%2A~hmac=95a7a014430460c6c7e7c969a442be965205e8360362023f687ed334664967d4/280433937/sep/video/1051443204/chop/segment-9.m4s,1572047332.459,1572047333.7080002,8,1.119,3793365,27.11967828418231,0,0,6.083333333333336,48.54,54.62,4,4982000.0,100.0,4982000.0
