,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level,bitrate_level_encoded
0,1.7946769230769228,,,186044.0,233308,0.0,0,0,0,0.0,0.0,0.0,1,,,-1.0,126078.0,126078.0,126078.0,186044.0,199687.0,158108.0,158108.0,158108.0,233308.0,250416.0,17.25679348874599,17.25679348874599,17.25679348874599,68.01098069131795,69.98535684887464,0.0,10.031667,1.04,,,10.03,0.0,1572044619.839,1572044618.393,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/360p30/0.ts,68.01098069131795,568632.911111111
1,1.080734232274902,,,248452.0,310576,9.300999908447263,0,0,1,0.0,0.0,0.0,2,,,-2.0,131746.0,131746.0,131746.0,202130.0,248452.0,164688.0,164688.0,164688.0,252672.0,310576.0,17.1763927375201,17.1763927375201,17.1763927375201,67.4450852818035,69.27582892109507,1.4460000991821291,10.000667,2.299,,,20.03,10.03,1572044622.921,1572044620.5679998,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/480p30/1.ts,69.27582892109507,1050208.0444444444
2,1.770031523642732,,,202130.0,252672,16.94499996185303,0,0,2,0.0,0.0,0.0,1,,,-1.0,130242.0,130242.0,130242.0,202130.0,204236.0,162808.0,162808.0,162808.0,252672.0,255304.0,17.072418051529812,17.072418051529812,17.072418051529812,67.17284359098217,68.85252429951686,0.0,10.000667,1.1420000000000001,,,30.03,20.03,1572044624.354,1572044622.924,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/360p30/2.ts,67.17284359098217,568632.911111111
3,0.07187313094698686,1.770031523642732,1.080734232274902,238676.0,19828,0.0,0,0,3,924336.0,2.0,68.96952241545897,1,1.0,2.0,1.0,238676.0,138212.0,218975.0,322146.0,409361.0,298356.0,172772.0,273728.0,402696.0,511736.0,64.60523599033813,16.6840194847021,66.26031884057952,79.51962346215788,79.56186114331727,22.141999931335448,10.000667,2.207,1.1420000000000001,2.299,40.03,30.03,1572044674.718,1572044672.0110002,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/360p30/3.ts,64.60523599033813,568632.911111111
4,0.18784888941167247,,,924336.0,1197748,,0,0,4,,,,2,,,,,,,,,,,,,,,,,,,,10.366667,51.00899999999999,,,50.4,40.03,1572044689.191,1572044637.21,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/480p30/4.ts,68.96952241545897,1050208.0444444444
5,0.4636470795835539,1.770031523642732,1.080734232274902,256757.0,328436,0.0,0,0,5,924336.0,2.0,68.96952241545897,0,1.0,2.0,2.0,613749.0,256757.0,1048194.0,1748951.0,2549417.0,785088.0,328436.0,1340816.0,2237200.0,3261236.0,65.20899655394521,13.427023172302727,65.56710547504032,79.6433528341385,80.0770384057971,4.2290000915527335,10.233667,5.667000000000002,1.1420000000000001,2.299,60.63,50.4,1572044694.842,1572044688.947,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/160p30/5.ts,13.427023172302727,241312.48888888888
6,0.13489722835418194,1.770031523642732,1.080734232274902,237504.0,274988,7.467000007629394,0,0,4,924336.0,2.0,68.96952241545897,0,1.0,2.0,2.0,535218.0,237504.0,924336.0,1439098.0,1897216.0,693532.0,307756.0,1197748.0,1864772.0,2458476.0,68.84641270531414,16.58413574879227,68.96952241545897,81.34345085346224,81.87966452495984,2.7070000171661377,10.366667,16.308,1.1420000000000001,2.299,50.4,40.03,1572044695.1260002,1572044677.2510002,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/160p30/4.ts,16.58413574879227,241312.48888888888
7,0.6201786269717839,1.770031523642732,1.080734232274902,258473.0,348928,14.945000028610233,0,0,6,924336.0,2.0,68.96952241545897,0,1.0,2.0,2.0,629471.0,258473.0,1161875.0,1684253.0,2504611.0,849760.0,348928.0,1568484.0,2273672.0,3386444.0,61.22099317230272,18.190181529790664,62.646923800322064,71.4865068438003,74.53853797101462,0.2439999580383301,10.816667,4.501,1.1420000000000001,2.299,71.45,60.63,1572044699.824,1572044694.846,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/160p30/6.ts,18.190181529790664,241312.48888888888
8,0.7062621069543263,1.770031523642732,1.080734232274902,274756.0,384648,14.662000036239624,0,0,7,924336.0,2.0,68.96952241545897,0,1.0,2.0,2.0,682326.0,274756.0,1328125.0,1761612.0,2821575.0,955228.0,384648.0,1859320.0,2466184.0,3956084.0,56.35210570048314,16.431049694041874,59.082279855072485,66.58524428341393,71.61317330112723,0.0,11.216667,4.357,1.1420000000000001,2.299,82.67,71.45,1572044700.3839998,1572044695.129,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/160p30/7.ts,16.431049694041874,241312.48888888888
9,0.6325292878213231,1.770031523642732,1.080734232274902,274999.0,375248,20.785000009536745,0,0,8,924336.0,2.0,68.96952241545897,0,1.0,2.0,2.0,663112.0,274999.0,1245487.0,1889311.0,2879539.0,904844.0,375248.0,1699520.0,2578044.0,3929012.0,58.87118727858295,11.833026425120773,62.1006707246377,72.60564473429945,74.86922772946866,0.0,10.915667,4.746,1.1420000000000001,2.299,93.59,82.67,1572044705.096,1572044699.826,https://vod-secure.twitch.tv/6e335a210a400fd2ea91_mithrain_35746728896_1302852452/160p30/8.ts,11.833026425120773,241312.48888888888
