,timestamp_finish,bitrate_level_encoded,bitrate_level,vmaf_level,buffer_level_at_timestamp_finish,rebuffer_level_at_timestamp_finish,body_size_byte,seg_len_s,t_download_s,quality_level_chosen,played_at_beginning,played_at_end,reward
0,1572080793.968,699454.1276595745,702193.0,44.03364889830515,12.274596,,880404.0,10.03,5.316,1.0,,1.33607,
1,1572080801.885,699454.1276595745,711969.0,43.79882152542369,13.379845999999999,-0.0,889992.0,10.000000000000002,7.334,1.0,,6.652153,
2,1572080807.038,699454.1276595745,711217.0,46.516012847457645,18.261568000000004,-0.0,889052.0,10.0,4.769,1.0,6.492031,11.772432,
3,1572080810.4629998,699454.1276595745,710014.0,45.271541728813546,24.829320999999997,-0.0,887548.0,10.0,2.908,1.0,11.623821000000001,15.213345,
4,1572080813.434,699454.1276595745,716180.0,49.18330598305087,31.827973999999998,-0.0,895256.0,10.0,2.623,1.0,15.0454,18.206026,
5,1572080821.861,1435639.6170212766,1438528.0,52.05586725423733,33.405091999999996,-0.0,1798220.0,10.0,5.252999999999999,2.0,20.777433,26.626907,
6,1572080830.826,1435639.6170212766,1473118.0,47.97816008474578,34.45010899999999,-0.0,1841460.0,10.0,4.916,2.0,30.152440999999996,35.587224,
7,1572080847.9889998,2197384.787234043,2340296.0,61.789629305084745,27.24678,-0.0,2925468.0,10.0,11.401,3.0,40.838992,52.795885999999996,
8,1572080861.939,1435639.6170212766,1461989.0,50.566194711864384,23.327578000000003,-0.0,1827548.0,10.0,13.452,2.0,52.66134,66.720421,
9,1572080869.91,699454.1276595745,711067.0,41.295037949152544,25.400042999999997,-0.0,888864.0,10.0,7.4689999999999985,1.0,66.56090400000001,74.631956,
10,1572080877.045,699454.1276595745,711518.0,36.93648159322032,28.169926000000004,-0.0,889428.0,10.0,6.839,1.0,74.479855,81.867407,
11,1572080885.22,699454.1276595745,708811.0,40.27932213559324,30.157360999999995,-0.0,886044.0,10.0,7.9140000000000015,1.0,81.73964699999999,89.885305,
12,1572080894.689,699454.1276595745,709112.0,38.15741005084743,30.551478000000003,-0.0,886420.0,10.0,8.999,1.0,90.10530200000001,99.496521,
13,1572080902.7329998,699454.1276595745,711518.0,36.438442389830506,32.590416000000005,-0.0,889428.0,10.0,6.9350000000000005,1.0,100.078181,107.44158300000001,
14,1572080919.0670002,699454.1276595745,714075.0,40.815180525423706,26.223113000000026,-0.0,892624.0,10.0,13.312000000000001,1.0,110.077532,123.81421999999999,
15,1572080924.2770002,288793.44680851063,288006.0,0.5711964576271179,30.962804000000006,-0.0,360020.0,10.0,4.665,0.0,123.962268,129.079841,
16,1572080929.659,288793.44680851063,289209.0,0.4834293559322035,35.59560999999999,-0.0,361524.0,10.0,3.715,0.0,130.120537,134.452368,
17,1572080940.021,288793.44680851063,287705.0,0.35496101694915266,35.208616000000006,-0.0,359644.0,10.0,4.12,0.0,140.065741,144.823362,
18,1572080950.835,288793.44680851063,289510.0,0.7663393898305081,34.407584000000014,-0.0,361900.0,10.0,5.125,0.0,150.09008799999998,155.629728,
19,1572080959.923,288793.44680851063,291014.0,0.27541984745762704,35.336893,-0.0,363780.0,10.0,4.017,0.0,160.039387,164.705752,
20,1572080972.165,288793.44680851063,287705.0,0.572195220338983,33.16439699999998,-0.0,359644.0,10.0,6.296,0.0,170.094997,176.883581,
21,1572080982.6220002,288793.44680851063,288457.0,0.3047893050847456,32.666949999999986,-0.0,360584.0,10.0,6.45,0.0,180.08306399999998,187.365028,
22,1572080991.604,288793.44680851063,291315.0,0.25259662711864395,33.639477,-0.0,364156.0,10.0,5.569,0.0,190.144057,196.39783500000001,
23,1572081001.72,288793.44680851063,289359.0,6.940169728813558,33.499240000000015,-0.0,361712.0,10.0,5.721,0.0,200.079207,206.543405,
24,1572081006.935,288793.44680851063,286502.0,8.139243779661014,38.39676599999996,-0.0,358140.0,10.0,1.006,0.0,210.149073,211.65121200000002,
25,1572081017.01,288793.44680851063,290893.0,7.984068847457618,38.300962999999996,-0.0,363592.0,10.000000000000028,1.0590000000000002,0.0,220.13799900000004,221.73101499999999,
26,1572081029.9520001,1435639.6170212766,1404980.0,67.56531388135589,35.31038899999999,-0.0,1756108.0,10.0,4.222,2.0,230.021186,234.726944,
27,1572081043.1139998,2197384.787234043,2013238.0,79.97645928813563,32.086017999999996,-0.0,2516380.0,10.0,7.225,3.0,240.056543,247.956648,
28,1572081058.811,1435639.6170212766,1398512.0,67.60930028813563,26.437842000000046,-0.0,1748024.0,10.0,12.828,2.0,250.05821400000002,263.61015699999996,
29,1572081066.409,699454.1276595745,677597.0,66.8079339491525,28.820775000000026,-0.0,846940.0,10.0,7.235,1.0,263.422348,271.211224,
30,1572081073.3860002,699454.1276595745,677597.0,66.31278438983058,31.714334000000008,-0.0,846940.0,10.0,6.438,1.0,271.040005,278.088332,
31,1572081084.4929998,699454.1276595745,688727.0,66.74600749152542,30.744407999999964,-0.0,860852.0,10.0,8.011000000000001,1.0,280.111215,289.29825800000003,
32,1572081093.0960002,699454.1276595745,685869.0,67.45012850847459,32.13390399999997,-0.0,857280.0,10.0,7.104,1.0,290.101895,297.91409500000003,
33,1572081108.242,699454.1276595745,692638.0,67.09923777966107,26.906326000000035,-0.0,865740.0,10.0,12.474,1.0,300.011722,313.125673,
34,1572081119.129,699454.1276595745,683162.0,65.96735203389835,26.08391899999998,-0.0,853896.0,10.0,10.314,1.0,312.933863,323.953414,
35,1572081123.1629999,288793.44680851063,289990.0,7.23921494915255,32.169535999999994,-0.0,362464.0,10.0,3.53,0.0,323.76259300000004,327.87313,
