,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-2,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-2,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-2,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,-0.008,,,693965.0,-1,0.0,0,0,0,0.0,0,0.0,3,,,-3,275460.0,275460.0,275460.0,334313.0,452017.0,126712,126712,126712,153784,207928,42.51899247524754,42.51899247524754,42.51899247524754,78.79505772277227,91.03295148514854,0.0,3.68,0.001,,,3.68,0.0,1572095244.208,1572095244.156,"https://c1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-1-f1-v1-a1.ts?ET_Se_9yw9Ggue2ndIdAZh8uWwU0eBidG7I3rAWk5FE6ScfMfqkMJrIXzc-DfmPiifPO23HS4_m-rXpFQAzrAAC2r9t--8lTZYtMyMxQgKuDtXpc074UocCTi9M09HAoygdwNoP8pmU9WiHMvoqztxqlSPG-gSAmpSO3eJLw-lWRAgmCWwBYRscHF8nYtN_yWfOUey95X0DQBWzv6imG",100.0
1,-0.008,,,981095.0,-1,3.4789997863769533,0,0,1,0.0,0,0.0,2,,,-2,382405.0,382405.0,382405.0,606091.0,981095.0,174840,174840,174840,277112,448568,22.05409851485148,22.05409851485148,22.05409851485148,68.1525321782178,86.21577673267326,1.9879999160766602,3.657689,0.001,,,7.34,3.68,1572095246.359,1572095246.345,"https://c1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-2-f2-v1-a1.ts?ET_Se_9yw9Ggue2ndIdAZh8uWwU0eBidG7I3rAWk5FE6ScfMfqkMJrIXzc-DfmPiifPO23HS4_m-rXpFQAzrAAC2r9t--8lTZYtMyMxQgKuDtXpc074UocCTi9M09HAoygdwNoP8pmU9WiHMvoqztxqlSPG-gSAmpSO3eJLw-lWRAgmCWwBYRscHF8nYtN_yWfOUey95X0DQBWzv6imG",86.21577673267326
2,-0.008,1.5609151805132666,,806018.0,-1,4.79799970626831,0,0,2,693965.0,3,100.0,2,2.0,,1,806018.0,573951.0,1717711.0,1717711.0,1717711.0,731320,520760,1558520,1558520,1558520,84.87214049504946,71.02026188118812,100.0,100.0,100.0,0.0,7.258589,0.001,2.299,,14.6,7.34,1572095248.71,1572095248.686,"https://c1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-3-f2-v1-a1.ts?ET_Se_9yw9Ggue2ndIdAZh8uWwU0eBidG7I3rAWk5FE6ScfMfqkMJrIXzc-DfmPiifPO23HS4_m-rXpFQAzrAAC2r9t--8lTZYtMyMxQgKuDtXpc074UocCTi9M09HAoygdwNoP8pmU9WiHMvoqztxqlSPG-gSAmpSO3eJLw-lWRAgmCWwBYRscHF8nYtN_yWfOUey95X0DQBWzv6imG",84.87214049504946
3,-0.008,0.21786549489833917,1.5609151805132666,349250.0,-1,6.325000057220459,0,0,3,981095.0,2,86.21577673267326,0,2.0,2.0,2,559622.0,349250.0,769994.0,1677223.0,1677223.0,256056,159800,352312,767416,767416,70.13843310000003,26.07395340000001,84.87446760000003,100.0,100.0,22.081000242233277,3.660411,0.001,26.854,2.299,18.26,14.6,1572095276.569,1572095276.5,"https://c1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-4-f4-v1-a1.ts?ET_Se_9yw9Ggue2ndIdAZh8uWwU0eBidG7I3rAWk5FE6ScfMfqkMJrIXzc-DfmPiifPO23HS4_m-rXpFQAzrAAC2r9t--8lTZYtMyMxQgKuDtXpc074UocCTi9M09HAoygdwNoP8pmU9WiHMvoqztxqlSPG-gSAmpSO3eJLw-lWRAgmCWwBYRscHF8nYtN_yWfOUey95X0DQBWzv6imG",26.07395340000001
