,bandwidth_mbit,bitrate_level,body_size_byte,byte_end,byte_start,n_segment,quality_level_chosen,seg_len_s,t_download_s,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level,bitrate_level_encoded
0,11.787162790697673,275460.0,126712,0,0,0,0,3.68,0.08600000000000001,3.68,0.0,1572061262.256,1572061254.153,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-1-f4-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",42.51899247524754,434184.5983606557
1,13.195471698113208,382405.0,174840,0,0,1,0,3.657689,0.106,7.34,3.68,1572061262.408,1572061262.29,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-2-f4-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",22.05409851485148,434184.5983606557
2,13.316824120603016,365091.0,331256,0,0,2,0,7.258589,0.199,14.6,7.34,1572061262.633,1572061262.4220002,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-3-f4-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",27.898265643564358,434184.5983606557
3,13.179381443298967,349250.0,159800,0,0,3,0,3.660411,0.097,18.26,14.6,1572061262.7670002,1572061262.654,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-4-f4-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",26.07395340000001,434184.5983606557
4,13.173925925925925,388599.0,177848,0,0,4,0,3.661311,0.108,21.92,18.26,1572061262.905,1572061262.785,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-5-f4-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",28.82846188118813,434184.5983606557
5,13.273834862385321,395073.0,180856,0,0,5,0,3.6622220000000003,0.109,25.58,21.92,1572061263.1560001,1572061262.914,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-6-f4-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",27.230389199999998,434184.5983606557
6,13.285333333333332,565775.0,259064,0,0,6,1,3.663133,0.156,29.24,25.58,1572061263.3620002,1572061263.1929998,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-7-f3-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",71.37748396039605,660877.0
7,13.256685714285712,590304.0,231992,0,0,7,1,3.1440330000000003,0.14,32.38,29.24,1572061263.542,1572061263.3779998,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-8-f3-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",71.37748396039605,660877.0
8,13.254,576417.0,265080,0,0,8,1,3.679,0.16,36.07,32.39,1572061263.725,1572061263.553,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-9-f3-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",73.13874455445546,660877.0
9,13.199488584474885,785532.0,361336,0,0,9,2,3.679911,0.219,39.75,36.07,1572061264.006,1572061263.774,"https://e1v-h.phncdn.com/hls/videos/201908/22/243443261/,1080P_4000K,720P_1500K,480P_600K,240P_400K,_243443261.mp4.urlset/seg-10-f2-v1-a1.ts?validfrom=1572057640&validto=1572064840&ip=18.196.131.93&hdl=-1&hash=%2F24md4LBivWYAw%2FO1Zi16moEqvA%3D",86.04307210000003,1088206.5819672132
