,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence,Provider,Base Classifier,Cloning Method,Training Samples,Leaf Complexity,Training Time
0,0.39864390928220717,0.47175138851535314,0.29087511051127113,0.39864390928220717,0.8830956277764789,2.3133169583621447,1.885627482454381,2.591796812694323,1.8301288456282403,0.7656486189004068,4.6526721485270945,0.9036558424445252,4.733600491233649,0.10792433401817739,0.07922884621101337,0.19197957968649726,0.14830197927031513,0.7718026654196868,0.039136810143159395,0.04775220869084825,0.7849436713032029,Twitch,Simple Rate Algorithm,BC Full,4398.0,0,118.19517874717712
1,0.8431143324760346,0.7757457294753303,0.3281843860206248,0.8431143324760346,0.1762917933130699,2.556574103980221,1.6911795805140986,2.591796812694323,1.8301288456282403,3.8283819918120057,7.658737736207691,0.9036558424445252,4.733600491233649,0.05028611898377764,0.03802156621409343,0.19197957968649726,0.14830197927031513,0.6923076923076923,0.0361081108026206,0.04700056396137004,0.39296537263061604,Twitch,No Feature Engineering,BC Full,4398.0,5,49.40859127044678
2,0.8594809445873276,0.8370195173520576,0.576419430623976,0.8594809445873276,0.1442599953238251,2.5721066921136813,1.7896366212175654,2.591796812694323,1.8301288456282403,1.1390987057859907,4.698848919517904,0.9036558424445252,4.733600491233649,0.12371130903048963,0.11586262227685055,0.19197957968649726,0.14830197927031513,0.8428805237315876,0.05516897483959344,0.05548805561545458,0.16429133190460357,Twitch,No Feature Engineering,BC Full,4398.0,16,49.713674783706665
3,0.862052840776245,0.8365107631433789,0.5775674107762379,0.862052840776245,0.1419219078793547,2.5293019889214454,1.7213741276277392,2.591796812694323,1.8301288456282403,1.1794982021921907,4.739411529844916,0.9036558424445252,4.733600491233649,0.10837348992383804,0.08272553118072892,0.19197957968649726,0.14830197927031513,0.7806873977086743,0.045949586792084204,0.045390966046703576,0.1538317799736981,Twitch,No Feature Engineering,BC Full,4398.0,20,49.77350306510925
4,0.8627542670095861,0.8433794889415,0.6023044112026377,0.8627542670095861,0.1407528641571195,2.509626735015098,1.731070310769476,2.591796812694323,1.8301288456282403,1.0889125162656483,4.74094560959436,0.9036558424445252,4.733600491233649,0.1146327288515016,0.0891412320367257,0.19197957968649726,0.14830197927031513,0.8288519990647649,0.04884401888511966,0.047695581110312385,0.10559845199461713,Twitch,No Feature Engineering,BC Full,4398.0,28,49.74060082435608
5,0.8527004909983633,0.8465328121483692,0.6228952188391441,0.8527004909983632,0.15127425765723637,2.6392137463722336,1.8396515433268523,2.591796812694323,1.8301288456282403,1.240055116968304,4.693571688110917,0.9036558424445252,4.733600491233649,0.22011587957357262,0.36726256108905503,0.19197957968649726,0.14830197927031513,0.8358662613981763,0.047086453516990895,0.05152002014455452,0.1222710245008418,Twitch,No Feature Engineering,BC Full,4398.0,40,49.98324465751648
6,0.8599485620762216,0.8512304283684489,0.6232180819272973,0.8599485620762216,0.14706570025718962,2.5914749871504683,1.840791165969091,2.591796812694323,1.8301288456282403,1.1336468494034195,4.696100421022881,0.9036558424445252,4.733600491233649,0.15285434280839122,0.1553424013155471,0.19197957968649726,0.14830197927031513,0.7559036707972878,0.04534316804887533,0.04874804270886283,0.18061770157939322,Twitch,No Feature Engineering,BC Full,4398.0,52,49.78516626358032
7,0.8487257423427637,0.8423667893603841,0.6416860174618273,0.8487257423427637,0.1585223287350947,2.577467109203608,1.8286829799077602,2.591796812694323,1.8301288456282403,1.0841484831369168,4.691978852838664,0.9036558424445252,4.733600491233649,0.1792169312403305,0.1765607626082063,0.19197957968649726,0.14830197927031513,0.7928454524199207,0.045316341816765665,0.048121854016551245,0.258269130711715,Twitch,No Feature Engineering,BC Full,4398.0,64,49.34579801559448
8,0.8534019172317044,0.845640725626456,0.6357691267366019,0.8534019172317044,0.15314472761281273,2.5589686317661515,1.8342499552175773,2.591796812694323,1.8301288456282403,0.9983063926946174,4.704723854440978,0.9036558424445252,4.733600491233649,0.16055353965545544,0.14550386360079584,0.19197957968649726,0.14830197927031513,0.7619826981529109,0.04178551596887326,0.043645653584569365,0.2808026565427689,Twitch,No Feature Engineering,BC Full,4398.0,76,48.58795738220215
9,0.8550385784428337,0.8488584507350581,0.6632282254539252,0.8550385784428337,0.15337853635725976,2.580304153383511,1.8445539892051224,2.591796812694323,1.8301288456282403,1.0392413019929716,4.704938819500548,0.9036558424445252,4.733600491233649,0.17472966371835497,0.17790713001380729,0.19197957968649726,0.14830197927031513,0.7891045125087679,0.05068925199833541,0.05426802382858272,0.09445713579258616,Twitch,No Feature Engineering,BC Full,4398.0,88,47.62802195549011
10,0.8566752396539631,0.8506344050031251,0.6613780098483522,0.8566752396539631,0.1508066401683423,2.5740751929917076,1.8433657419809775,2.591796812694323,1.8301288456282403,1.0107461358086272,4.6834185065763805,0.9036558424445252,4.733600491233649,0.16413956758813844,0.15118293659378298,0.19197957968649726,0.14830197927031513,0.7610474631751228,0.04664148442777282,0.04918502065088692,0.1406524596069066,Twitch,No Feature Engineering,BC Full,4398.0,100,48.11857461929321
