,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence
0,0.8600451467268623,0.8428607007430182,0.6163744584454559,0.8600451467268623,0.1433408577878104,1.7929622393336437,1.711732776481095,2.184155823152209,2.142970593765843,2.9171889524383032,8.244684960918672,2.3479102394749582,6.753431945909715,0.07112079526879052,0.05140408703738026,0.17101107715512703,0.13187721872748503,0.6156370536269753,0.03601233662527848,0.039107285628972165,0.24600951960662293
