,timestamp_s,paused,played_until,buffered_until,videoWidth,videoHeight,decodedFrames,droppedFrames
0,1572076981.4639819,False,0.547154,4.017051,1280,534,18,2
1,1572076981.4697514,False,0.548719,4.017051,1280,534,18,2
2,1572076981.5927098,False,0.675367,4.017051,1280,534,21,2
3,1572076981.729095,False,0.811588,4.017051,1280,534,24,2
4,1572076981.8574817,False,0.939226,4.017051,1280,534,28,3
5,1572076981.987203,False,1.070192,4.017051,1280,534,31,3
6,1572076982.169485,False,1.195712,4.017051,1280,534,34,3
7,1572076982.3034027,False,1.381507,4.017051,1280,534,39,3
8,1572076982.439584,False,1.51506,4.017051,1280,534,41,3
9,1572076982.5732834,False,1.652201,4.017051,1280,534,45,3
10,1572076982.71225,False,1.79393,4.017051,1280,534,48,3
11,1572076982.8472643,False,1.929597,4.017051,1280,534,51,3
12,1572076982.977649,False,2.059107,4.017051,1280,534,54,3
13,1572076983.1161141,False,2.192911,4.017051,1280,534,58,3
14,1572076983.271693,False,2.347746,4.017051,1280,534,61,3
15,1572076983.4289818,False,2.507105,4.017051,1280,534,65,3
16,1572076983.5611658,False,2.643039,4.017051,1280,534,68,3
17,1572076983.702853,False,2.782681,4.017051,1280,534,72,3
18,1572076983.8434355,False,2.925311,4.017051,1280,534,75,3
19,1572076984.0013022,False,3.080151,4.017051,1280,534,79,3
20,1572076984.1323757,False,3.214362,4.017051,1280,534,82,3
21,1572076984.263279,False,3.343075,4.017051,1280,534,85,3
22,1572076984.3974812,False,3.477891,4.017051,1280,534,89,3
23,1572076984.5407662,False,3.622168,4.017051,1280,534,92,3
24,1572076984.6724358,False,3.755542,4.017051,1280,534,95,3
25,1572076984.8104155,False,3.891246,4.017051,1280,534,97,3
26,1572076984.9698439,False,4.02804,8.01086,1280,534,97,3
27,1572076985.1430612,False,4.132101,8.01086,854,356,105,4
28,1572076985.2888703,False,4.275615,8.01086,854,356,107,4
29,1572076985.4219623,False,4.40908,8.01086,854,356,111,5
30,1572076985.5539377,False,4.542531,12.027912,854,356,114,5
31,1572076985.6845834,False,4.672003,12.027912,854,356,118,5
32,1572076985.8182185,False,4.804708,12.027912,854,356,120,5
33,1572076985.952607,False,4.939128,16.021745,854,356,124,5
34,1572076986.0832949,False,5.070825,16.021745,854,356,127,5
35,1572076986.2188118,False,5.204848,16.021745,854,356,129,5
36,1572076986.4032834,False,5.392743,20.038797,854,356,133,5
37,1572076986.5389297,False,5.523924,20.038797,854,356,138,5
38,1572076986.6776593,False,5.662298,20.038797,854,356,141,6
39,1572076986.8097787,False,5.800901,20.038797,854,356,144,6
40,1572076986.9745474,False,5.965271,20.038797,854,356,148,6
41,1572076987.1142926,False,6.101529,20.038797,854,356,151,6
42,1572076987.2537758,False,6.240644,20.038797,854,356,155,6
43,1572076987.3924334,False,6.377174,24.032629,854,356,158,6
44,1572076987.5306056,False,6.517269,24.032629,854,356,161,6
45,1572076987.6627774,False,6.650576,24.032629,854,356,165,6
46,1572076987.7890208,False,6.77779,24.032629,854,356,168,6
47,1572076987.9312935,False,6.916908,24.032629,854,356,171,6
48,1572076988.0711951,False,7.058137,24.032629,854,356,175,7
49,1572076988.247618,False,7.237014,28.049681,854,356,178,7
50,1572076988.3930805,False,7.377433,28.049681,854,356,182,7
51,1572076988.5301795,False,7.517285,28.049681,854,356,185,7
52,1572076988.6835883,False,7.658995,28.049681,854,356,189,7
53,1572076988.8609424,False,7.849591,32.043513,854,356,193,7
54,1572076988.9966052,False,7.986214,32.043513,854,356,197,7
55,1572076989.1340165,False,8.122401,32.043513,854,356,200,7
56,1572076989.270317,False,8.255107,32.043513,640,268,203,7
57,1572076989.4082716,False,8.39042,36.037345,640,268,206,8
58,1572076989.5585485,False,8.549433,36.037345,640,268,210,8
59,1572076989.6997945,False,8.683033,36.037345,640,268,213,8
60,1572076989.8447847,False,8.825756,40.054398,640,268,216,8
61,1572076989.9889872,False,8.974141,40.054398,640,268,220,8
62,1572076990.1487176,False,9.133807,40.054398,640,268,224,8
63,1572076990.2900727,False,9.273649,40.054398,640,268,227,8
64,1572076990.4269407,False,9.413832,40.054398,640,268,231,8
65,1572076990.5997941,False,9.589669,44.04823,640,268,235,8
66,1572076990.7409954,False,9.731708,44.04823,640,268,238,8
67,1572076990.882686,False,9.867817,44.04823,640,268,242,8
68,1572076991.0179713,False,10.006571,44.04823,640,268,245,8
69,1572076991.1610227,False,10.149712,44.04823,640,268,248,8
70,1572076991.3347263,False,10.320769,44.04823,640,268,253,9
71,1572076991.4836872,False,10.46752,44.04823,640,268,256,9
72,1572076991.6200535,False,10.610176,44.04823,640,268,260,9
73,1572076991.758264,False,10.741873,44.04823,640,268,263,9
74,1572076991.9013019,False,10.889926,44.04823,640,268,266,9
75,1572076992.04143,False,11.032403,44.04823,640,268,269,9
76,1572076992.1827524,False,11.173896,44.04823,640,268,273,9
77,1572076992.3232718,False,11.31183,44.04823,640,268,277,9
78,1572076992.4748285,False,11.463576,48.065282,640,268,280,9
79,1572076992.6549828,False,11.64471,48.065282,640,268,284,9
80,1572076992.7953153,False,11.784422,48.065282,640,268,288,9
81,1572076992.9276514,False,11.913147,48.065282,640,268,291,9
82,1572076993.070589,False,12.06135,48.065282,640,268,294,9
83,1572076993.2097616,False,12.200593,48.065282,640,268,297,9
84,1572076993.3504896,False,12.336393,48.065282,640,268,301,9
85,1572076993.4894924,False,12.470679,48.065282,640,268,304,9
86,1572076993.6632066,False,12.652995,48.065282,640,268,307,9
87,1572076993.8033137,False,12.789227,48.065282,640,268,312,9
88,1572076993.9474368,False,12.932244,48.065282,640,268,316,9
89,1572076994.0888917,False,13.071284,48.065282,640,268,319,9
90,1572076994.2255716,False,13.215481,52.059137,640,268,321,9
91,1572076994.3692887,False,13.357003,52.059137,640,268,325,9
92,1572076994.51015,False,13.495134,52.059137,640,268,328,9
93,1572076994.646144,False,13.632346,52.059137,640,268,332,9
94,1572076994.7848885,False,13.776985,52.059137,640,268,336,10
95,1572076994.9210815,False,13.910149,52.059137,640,268,339,10
96,1572076995.060883,False,14.048371,52.059137,640,268,342,10
97,1572076995.2127254,False,14.194558,52.059137,640,268,346,11
98,1572076995.3500006,False,14.339134,52.059137,640,268,348,11
99,1572076995.4896867,False,14.4794,52.059137,640,268,352,11
100,1572076995.6311219,False,14.616257,52.059137,640,268,355,11
101,1572076995.7725108,False,14.757618,52.059137,640,268,359,11
102,1572076995.9053185,False,14.891154,56.076189,640,268,362,11
103,1572076996.0597255,False,15.039014,56.076189,640,268,366,11
104,1572076996.2361896,False,15.217996,56.076189,640,268,370,11
105,1572076996.376482,False,15.367059,56.076189,640,268,373,11
106,1572076996.536618,False,15.508575,56.076189,640,268,378,12
107,1572076996.6833665,False,15.665218,56.076189,640,268,382,12
108,1572076996.8274527,False,15.813301,56.076189,640,268,385,12
109,1572076996.970039,False,15.955222,56.076189,640,268,389,12
110,1572076997.105707,False,16.095354,56.076189,640,268,392,12
111,1572076997.2406452,False,16.225078,56.076189,640,268,394,12
112,1572076997.3840435,False,16.37097,60.070021,640,268,398,12
113,1572076997.5091453,False,16.498356,60.070021,640,268,400,12
114,1572076997.6508117,False,16.63535,60.070021,640,268,404,12
115,1572076997.787116,False,16.771167,60.070021,640,268,407,12
116,1572076997.9234612,False,16.909285,60.070021,640,268,411,12
117,1572076998.063982,False,17.049851,60.070021,640,268,414,12
118,1572076998.21036,False,17.200648,60.070021,640,268,417,12
119,1572076998.349208,False,17.33891,60.070021,640,268,420,12
120,1572076998.4891615,False,17.479942,60.070021,640,268,424,12
121,1572076998.6806011,False,17.664942,60.070021,640,268,428,12
122,1572076998.812598,False,17.804168,60.070021,640,268,432,12
123,1572076998.9525688,False,17.941509,60.070021,640,268,435,12
124,1572076999.0902493,False,18.074836,60.070021,640,268,439,12
125,1572076999.2439675,False,18.227299,64.087073,640,268,442,12
126,1572076999.3843513,False,18.374029,64.087073,640,268,446,12
127,1572076999.524189,False,18.513825,64.087073,640,268,449,12
128,1572076999.655886,False,18.645928,64.087073,640,268,452,12
129,1572076999.801419,False,18.788435,64.087073,640,268,456,12
130,1572076999.9798021,False,18.929468,64.087073,640,268,459,12
131,1572077000.119686,False,19.107713,64.087073,640,268,463,12
132,1572077000.2574353,False,19.24913,64.087073,640,268,466,12
133,1572077000.3946342,False,19.385706,64.087073,640,268,470,12
134,1572077000.5375197,False,19.528246,64.087073,640,268,473,12
135,1572077000.6748455,False,19.658565,64.087073,640,268,477,12
136,1572077000.80712,False,19.796642,64.087073,640,268,480,12
137,1572077000.9552565,False,19.936406,64.087073,640,268,483,12
138,1572077001.1320944,False,20.117162,64.087073,640,268,488,12
139,1572077001.2686813,False,20.255631,64.087073,640,268,491,12
140,1572077001.4084303,False,20.392426,64.087073,640,268,494,12
141,1572077001.553557,False,20.538533,68.080906,640,268,498,12
142,1572077001.695992,False,20.68656,68.080906,640,268,501,12
143,1572077001.841435,False,20.824623,68.080906,640,268,505,12
144,1572077001.9801524,False,20.966571,68.080906,640,268,508,12
145,1572077002.1194484,False,21.107889,68.080906,640,268,511,12
146,1572077002.2669954,False,21.249853,68.080906,640,268,514,12
147,1572077002.4432266,False,21.427699,68.080906,640,268,518,12
148,1572077002.591513,False,21.574506,68.080906,640,268,522,12
149,1572077002.7272754,False,21.71768,68.080906,640,268,526,12
150,1572077002.865477,False,21.849237,68.080906,640,268,529,12
151,1572077003.010912,False,21.992915,68.080906,640,268,533,13
152,1572077003.1855555,False,22.169135,68.080906,640,268,537,13
153,1572077003.327862,False,22.317281,68.080906,640,268,541,14
154,1572077003.4695904,False,22.454973,68.080906,640,268,544,14
155,1572077003.6162734,False,22.597295,68.080906,640,268,548,14
156,1572077003.8111513,False,22.801004,72.074738,640,268,551,14
157,1572077003.9597504,False,22.944804,72.074738,640,268,555,14
158,1572077004.10066,False,23.089997,72.074738,640,268,559,14
159,1572077004.2465732,False,23.226726,72.074738,640,268,562,14
160,1572077004.3925502,False,23.37387,72.074738,640,268,565,14
161,1572077004.543548,False,23.528408,72.074738,640,268,569,14
162,1572077004.6871216,False,23.676713,72.074738,640,268,573,14
163,1572077004.828292,False,23.815798,72.074738,640,268,576,14
164,1572077005.0113037,False,23.989412,72.074738,640,268,579,15
165,1572077005.160752,False,24.142107,72.074738,640,268,585,15
166,1572077005.3103032,False,24.300147,76.09179,640,268,588,15
167,1572077005.4502373,False,24.441562,76.09179,640,268,591,15
168,1572077005.6240811,False,24.614661,76.09179,640,268,595,15
169,1572077005.7700446,False,24.75922,76.09179,640,268,599,15
170,1572077005.9129794,False,24.897353,76.09179,640,268,602,15
171,1572077006.0516543,False,25.034676,76.09179,640,268,606,15
172,1572077006.2065122,False,25.193794,76.09179,640,268,609,15
173,1572077006.349078,False,25.330915,80.085622,640,268,613,15
174,1572077006.479841,False,25.470352,80.085622,640,268,616,15
175,1572077006.618227,False,25.607589,80.085622,640,268,619,15
176,1572077006.7557313,False,25.746426,80.085622,640,268,622,16
177,1572077006.9008658,False,25.883573,80.085622,640,268,626,16
178,1572077007.0408983,False,26.023119,80.085622,640,268,629,16
179,1572077007.2203603,False,26.209592,84.102674,640,268,632,16
180,1572077007.3566766,False,26.343114,84.102674,640,268,637,16
181,1572077007.5053067,False,26.489149,84.102674,640,268,640,16
182,1572077007.638339,False,26.628916,84.102674,640,268,644,16
183,1572077007.7832737,False,26.766533,84.102674,640,268,647,16
184,1572077007.951465,False,26.942527,84.102674,640,268,651,16
185,1572077008.0988019,False,27.078074,84.102674,640,268,654,16
186,1572077008.2459679,False,27.222998,88.096506,640,268,657,16
187,1572077008.378956,False,27.368548,88.096506,640,268,661,16
188,1572077008.5205839,False,27.502131,88.096506,640,268,665,16
189,1572077008.6938877,False,27.684254,88.096506,640,268,669,16
190,1572077008.83445,False,27.824324,88.096506,640,268,672,16
191,1572077008.9740753,False,27.953891,88.096506,640,268,676,16
192,1572077009.1120067,False,28.10109,88.096506,640,268,679,16
193,1572077009.2735538,False,28.259552,88.096506,640,268,683,16
194,1572077009.4165576,False,28.398211,88.096506,640,268,686,16
195,1572077009.5568116,False,28.539678,88.096506,640,268,689,16
196,1572077009.6905966,False,28.676642,88.096506,640,268,693,16
197,1572077009.841216,False,28.818099,88.096506,640,268,696,16
198,1572077009.9919205,False,28.970067,92.113559,640,268,700,16
199,1572077010.142935,False,29.127264,92.113559,640,268,704,16
200,1572077010.2868938,False,29.277134,92.113559,640,268,706,16
201,1572077010.4309921,False,29.42303,92.113559,640,268,710,16
202,1572077010.5928288,False,29.582421,92.113559,640,268,715,17
203,1572077010.7335513,False,29.722797,92.113559,640,268,718,17
204,1572077010.890382,False,29.874281,100.101223,640,268,721,17
205,1572077011.0346973,False,30.015395,100.101223,640,268,724,17
206,1572077011.2212768,False,30.159788,100.101223,640,268,728,17
207,1572077011.369917,False,30.351222,100.101223,640,268,732,17
208,1572077011.5154161,False,30.496705,100.101223,640,268,737,18
209,1572077011.6557875,False,30.641877,100.101223,640,268,740,18
210,1572077011.7982638,False,30.787468,100.101223,640,268,743,18
211,1572077011.9489589,False,30.927206,100.101223,640,268,748,19
212,1572077012.0928798,False,31.08192,100.101223,640,268,750,19
213,1572077012.2438455,False,31.222064,100.101223,640,268,754,19
214,1572077012.3886774,False,31.379654,100.101223,640,268,758,20
215,1572077012.5370824,False,31.527371,100.101223,640,268,761,20
216,1572077012.690423,False,31.669889,104.118275,640,268,764,20
217,1572077012.8565931,False,31.839015,104.118275,640,268,768,20
218,1572077012.9939172,False,31.985214,104.118275,640,268,773,21
219,1572077013.1265213,False,32.118241,104.118275,640,268,776,21
220,1572077013.2688253,False,32.252293,104.118275,640,268,778,21
221,1572077013.4142885,False,32.401767,104.118275,640,268,782,21
222,1572077013.5620787,False,32.543678,104.118275,640,268,785,21
223,1572077013.7076118,False,32.697465,104.118275,640,268,790,22
224,1572077013.8623254,False,32.849621,104.118275,640,268,793,22
225,1572077013.9988186,False,32.985543,104.118275,640,268,797,22
226,1572077014.1351206,False,33.124508,104.118275,640,268,799,22
227,1572077014.277535,False,33.260314,104.118275,640,268,802,22
228,1572077014.4600813,False,33.441557,104.118275,640,268,806,22
229,1572077014.5928507,False,33.583794,104.118275,640,268,811,22
230,1572077014.7453578,False,33.733678,104.118275,640,268,814,22
231,1572077014.9006083,False,33.876972,104.118275,640,268,817,22
232,1572077015.0784066,False,34.066346,108.112107,640,268,822,22
233,1572077015.2304995,False,34.21649,108.112107,640,268,825,22
234,1572077015.3763618,False,34.357808,108.112107,640,268,829,22
