,timestamp_finish,bitrate_level_encoded,bitrate_level,vmaf_level,buffer_level_at_timestamp_finish,rebuffer_level_at_timestamp_finish,body_size_byte,seg_len_s,t_download_s,quality_level_chosen,played_at_beginning,played_at_end,reward
0,1572047890.2770002,429279.5208333333,861040.0,10.977019016393433,3.975284,,430520.0,4.0,2.405,1.0,0.0,0.018547,
1,1572047893.437,588107.71875,869273.0,73.8981935,4.7889,-0.0,442552.0,4.01,3.091,2.0,0.0,3.1987400000000004,
2,1572047895.496,588107.71875,714573.0,68.61067991596637,6.772134,-0.0,364344.0,4.01,2.032,2.0,3.00589,5.209338,
3,1572047897.025,588107.71875,530887.0,64.78710336134456,9.320949000000002,-0.0,271096.0,4.02,1.511,2.0,5.065964,6.677575999999999,
4,1572047899.325,588107.71875,686909.0,68.87809991666668,10.955039000000003,-0.0,349304.0,4.0,2.27,2.0,6.513644,9.037317999999999,
5,1572047900.676,588107.71875,467336.0,62.63983591666666,13.604082000000002,-0.0,238008.0,4.010000000000002,1.3259999999999998,2.0,8.846352,10.382107000000001,
6,1572047902.586,588107.71875,661243.0,61.67386983193281,15.772060000000002,-0.0,337272.0,4.009999999999998,1.882,2.0,10.242272999999999,12.207961,
7,1572047904.6130002,588107.71875,701465.0,57.95260533333333,17.665706999999998,-0.0,358328.0,4.02,2.0,2.0,12.030617,14.331366000000001,
8,1572047906.644,588107.71875,710316.0,60.50464319327734,19.624340000000004,-0.0,361336.0,4.0,2.015,2.0,14.178462,16.366566,
9,1572047908.421,588107.71875,620678.0,65.83572141666664,21.944571,-0.0,316216.0,4.010000000000005,1.7630000000000001,2.0,16.151423,18.040167,
10,1572047909.9480002,588107.71875,531311.0,62.61186341666669,24.309168,-0.0,271096.0,4.019999999999996,1.511,2.0,17.829212,19.669401999999998,
11,1572047911.691,588107.71875,607033.0,63.2077182352941,26.699201,-0.0,310200.0,4.020000000000003,1.729,2.0,19.525372,21.296421,
12,1572047914.9729998,588107.71875,532732.0,61.85800308333332,27.390934,-0.0,271096.0,4.0,1.514,2.0,22.98541,24.598543,
13,1572047919.089,588107.71875,573242.0,64.34639126050419,27.142668,-0.0,292152.0,4.009999999999998,1.63,2.0,26.971996,28.840640999999998,
14,1572047923.1220002,588107.71875,584161.0,66.85930891666665,27.12426200000001,-0.0,298168.0,4.019999999999996,1.663,2.0,30.944758,32.852878999999994,
15,1572047927.175,588107.71875,600933.0,69.11283691666667,27.147553999999992,-0.0,307192.0,4.02000000000001,1.716,2.0,34.968747,36.84664,
16,1572047930.842,588107.71875,479362.0,70.39818462184874,27.40889500000001,-0.0,244024.0,4.009999999999991,1.383,2.0,38.905383,40.579131,
17,1572047934.9060001,588107.71875,508137.0,69.7806185,27.363833,-0.0,259064.0,4.010000000000005,1.446,2.0,42.90418,44.618025,
18,1572047939.309,588107.71875,554499.0,68.1268806722689,27.00026499999999,-0.0,283128.0,4.019999999999996,1.849,2.0,46.949797,48.998645,
19,1572047943.74,588107.71875,533160.0,66.43205599999997,22.669619999999995,-0.0,271096.0,4.0,2.281,2.0,50.973462,53.32929,
20,1572047947.679,588107.71875,520538.0,65.753661,26.622371,-0.0,265080.0,4.010000000000005,2.221,2.0,55.00469399999999,57.364204,
21,1572047952.01,588107.71875,596424.0,67.11980596638655,22.454924999999996,-0.0,304184.0,4.009999999999991,2.551,2.0,58.85108,61.611741,
22,1572047955.755,588107.71875,536634.0,58.27652416666669,26.628074999999995,-0.0,274104.0,4.02000000000001,2.297,2.0,63.009234,65.369384,
23,1572047960.294,588107.71875,663071.0,59.141031344537836,26.087767,-0.0,337272.0,4.0,2.8360000000000003,2.0,67.037037,69.903524,
24,1572047963.9720001,588107.71875,526258.0,60.24911291666668,26.330468999999994,-0.0,268088.0,4.009999999999991,2.5140000000000002,2.0,70.914863,73.65465400000001,
25,1572047968.363,588107.71875,649275.0,68.54314149999998,25.926480999999995,-0.0,331256.0,4.010000000000005,2.903,2.0,75.030878,78.052474,
26,1572047972.3079998,588107.71875,665957.0,61.940135378151254,25.896518999999998,-0.0,340280.0,4.019999999999996,2.849,2.0,78.92025100000001,82.099489,
27,1572047976.082,588107.71875,615541.0,57.46979950000002,26.220466999999985,-0.0,313208.0,4.0,2.624,2.0,82.90405,85.769373,
28,1572047980.089,588107.71875,543778.0,56.745217226890745,26.203233999999995,-0.0,277112.0,4.009999999999991,2.63,2.0,86.976045,89.780438,
29,1572047984.131,588107.71875,625469.0,57.97617083333334,26.141766000000004,-0.0,319224.0,4.02000000000001,2.6710000000000003,2.0,90.991191,93.835738,
30,1572047987.781,588107.71875,542138.0,66.64807666666667,26.482268000000005,-0.0,277112.0,4.019999999999996,2.323,2.0,94.95490799999999,97.512288,
31,1572047991.7529998,588107.71875,538500.0,65.11855546218487,26.506861999999984,-0.0,274104.0,4.010000000000005,2.293,2.0,98.949077,101.481527,
32,1572047996.2619998,588107.71875,608492.0,58.06166074999999,26.10619100000001,-0.0,310200.0,4.009999999999991,2.802,2.0,102.973215,105.87603,
33,1572047999.984,588107.71875,589898.0,60.87660596638656,26.33760199999999,-0.0,301176.0,4.02000000000001,2.524,2.0,107.02946299999999,109.661671,
34,1572048005.316,588107.71875,905934.0,62.32982666666667,25.073162000000025,-0.0,460600.0,4.0,3.857,2.0,110.82699,114.91994299999999,
35,1572048008.293,588107.71875,573751.0,58.69074233333333,25.994447000000022,-0.0,292152.0,4.009999999999991,2.833,2.0,114.91994299999999,117.99248999999999,
