,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,bitrate_level_encoded
0,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/460556520/chop/segment-1.m4s,1572071008.242,1572071008.3330002,0,0.039,19324,3.9638974358974353,0,0,6.0,0.0,6.0,0,299000.0,23.528639888888808,0.0,0.0,0.0,19324.0,23.528639888888808,299000.0,19324.0,23.528639888888808,299000.0,19324.0,23.528639888888808,299000.0,15175.0,67.05732655555559,640000.0,31708.0,93.35698144444436,2057000.0,0.0,0.0,0.0,,,,299000.0
1,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-1.m4s,1572071008.3379998,1572071008.381,0,0.001,15175,121.4,0,0,6.0,0.0,6.0,1,640000.0,67.05732655555559,0.0,0.0,0.0,19324.0,23.528639888888808,299000.0,19324.0,23.528639888888808,299000.0,19324.0,23.528639888888808,299000.0,15175.0,67.05732655555559,640000.0,31708.0,93.35698144444436,2057000.0,-1.0,5.995000123977661,0.09100008010864258,,,,640000.0
2,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-2.m4s,1572071014.177,1572071014.3,1,0.001,12572,100.576,0,0,6.0,6.0,12.0,1,640000.0,77.90280379888273,299000.0,23.528639888888808,0.0,8710.0,52.587525474860286,299000.0,8710.0,52.587525474860286,299000.0,8710.0,52.587525474860286,299000.0,12572.0,77.90280379888273,640000.0,23344.0,92.26017972067044,2057000.0,-1.0,0.15600013732910156,0.0,0.001,1.0,121.4,640000.0
3,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-3.m4s,1572071014.305,1572071014.6520002,2,0.198,91457,3.695232323232323,0,0,6.0,12.0,18.0,1,640000.0,62.748706592178756,,,,,,,,,,,,,,,,,,,,,,,,,640000.0
4,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-4.m4s,1572071015.265,1572071015.9810002,3,0.679,340929,4.016836524300441,0,0,6.0,18.0,24.0,1,640000.0,64.29475672222222,,,,,,,,,,,,,,,,,,,,,,,,,640000.0
5,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-5.m4s,1572071016.351,1572071017.3430002,4,0.9570000000000001,472118,3.9466499477533965,0,0,6.0,24.0,30.0,1,640000.0,65.21373525139667,,,,,,,,,,,,,,,,,,,,,,,,,640000.0
6,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-6.m4s,1572071017.535,1572071018.6880002,5,1.117,547092,3.9182954341987473,0,0,6.0,30.0,36.0,1,640000.0,12.35818212290503,,,,,,,,,,,,,,,,,,,,,,,,,640000.0
7,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-7.m4s,1572071019.4429998,1572071020.664,6,1.187,581629,3.9199932603201337,0,0,6.0,36.0,42.0,1,640000.0,20.46878022346369,,,,,,,,,,,,,,,,,,,,,,,,,640000.0
8,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333743/chop/segment-8.m4s,1572071025.441,1572071026.6339998,7,1.157,572006,3.9550976663785646,0,0,6.0,42.0,48.0,1,640000.0,21.918296388888887,,,,,,,,,,,,,,,,,,,,,,,,,640000.0
9,https://skyfire.vimeocdn.com/1572074903-0xb0ce7e14cfa03ddb5965265065bca23d6be02d47/114847336/sep/video/318333742/chop/segment-4.m4s,1572071027.166,1572071030.031,3,2.824,1369561,3.8797762039660064,0,0,6.0,18.0,24.0,2,2057000.0,89.10787555555555,,,,,,,,,,,,,,,,,,,,,,,,,2057000.0
