,bandwidth_mbit,bitrate_level,body_size_byte,byte_end,byte_start,n_segment,quality_level_chosen,seg_len_s,t_download_s,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,0.4612699784017278,373744.0,186872,0,0,0,0,4.0,3.241,4.0,0.0,1576346512.5930002,1576346508.647,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-1.ts,5.845067049180331
1,0.43568461271274744,313100.0,156792,0,0,1,0,4.006178,2.879,8.01,4.0,1576346516.027,1576346512.62,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-2.ts,5.2574726229508215
2,0.3994060536836093,348604.0,174840,0,0,2,0,4.012344000000001,3.5020000000000002,12.02,8.01,1576346519.956,1576346516.043,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-3.ts,4.681907622950819
3,0.4315129375951293,282198.0,141752,0,0,3,0,4.018511,2.628,16.04,12.02,1576346523.047,1576346519.97,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-4.ts,12.619595491803267
4,0.4858353594998263,349552.0,174840,0,0,4,0,4.001456,2.879,20.04,16.04,1576346526.335,1576346523.056,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-5.ts,8.041632377049181
5,0.4946119873817034,312987.0,156792,0,0,5,0,4.0076220000000005,2.536,24.05,20.04,1576346529.179,1576346526.342,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-6.ts,9.824904754098359
6,0.4966087260034903,354474.0,177848,0,0,6,0,4.013789,2.865,28.06,24.05,1576346532.4169998,1576346529.195,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-7.ts,4.58955024590164
7,0.5696657534246575,413791.0,207928,0,0,7,0,4.019956,2.92,32.08,28.06,1576346535.681,1576346532.425,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-8.ts,0.2601391803278688
8,0.5007547605308712,433588.0,216952,0,0,8,0,4.002911,3.466,36.08,32.08,1576346539.405,1576346535.69,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-9.ts,2.5830336885245897
9,0.40261588214157384,558971.0,280120,0,0,9,0,4.009078,5.566,40.09,36.08,1576346545.397,1576346539.414,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-10.ts,10.121766311475412
10,0.4772550925060736,636024.0,319224,0,0,10,0,4.015244,5.351,44.11,40.09,1576346551.176,1576346545.407,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-11.ts,18.24102885245901
11,0.5095800042725913,593160.0,298168,0,0,11,0,4.021411,4.681,48.13,44.11,1576346556.276,1576346551.185,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-12.ts,23.825754754098377
12,0.5269584971603319,301223.0,150776,0,0,12,0,4.004356,2.289,52.13,48.13,1576346558.8609998,1576346556.294,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-13.ts,8.862755409836069
13,0.5433697242543613,240758.0,120696,0,0,13,0,4.010522,1.7770000000000001,56.14,52.13,1576346560.934,1576346558.869,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-14.ts,7.667862950819671
14,0.5208197879858657,330253.0,165816,0,0,14,0,4.0167,2.547,60.16,56.14,1576346563.779,1576346560.94,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-15.ts,6.282394754098362
15,0.6148372900984365,263947.0,132728,0,0,15,0,4.022867,1.727,64.18,60.16,1576346565.803,1576346563.792,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-16.ts,6.7194595081967226
16,0.4924481826374286,409245.0,204920,0,0,16,0,4.0058110000000005,3.329,68.19,64.18,1576346569.427,1576346565.809,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-17.ts,8.932720000000002
17,0.4555662819167541,324643.0,162808,0,0,17,0,4.011978,2.859,72.2,68.19,1576346572.69,1576346569.436,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-18.ts,5.8934938524590175
18,0.45700491228070167,324145.0,162808,0,0,18,0,4.018144,2.85,76.22,72.2,1576346575.885,1576346572.697,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-19.ts,3.9986410655737705
19,0.5016357056694812,415742.0,207928,0,0,19,0,4.001089,3.3160000000000003,80.22,76.22,1576346579.537,1576346575.891,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-20.ts,0.3611616393442624
20,0.44975342465753426,385076.0,192888,0,0,20,0,4.007267,3.431,84.23,80.22,1576346583.26,1576346579.549,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-21.ts,11.654847459016395
21,0.46557200538358007,258571.0,129720,0,0,21,0,4.013433,2.229,88.24,84.23,1576346585.83,1576346583.266,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-22.ts,13.070896393442615
22,0.41493371551415265,288108.0,144760,0,0,22,0,4.0196,2.791,92.26,88.24,1576346589.02,1576346585.848,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-23.ts,6.728423196721313
23,0.3370401597514977,379518.0,189880,0,0,23,0,4.002544,4.507,96.26,92.26,1576346593.932,1576346589.027,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-24.ts,14.97285958677686
24,0.38796305165925415,282887.0,141752,0,0,24,0,4.008711,2.923,100.27,96.26,1576346597.331,1576346593.937,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-25.ts,8.255297868852459
25,0.4847407407407407,306428.0,153784,0,0,25,0,4.0148779999999995,2.5380000000000003,104.28,100.27,1576346600.309,1576346597.338,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-26.ts,0.6405937704918032
26,0.5940306345733041,270051.0,135736,0,0,26,0,4.021044,1.828,108.31,104.29,1576346602.539,1576346600.318,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-27.ts,0.8597603278688526
27,0.5810250481695568,301250.0,150776,0,0,27,0,4.004,2.076,112.31,108.31,1576346605.0159998,1576346602.544,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-28.ts,1.1371983606557379
28,0.4281670667306769,444805.0,222968,0,0,28,0,4.010167,4.166,116.32,112.31,1576346609.489,1576346605.023,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-29.ts,0.18331688524590165
29,0.4152538420773715,390198.0,195896,0,0,29,0,4.016333,3.774,120.34,116.32,1576346613.625,1576346609.497,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-30.ts,0.29015926229508193
