,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0
0,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1309305537/chop/segment-1.m4s,1576424151.499,1576424151.9250002,0,0.38,147623,3.107852631578947,0,0,6.08,0.0,6.08,0,222000.0,60.16684039473676,0.0,0.0,0.0,147623.0,60.16684039473676,222000.0,147623.0,60.16684039473676,222000.0,147623.0,60.16684039473676,222000.0,239680.0,74.97328006578945,411000.0,593822.0,87.81813605263149,883000.0,0.0,0.0,0.0
1,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293575/chop/segment-1.m4s,1576424151.929,1576424152.606,0,0.63,239680,3.0435555555555553,0,0,6.08,0.0,6.08,1,411000.0,74.97328006578945,0.0,0.0,0.0,147623.0,60.16684039473676,222000.0,147623.0,60.16684039473676,222000.0,147623.0,60.16684039473676,222000.0,239680.0,74.97328006578945,411000.0,593822.0,87.81813605263149,883000.0,-1.0,0.0,0.42999982833862305
2,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-1.m4s,1576424152.609,1576424154.395,0,1.6380000000000001,593822,2.900229548229548,0,0,6.08,0.0,6.08,2,883000.0,87.81813605263149,0.0,0.0,0.0,147623.0,60.16684039473676,222000.0,147623.0,60.16684039473676,222000.0,147623.0,60.16684039473676,222000.0,239680.0,74.97328006578945,411000.0,593822.0,87.81813605263149,883000.0,-2.0,0.0,0.6800000667572021
3,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-2.m4s,1576424155.169,1576424159.934,1,4.51,773880,1.3727361419068738,0,0,6.08,6.08,12.16,2,883000.0,77.81569335526318,,,,,,,,,,,,,,,,,,,,,
4,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-2.m4s,1576424160.317,1576424163.018,1,2.695,773880,2.2972319109461967,0,0,6.08,6.08,12.16,2,883000.0,77.81569335526318,,,,,,,,,,,,,,,,,,,,,
5,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-3.m4s,1576424163.021,1576424165.54,2,2.454,812589,2.6490268948655253,0,0,6.079999999999997,12.16,18.24,2,883000.0,78.54661585526314,,,,,,,,,,,,,,,,,,,,,
6,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-4.m4s,1576424165.551,1576424168.1160002,3,2.508,741937,2.3666251993620415,0,0,6.080000000000003,18.24,24.32,2,883000.0,82.64578423841066,,,,,,,,,,,,,,,,,,,,,
7,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-5.m4s,1576424168.12,1576424170.2559998,4,2.077,621194,2.3926586422725085,0,0,6.079999999999997,24.32,30.4,2,883000.0,84.72327460526317,,,,,,,,,,,,,,,,,,,,,
8,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-6.m4s,1576424170.26,1576424172.694,5,2.375,643157,2.1664235789473683,0,0,6.079999999999997,30.4,36.48,2,883000.0,77.59151697368421,,,,,,,,,,,,,,,,,,,,,
9,https://skyfire.vimeocdn.com/1576428047-0xe02379879debcc96b3cb6aa863de5e2f9ee3d930/289366412/sep/video/1095293579/chop/segment-7.m4s,1576424173.119,1576424175.1829998,6,2.0340000000000003,510295,2.0070599803343163,0,0,6.0800000000000045,36.48,42.56,2,883000.0,81.90322887417217,,,,,,,,,,,,,,,,,,,,,
