,accuracy_score,weighted_f1_score,macro_f1_score,micro_f1_score,mae_score,avg_mbit_approx,std_mbit_approx,avg_mbit_expert,std_mbit_expert,avg_rebuffering_approx,std_rebuffering_approx,avg_rebuffering_expert,std_rebuffering_expert,avg_mbit_switch_approx,std_mbit_switch_approx,avg_mbit_switch_expert,std_mbit_switch_expert,avg_clustering_approx,avg_clustering_score_approx,avg_clustering_score_expert,clustering_score_kl_divergence
0,0.8295711060948081,0.8409228806756469,0.5185705323767011,0.8295711060948081,0.23476297968397292,2.120179106169838,2.11248630056502,2.184155823152209,2.142970593765843,2.591244083794983,6.270547116811094,2.3479102394749582,6.753431945909715,0.0970990528458178,0.07352050961079741,0.17101107715512703,0.13187721872748503,0.5750395047903447,0.03725729690962569,0.039002566786545685,0.30031036344960393
