,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level
0,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment1_3_av.ts,1576443122.549,1576443127.27,0,4.479,593140,1.059415048001786,0,0,10.080333,0.0,10.08,0,474259.0,17.367507233201593
1,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment2_3_av.ts,1576443127.329,1576443130.975,1,3.619,515308,1.139116883116883,0,0,10.155,10.08,20.24,0,411820.0,26.17690181818184
2,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment3_3_av.ts,1576443131.008,1576443135.418,2,4.354,520948,0.9571851171336702,0,0,10.2,20.24,30.44,0,416106.0,15.448492222222221
3,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment4_3_av.ts,1576443135.444,1576443141.391,3,5.847,740532,1.0132129297075423,0,0,10.104333,30.44,40.54,0,592425.0,0.2531233596837945
4,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment5_3_av.ts,1576443142.418,1576443144.3569999,4,1.9060000000000001,454772,1.908801678908709,0,0,10.200333,40.54,50.74,0,363623.0,1.3233068774703556
5,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment6_3_av.ts,1576443152.418,1576443155.589,5,3.117,422060,1.083246711581649,0,0,10.155,50.74,60.9,0,337299.0,3.74510814229249
6,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment7_3_av.ts,1576443162.418,1576443167.598,6,5.128,749932,1.169940717628705,0,0,10.08,60.89,70.97,0,599007.0,0.8014267063492064
7,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment8_3_av.ts,1576443172.418,1576443175.531,7,3.069,427700,1.114890843923102,0,0,10.064333,70.97,81.03,0,342160.0,3.299778418972332
8,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment9_3_av.ts,1576443182.418,1576443186.845,8,4.384,524332,0.9568102189781021,0,0,10.080333,81.04,91.12,0,419242.0,1.2714903952569168
9,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment10_3_av.ts,1576443192.418,1576443197.82,9,5.361,526964,0.7863667226263757,0,0,10.195,91.12,101.32,0,421136.0,0.1724336904761905
10,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment11_3_av.ts,1576443202.418,1576443207.804,10,5.331,629236,0.9442671168636277,0,0,10.069666999999999,101.31,111.38,0,502601.0,2.1430812648221345
11,https://arteconcert-vh.akamaihd.net/i/am/concert/087000/087000/087076-003-A_0_VO_AMM-CONCERT-NEXT_XQ.15TFd7zno6.smil/segment12_3_av.ts,1576443212.418,1576443217.365,11,4.886,707444,1.158320098239869,0,0,10.064333,111.38,121.44,0,565955.0,2.1430812648221345
