,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-1.m4s,1572060250.256,1572060257.776,0,7.385,346159,0.3749860528097495,0,0,6.006,0.0,6.01,0,441000.0,84.5324986111111,441000.0
1,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-2.m4s,1572060259.952,1572060263.1420002,1,3.153,376562,0.9554379955597844,0,0,6.006,6.01,12.02,0,441000.0,77.19695020833333,441000.0
2,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-3.m4s,1572060264.041,1572060267.339,2,3.275,392375,0.958473282442748,0,0,6.006,12.01,18.02,0,441000.0,61.04263118881117,441000.0
3,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-4.m4s,1572060267.342,1572060270.336,3,2.974,355852,0.9572347007397444,0,0,6.006,18.02,24.03,0,441000.0,44.68404265734267,441000.0
4,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-5.m4s,1572060272.219,1572060275.4480002,4,3.2030000000000003,384452,0.9602297845769592,0,0,6.006,24.02,30.03,0,441000.0,67.03552243055556,441000.0
5,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-6.m4s,1572060275.451,1572060278.2029998,5,2.728,327147,0.9593753665689148,0,0,6.006,30.03,36.04,0,441000.0,60.306534545454504,441000.0
6,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-7.m4s,1572060280.089,1572060282.885,6,2.7430000000000003,329008,0.9595566897557418,0,0,6.006,36.04,42.05,0,441000.0,36.64035923076922,441000.0
7,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-8.m4s,1572060282.8879998,1572060286.214,7,3.302,395554,0.9583379769836462,0,0,6.006,42.04,48.05,0,441000.0,38.42555048611111,441000.0
8,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-9.m4s,1572060288.106,1572060291.72,8,3.58,428664,0.9579083798882682,0,0,6.006,48.05,54.06,0,441000.0,61.979493006992996,441000.0
9,https://150skyfiregce-vimeo.akamaized.net/exp=1572064145~acl=%2F290069749%2F%2A~hmac=85996aa2f6548b5513511fc120e759ce660e901fcd973c8e8baf4cadd4d639a7/290069749/sep/video/1098654832/chop/segment-10.m4s,1572060291.725,1572060294.774,9,3.033,357994,0.9442637652489284,0,0,6.006,54.05,60.06,0,441000.0,60.556304444444464,441000.0
