,timestamp_finish,bitrate_level_encoded,bitrate_level,vmaf_level,buffer_level_at_timestamp_finish,rebuffer_level_at_timestamp_finish,body_size_byte,seg_len_s,t_download_s,quality_level_chosen,played_at_beginning,played_at_end,reward
0,1572380558.159,232913.88888888888,235075.0,11.254508879999996,10.958944,,293844.0,10.0,0.8190000000000001,0.0,,9.041056,
1,1572380563.716,1534980.1944444445,1527220.0,76.15357911999997,10.958944,-0.0,1912148.0,10.02,5.371,3.0,,9.041056,
2,1572380596.1479998,232913.88888888888,232642.0,8.115275920000002,9.95187,21.473055683380124,290836.0,10.0,1.8459999999999999,0.0,19.922954,20.04813,
3,1572380606.478,232913.88888888888,232668.0,9.456553680000006,0.07047000000000025,0.37813016212463424,290836.0,10.000000000000004,1.6159999999999999,0.0,28.54131,29.92953,
4,1572380611.2270002,663439.5555555555,669538.0,68.81033103999998,15.244490999999996,4.678530310897827,838292.0,10.019999999999996,4.708,2.0,29.92953,34.755509,
5,1572380633.2729998,232913.88888888888,232619.0,21.295377480000006,9.964139000000003,6.801508526977543,290836.0,10.0,3.411,0.0,49.94513,50.035861,
6,1572380640.325,663439.5555555555,687478.0,69.50539759999997,12.891826000000002,-0.0,859348.0,10.000000000000007,6.965,2.0,49.94513,57.108174,
7,1572380647.381,663439.5555555555,635872.0,56.64585968000001,15.825593000000012,-0.0,796180.0,10.019999999999996,6.756,2.0,56.963696,64.17440699999999,
8,1572380653.1020002,663439.5555555555,660866.0,56.58952463999999,20.152772999999996,-0.0,826260.0,10.0,5.587999999999999,2.0,64.025194,69.847227,
9,1572380657.055,663439.5555555555,697104.0,59.47844732,26.203524,-0.0,871380.0,10.0,3.808,2.0,69.680799,73.796476,
10,1572380660.248,663439.5555555555,650286.0,60.48333651999997,23.043537999999998,-0.0,814228.0,10.019999999999996,3.141,2.0,73.639252,76.956462,
11,1572380665.726,663439.5555555555,648837.0,61.78105856000001,37.53999300000001,-0.0,811220.0,10.0,5.382999999999999,2.0,76.956462,82.46000699999999,
12,1572380671.6720002,663439.5555555555,692291.0,58.93013040000002,39.291364,-0.0,865364.0,10.0,5.894,2.0,82.311112,88.388636,
13,1572380677.687,663439.5555555555,643047.0,67.0187356,45.55238799999999,-0.0,805204.0,10.02000000000001,5.968,2.0,88.186151,94.447612,
14,1572380689.095,488156.8611111111,485237.0,51.78942783999995,44.10602299999999,-0.0,606676.0,10.0,2.623,1.0,103.057351,105.893977,
15,1572380692.163,663439.5555555555,665820.0,58.86297928,51.02790800000001,-0.0,832276.0,10.0,2.949,2.0,105.73956100000001,108.97209199999999,
16,1572380694.716,663439.5555555555,662264.0,56.87043960000002,58.53525900000001,-0.0,829268.0,10.02000000000001,2.516,2.0,108.810461,111.46474099999999,
17,1572380700.8790002,663439.5555555555,663272.0,67.14925239999997,62.348753,-0.0,829268.0,10.0,6.12,2.0,111.311596,117.651247,
18,1572380714.3630002,488156.8611111111,490153.0,67.35574724000001,58.871769,-0.0,612692.0,10.0,4.761,1.0,126.10769599999999,131.128231,
19,1572380716.449,663439.5555555555,671873.0,73.35466327999998,66.82228999999998,-0.0,841300.0,10.019999999999982,2.07,2.0,130.973922,133.17771000000002,
20,1572380718.3379998,663439.5555555555,655989.0,69.24494248,74.90872999999999,-0.0,820244.0,10.0,1.829,2.0,133.008571,135.09127,
21,1572380720.824,663439.5555555555,651382.0,53.61846215999997,82.442745,-0.0,814228.0,10.0,2.449,2.0,134.94790700000001,137.557255,
22,1572380726.688,663439.5555555555,679046.0,50.48673136546178,86.538329,-0.0,850324.0,10.02000000000001,5.832000000000001,2.0,137.40505100000001,143.461671,
23,1572380730.731,663439.5555555555,651178.0,66.9172844,92.55029099999999,-0.0,814228.0,10.0,4.011,2.0,143.335757,147.449709,
24,1572380734.798,663439.5555555555,656195.0,77.87301152,98.404426,-0.0,820244.0,10.0,4.039,2.0,147.300869,151.595574,
25,1572380738.9870002,663439.5555555555,674242.0,78.04700928000003,104.28911200000002,-0.0,844308.0,10.02000000000001,4.16,2.0,151.433312,155.71088799999998,
26,1572380743.0500002,663439.5555555555,668017.0,74.58675652000002,110.174262,-0.0,835284.0,10.0,4.007,2.0,155.558178,159.825738,
27,1572380747.236,663439.5555555555,670633.0,74.57799799999995,115.93590900000001,-0.0,838292.0,10.0,4.1450000000000005,2.0,159.65948,164.064091,
28,1572380752.195,663439.5555555555,667002.0,53.38732312000001,121.0675,-0.0,835284.0,10.019999999999982,4.93,2.0,163.904681,168.9325,
29,1572380758.034,663439.5555555555,672829.0,60.57720836000003,115.27215900000002,-0.0,841300.0,10.0,5.784,2.0,168.76627299999998,174.72784099999998,
30,1572380764.087,663439.5555555555,661008.0,69.89895568000001,129.078139,-0.0,826260.0,10.0,5.94,2.0,174.72784099999998,180.921861,
31,1572380769.825,663439.5555555555,647786.0,62.80578468000004,133.418317,-0.0,811220.0,10.020000000000039,5.686,2.0,180.737724,186.581683,
32,1572380793.265,232913.88888888888,239812.0,6.675237479999999,119.92276600000002,-0.0,299860.0,10.0,4.985,0.0,204.877272,210.07723399999998,
33,1572380800.7589998,488156.8611111111,470902.0,38.31790391999999,112.54462799999999,-0.0,588628.0,10.0,7.481,1.0,209.926783,217.455372,
34,1572380805.123,488156.8611111111,486853.0,38.83002155999998,128.111296,-0.0,609684.0,10.019999999999982,4.335,1.0,217.455372,221.888704,
35,1572380809.986,663439.5555555555,660734.0,70.09034352000008,133.19725900000003,-0.0,826260.0,10.0,4.812,2.0,221.722334,226.80523399999998,
