,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,bitrate_level_encoded
49,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-49.ts,1572042068.449,1572042069.554,49,1.087,1250050,9.2,0,0,4.0799330000000005,166.35,170.43,2,2489750.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
50,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-50.ts,1572042072.448,1572042072.782,50,0.318,1136836,28.599647798742136,0,0,3.274421,170.43,173.7,2,2822967.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
51,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-51.ts,1572042075.6479998,1572042076.0070002,51,0.34400000000000003,1330038,30.931116279069762,0,0,4.074056,173.7,177.77,2,2646915.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
52,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-52.ts,1572042079.653,1572042080.0330002,52,0.354,1304488,29.47995480225989,0,0,4.0842230000000015,177.77,181.85,2,2593190.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
53,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-53.ts,1572042083.653,1572042083.7740002,53,0.106,690150,52.08679245283018,0,0,2.069178,181.86,183.93,2,2711182.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
54,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-54.ts,1572042085.6479998,1572042085.805,54,0.14300000000000002,747668,41.827580419580414,0,0,2.407923,183.93,186.34,2,2529648.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
55,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-55.ts,1572042087.948,1572042088.2470002,55,0.28200000000000003,816827,23.172397163120564,0,0,2.523511,186.34,188.86,2,2623570.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
56,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-56.ts,1572042090.448,1572042090.643,56,0.179,718826,32.12630167597765,0,0,2.481267,188.86,191.34,2,2357892.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
57,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-57.ts,1572042092.854,1572042093.1339998,57,0.262,1041984,31.81630534351145,0,0,2.860855,191.34,194.2,2,2953477.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
58,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-58.ts,1572042095.649,1572042095.961,58,0.279,1213241,34.788272401433694,0,0,3.8699230000000004,194.2,198.07,2,2550244.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
59,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-59.ts,1572042099.4529998,1572042099.7020001,59,0.233,1289575,44.277253218884105,0,0,4.065855,198.07,202.14,2,2575312.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
60,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-60.ts,1572042103.4529998,1572042103.681,60,0.213,799344,30.02230985915493,0,0,2.282555,202.14,204.42,2,2847812.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
61,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-61.ts,1572042105.649,1572042106.021,61,0.35600000000000004,1283300,28.83820224719101,0,0,4.080655999999999,204.42,208.5,2,2554177.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
62,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-62.ts,1572042109.654,1572042109.836,62,0.166,727099,35.0409156626506,0,0,2.2741439999999997,208.5,210.77,2,2604387.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
63,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-63.ts,1572042111.849,1572042112.065,63,0.199,1298284,52.1923216080402,0,0,3.8220099999999997,210.77,214.59,2,2758506.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
64,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-64.ts,1572042115.653,1572042115.913,64,0.244,1291301,42.337737704918034,0,0,4.064367,214.6,218.66,2,2582176.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
65,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-65.ts,1572042119.653,1572042119.919,65,0.24,1210044,40.3348,0,0,3.8660010000000002,218.66,222.53,2,2540382.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
66,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-66.ts,1572042123.452,1572042123.6569998,66,0.182,800606,35.19147252747253,0,0,2.291677,222.53,224.82,2,2836476.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
67,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-67.ts,1572042125.649,1572042125.9169998,67,0.248,1222262,39.427806451612895,0,0,4.066567,224.82,228.89,2,2438758.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
68,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-68.ts,1572042129.654,1572042129.9329998,68,0.248,1250659,40.34383870967742,0,0,4.076734,228.89,232.97,2,2491704.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
69,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-69.ts,1572042133.653,1572042133.8630002,69,0.196,763042,31.144571428571428,0,0,2.0849,232.96,235.04,2,2967747.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
70,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-70.ts,1572042135.6479998,1572042136.016,70,0.334,1463673,35.05803592814371,0,0,4.068767,235.05,239.12,2,2916500.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
