,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,bitrate_level_encoded
0,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-0.ts,1572041983.107,1572041988.0040002,0,4.686,1299788,2.2190149381135296,0,0,4.045711,0.0,4.05,2,2611927.0,100.0,0.0,0.0,0.0,340280.0,64.52179787499999,672870.0,340280.0,64.52179787499999,672870.0,340280.0,64.52179787499999,672870.0,689208.0,78.67742600000003,1362841.0,1320888.0,100.0,2611927.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
1,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-1.ts,1572041988.197,1572041999.704,1,11.448,673500,0.47064989517819705,0,0,4.0791,4.05,8.13,1,1357585.0,94.17633898734177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
2,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-2.ts,1572042000.409,1572042000.5219998,2,0.08700000000000001,73862,6.791908045977013,0,0,2.105744,8.12,10.23,0,355689.0,76.269712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
3,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-3.ts,1572042000.543,1572042000.8079998,3,0.242,351700,11.626446280991736,0,0,4.066389,10.23,14.3,0,740462.0,71.79209316455695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
4,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-4.ts,1572042000.941,1572042000.9989998,4,0.041,149838,29.23668292682927,0,0,4.076555,14.3,18.38,0,329618.0,84.499294375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
5,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-5.ts,1572042001.043,1572042001.0670002,5,0.008,47989,47.989,0,0,2.084722,18.37,20.45,0,230982.0,85.98977575,740462.0,71.79209316455695,0.0,63544.0,85.98977575,230982.0,63544.0,85.98977575,230982.0,63544.0,85.98977575,230982.0,123704.0,92.01066487499996,449664.0,168824.0,100.0,647852.0,0.0,12.99100001335144,0.0,0.041,0.0,29.23668292682927,0.242,0.0,11.626446280991736,0.08700000000000001,0.0,6.791908045977013,11.448,1.0,0.47064989517819705,,,,,,,,,,650289.4027777778
6,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-6.ts,1572042001.083,1572042001.109,6,0.01,54980,43.983999999999995,0,0,2.9007560000000003,20.46,23.36,0,200135.0,85.98977575,329618.0,84.499294375,0.0,72568.0,85.98977575,200135.0,72568.0,85.98977575,200135.0,72568.0,85.98977575,200135.0,132728.0,92.01066487499996,366050.0,177848.0,100.0,490487.0,0.0,15.021000051498413,0.0,0.008,0.0,47.989,0.041,0.0,29.23668292682927,0.242,0.0,11.626446280991736,0.08700000000000001,0.0,6.791908045977013,11.448,1.0,0.47064989517819705,,,,,,,650289.4027777778
7,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-7.ts,1572042001.1239998,1572042001.207,7,0.065,207988,25.59852307692307,0,0,4.071922,23.36,27.43,0,443969.0,84.32160387499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
8,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-8.ts,1572042001.224,1572042001.268,8,0.026000000000000002,103386,31.81107692307692,0,0,3.247922,27.43,30.68,0,297287.0,75.90858253164555,200135.0,85.98977575,0.0,120696.0,75.90858253164555,297287.0,120696.0,75.90858253164555,297287.0,120696.0,75.90858253164555,297287.0,298168.0,81.65625037974681,734421.0,535800.0,100.0,1319736.0,0.0,21.860000019073485,0.0,0.065,0.0,25.59852307692307,0.01,0.0,43.983999999999995,0.008,0.0,47.989,0.041,0.0,29.23668292682927,0.242,0.0,11.626446280991736,0.08700000000000001,0.0,6.791908045977013,11.448,1.0,0.47064989517819705,650289.4027777778
9,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-9.ts,1572042001.518,1572042001.635,9,0.091,289146,25.419428571428572,0,0,4.0707889999999995,30.68,34.75,0,603700.0,77.69573724999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
10,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-10.ts,1572042001.651,1572042001.73,10,0.061,170967,22.421901639344266,0,0,4.080955,34.75,38.83,0,378123.0,85.53056562500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
11,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-11.ts,1572042001.745,1572042001.783,11,0.009000000000000001,43575,38.73333333333333,0,0,2.0659,38.83,40.9,0,222771.0,71.96141139240507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
12,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/cdtd3n54/segment-12.ts,1572042001.793,1572042002.146,12,0.336,206181,4.909071428571427,0,0,3.1971220000000002,40.9,44.1,0,550395.0,71.96141139240507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650289.4027777778
13,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-13.ts,1572042002.1620002,1572042002.221,13,0.041,103147,20.126243902439025,0,0,3.3991,44.09,47.49,1,347781.0,92.773755625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
14,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-14.ts,1572042002.248,1572042002.6039999,14,0.311,657296,16.907935691318333,0,0,3.5821440000000004,47.49,51.07,1,1505618.0,38.67642049999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
15,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-15.ts,1572042002.627,1572042002.979,15,0.332,482244,11.620337349397593,0,0,2.870389,51.07,53.94,1,1375947.0,38.67642049999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
16,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-16.ts,1572042002.996,1572042003.535,16,0.516,674414,10.456031007751935,0,0,4.064767,53.95,58.01,1,1362372.0,38.99277762499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
17,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-17.ts,1572042003.554,1572042004.089,17,0.51,586583,9.201301960784312,0,0,3.282467,58.01,61.29,1,1459799.0,12.676636750000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
18,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-18.ts,1572042004.1220002,1572042004.529,18,0.383,406357,8.487874673629243,0,0,2.580622,61.29,63.87,1,1306649.0,12.676636750000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
19,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/jaq09p16/segment-19.ts,1572042004.56,1572042004.964,19,0.376,677681,14.418744680851063,0,0,4.076867,63.87,67.95,1,1364231.0,33.316105125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360142.0833333333
20,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-20.ts,1572042004.9889998,1572042005.411,20,0.4,1208291,24.16582,0,0,3.586533,67.95,71.54,2,2731622.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
21,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-21.ts,1572042005.435,1572042005.85,21,0.394,1193234,24.228101522842646,0,0,3.6255330000000003,71.54,75.17,2,2675689.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
22,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-22.ts,1572042005.885,1572042006.2089999,22,0.3,1195345,31.875866666666663,0,0,4.076878,75.16,79.24,2,2379467.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
23,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-23.ts,1572042006.2370002,1572042006.4889998,23,0.233,928869,31.89249785407725,0,0,2.5438330000000002,79.24,81.78,2,2962081.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
24,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-24.ts,1572042006.5110002,1572042006.865,24,0.334,1324173,31.71671856287425,0,0,4.086511,81.78,85.87,2,2627070.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
25,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-25.ts,1572042007.554,1572042007.8379998,25,0.265,892790,26.95215094339623,0,0,2.905634,85.87,88.78,2,2493869.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
26,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-26.ts,1572042007.859,1572042008.2189999,26,0.339,1109951,26.19353392330383,0,0,3.200933,88.77,91.97,2,2812599.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
27,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-27.ts,1572042008.235,1572042008.6309998,27,0.375,1330321,28.38018133333333,0,0,4.070222,91.98,96.05,2,2655320.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
28,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-28.ts,1572042008.9220002,1572042009.2459998,28,0.304,867797,22.836763157894737,0,0,4.080389,96.05,100.13,2,1846647.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
29,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-29.ts,1572042009.2629998,1572042009.303,29,0.021,71822,27.360761904761898,0,0,2.065345,100.13,102.2,2,514114.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
30,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-30.ts,1572042009.314,1572042009.964,30,0.629,1150989,14.638969793322735,0,0,4.030722,102.19,106.22,2,2424625.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
31,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-31.ts,1572042010.426,1572042010.6620002,31,0.21600000000000005,726799,26.918481481481482,0,0,2.669244,106.22,108.89,2,2218887.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
32,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-32.ts,1572042012.1479998,1572042012.541,32,0.375,1258337,26.844522666666666,0,0,3.5304,108.89,112.42,2,2890931.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
33,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-33.ts,1572042015.653,1572042016.0670002,33,0.395,1025759,20.774865822784808,0,0,3.365589,112.42,115.79,2,2474797.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
34,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-34.ts,1572042018.951,1572042019.4220002,34,0.448,1342631,23.97555357142857,0,0,4.072356,115.79,119.86,2,2677565.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
35,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-35.ts,1572042022.956,1572042023.2540002,35,0.281,955659,27.20737366548042,0,0,2.789556,119.86,122.65,2,2778799.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
36,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-36.ts,1572042025.649,1572042026.092,36,0.4270000000000001,1292619,24.217686182669787,0,0,4.076822,122.65,126.73,2,2574287.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
37,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-37.ts,1572042029.924,1572042030.565,37,0.625,1333295,17.066176000000002,0,0,4.086989,126.73,130.82,2,2644426.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
38,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-38.ts,1572042033.6520002,1572042033.881,38,0.215,679895,25.29841860465116,0,0,2.030245,130.81,132.84,2,2727615.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
39,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-39.ts,1572042035.6479998,1572042035.976,39,0.313,1313094,33.561507987220445,0,0,4.083756,132.84,136.92,2,2611164.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
40,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-40.ts,1572042039.651,1572042039.981,40,0.312,1309776,33.584,0,0,4.0707,136.93,141.0,2,2607716.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
41,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-41.ts,1572042043.653,1572042043.9740002,41,0.307,694554,18.099127035830623,0,0,2.078867,141.0,143.08,2,2721697.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
42,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-42.ts,1572042045.6520002,1572042046.165,42,0.4970000000000001,1296692,20.87230583501006,0,0,4.0859559999999995,143.08,147.17,2,2574422.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
43,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-43.ts,1572042049.656,1572042050.031,43,0.35700000000000004,1366017,30.611025210084037,0,0,4.0729,147.16,151.23,2,2718566.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
44,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-44.ts,1572042053.654,1572042053.829,44,0.16,661280,33.064,0,0,2.081067,151.24,153.32,2,2591624.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
45,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-45.ts,1572042055.6479998,1572042055.994,45,0.33,1299803,31.51037575757576,0,0,4.064934,153.32,157.38,2,2593655.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
46,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-46.ts,1572042059.654,1572042060.026,46,0.358,606193,13.546212290502794,0,0,2.114811,157.38,159.49,2,2334075.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
47,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-47.ts,1572042061.748,1572042062.149,47,0.38,1435945,30.230421052631574,0,0,4.033745,159.5,163.53,2,2888131.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
48,https://fastly.tubi.video/8084ee92-eeaa-493f-850f-8512a88c2b22/ee3x5mpx/segment-48.ts,1572042065.653,1572042066.295,48,0.626,917968,11.731220447284345,0,0,2.815889,163.53,166.35,2,2650263.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549673.0555555555
