,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,quality_level_chosen,t_start,t_end,seg_len_s,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6
0,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhALFRItWp-bDi91bu-SnfiyeJdxxU36-yCPw12pT9XcDtAiBgHYK7rtrgUHFdhFUhVlj2OJhfe1nn210DXCLe1huvEw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=0-102549&rn=1&rbuf=0,1576348038.037,1576348040.87,0,2.817,102550,0.2912318068867589,0.0,102549.0,2,0.0,2.24,2.24,645216.0,70.52470320000003,0.0,0.0,0.0,163560.0,11.9176536,436160.0,163560.0,11.9176536,436160.0,163560.0,11.9176536,436160.0,187060.0,48.85957573333333,498826.0,241956.0,70.52470320000003,645216.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhALFRItWp-bDi91bu-SnfiyeJdxxU36-yCPw12pT9XcDtAiBgHYK7rtrgUHFdhFUhVlj2OJhfe1nn210DXCLe1huvEw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=102550-203121&rn=3&rbuf=2444,1576348040.88,1576348041.6100001,0,0.664,100572,1.2117108433734938,102550.0,203121.0,2,2.24,4.64,2.3999999999999995,645216.0,70.52470320000003,0.0,0.0,0.0,163560.0,11.9176536,436160.0,163560.0,11.9176536,436160.0,163560.0,11.9176536,436160.0,187060.0,48.85957573333333,498826.0,241956.0,70.52470320000003,645216.0,-2.0,0.0,2.8430001735687256,,,,,,,,,,,,,,,,,,
2,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhALFRItWp-bDi91bu-SnfiyeJdxxU36-yCPw12pT9XcDtAiBgHYK7rtrgUHFdhFUhVlj2OJhfe1nn210DXCLe1huvEw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=203122-303693&rn=5&rbuf=3971,1576348042.663,1576348043.3200002,1,0.617,100572,1.3040129659643436,203122.0,303693.0,2,4.64,6.92,2.2800000000000002,667274.0,59.34757559999999,0.0,0.0,0.0,152844.0,8.8105152,407584.0,152844.0,8.8105152,407584.0,152844.0,8.8105152,407584.0,177284.0,38.78553453333335,472757.0,250228.0,59.34757559999999,667274.0,-2.0,1.3470000267028803,0.7300000190734863,,,,,,,,,,,,,,,,,,
3,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhALFRItWp-bDi91bu-SnfiyeJdxxU36-yCPw12pT9XcDtAiBgHYK7rtrgUHFdhFUhVlj2OJhfe1nn210DXCLe1huvEw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=303694-383420&rn=6&rbuf=5676,1576348043.25,1576348043.963,2,0.664,79727,0.9605662650602408,303694.0,383420.0,2,6.92,10.24,3.3200000000000003,784586.0,70.16682466666667,0.0,0.0,0.0,166380.0,11.355097466666667,443680.0,166380.0,11.355097466666667,443680.0,166380.0,11.355097466666667,443680.0,201536.0,46.27023346666667,537429.0,294220.0,70.16682466666667,784586.0,-2.0,0.7600001335144038,0.0,,,,,,,,,,,,,,,,,,
4,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhALFRItWp-bDi91bu-SnfiyeJdxxU36-yCPw12pT9XcDtAiBgHYK7rtrgUHFdhFUhVlj2OJhfe1nn210DXCLe1huvEw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=383421-523794&rn=8&rbuf=7057,1576348044.195,1576348045.121,3,0.892,140374,1.2589596412556054,383421.0,523794.0,2,10.24,15.36,5.119999999999999,897386.0,65.23915479999998,0.0,0.0,0.0,203792.0,0.0,543445.0,203792.0,0.0,543445.0,203792.0,0.0,543445.0,299108.0,37.503107733333344,797621.0,336520.0,65.23915479999998,897386.0,-2.0,5.4150002002716064,0.0,,,,,,,,,,,,,,,,,,
5,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=25193883&dur=517.720&lmt=1569011547979207&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgBycSq3SenB4-plQEaxzRKzQCKNpN1tvMhpp7lZlBMOMCIHlRzFPe1UhWJV5Ztb1y_W_NhO5kNXRJxUkX0-g3s3Vb&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=0-2008&rn=10&rbuf=0,1576348046.387,1576348046.446,0,0.012,2009,1.3393333333333333,0.0,2008.0,3,0.0,0.0,0.0,907413.0,81.00235440000002,0.0,0.0,0.0,163560.0,11.9176536,436160.0,163560.0,11.9176536,436160.0,163560.0,11.9176536,436160.0,187060.0,48.85957573333333,498826.0,241956.0,70.52470320000003,645216.0,-3.0,8.343000049591064,0.0,,,,,,,,,,,,,,,,,,
6,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhALFRItWp-bDi91bu-SnfiyeJdxxU36-yCPw12pT9XcDtAiBgHYK7rtrgUHFdhFUhVlj2OJhfe1nn210DXCLe1huvEw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=523795-696034&rn=11&rbuf=10893,1576348046.388,1576348049.556,5,3.115,172240,0.44234991974317817,523795.0,696034.0,2,15.36,19.56,4.199999999999999,698357.0,63.13112773333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=25193883&dur=517.720&lmt=1569011547979207&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgBycSq3SenB4-plQEaxzRKzQCKNpN1tvMhpp7lZlBMOMCIHlRzFPe1UhWJV5Ztb1y_W_NhO5kNXRJxUkX0-g3s3Vb&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=1014004-1501019&rn=12&rbuf=11642,1576348048.957,1576348063.986,6,14.974,487016,0.26019286763723787,1014004.0,1501019.0,3,19.56,30.2,10.64,784586.0,72.79112426666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=9500730&dur=517.720&lmt=1569011547987469&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhANvdoIjjejNqSyjnEwCDJV6o99qG5rstfLYEJVvHXT0OAiEAzqx8ffAnhwGoPD97mbS-Ca6AE4-UZi1sN6TmM-vkjEE%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=0-1976&rn=14&rbuf=0,1576348063.991,1576348064.2359998,0,0.051000000000000004,1977,0.3101176470588235,0.0,1976.0,1,0.0,0.0,0.0,498826.0,48.85957573333333,698357.0,63.13112773333334,2.0,163560.0,11.9176536,436160.0,187060.0,48.85957573333333,498826.0,241956.0,70.52470320000003,645216.0,340280.0,81.00235440000002,907413.0,637884.0,90.41417079999998,1701024.0,1.0,10.635000123977662,5.0559999275207534,3.115,2.0,0.44234991974317817,0.012,3.0,1.3393333333333333,0.892,2.0,1.2589596412556054,0.664,2.0,0.9605662650602408,0.617,2.0,1.3040129659643436,0.664,2.0,1.2117108433734938
9,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576369633&ei=gSn1Xa-5JISdgQfFg63wDw&ip=35.158.21.68&id=o-AOqxuq4-goiFXtnAmUxVi1FOILntSXySdd6_6HjUs3qh&itag=278&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=212500&mime=video%2Fwebm&gir=yes&clen=6645158&dur=517.720&lmt=1569011547994912&mt=1576347921&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgbG12OOm6pihBt9atbetaHrsmIdiLMF2vdOCFRgiFWKECIGNTXIusWPm1V_CRf43LT579E0Orc5XGggRFAAWNtGHw&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRAIgRr2SKJB8FfsisMcwn0Ju6cXC37O2P7xmv6gOjF88uPQCIGvZJFEDmPZtdSMTBhy02c1D8bsk8_MhO-Zvp7L_cCbP&alr=yes&cpn=oHxy46ACLG4WpYan&cver=2.20191212.06.01&range=0-1975&rn=16&rbuf=0,1576348064.241,1576348064.33,0,0.014,1976,1.129142857142857,0.0,1975.0,0,0.0,0.0,0.0,436160.0,11.9176536,698357.0,63.13112773333334,2.0,163560.0,11.9176536,436160.0,187060.0,48.85957573333333,498826.0,241956.0,70.52470320000003,645216.0,340280.0,81.00235440000002,907413.0,637884.0,90.41417079999998,1701024.0,2.0,10.385000123977662,0.0,3.115,2.0,0.44234991974317817,0.012,3.0,1.3393333333333333,0.892,2.0,1.2589596412556054,0.664,2.0,0.9605662650602408,0.617,2.0,1.3040129659643436,0.664,2.0,1.2117108433734938
