23:50:26.230797	750	4	1.773	450283	1734	-7.6239
23:50:27.006826	300	7.227524	0.0	155580	578	-0.15000000000000002
23:50:28.494705	750	9.741131	0.0	350812	1381	0.3
23:50:30.097210	750	12.136088	0.0	382355	1505	0.75
23:50:31.816758	750	14.416581	0.0	411561	1622	0.75
23:50:33.167940	750	17.065275	0.0	318564	1254	0.75
23:50:34.655214	750	19.579829	0.0	352642	1387	0.75
23:50:38.969931	1850	19.254542	0.0	1060487	4195	0.75
23:50:42.439037	1850	19.792309	0.0	852833	3372	1.85
23:50:46.152870	1850	20.078434	0.0	913888	3615	1.85
23:50:49.969211	1850	20.258507	0.0	939819	3716	1.85
23:50:53.689335	1850	20.542945	0.0	917428	3627	1.85
23:50:57.533156	1850	20.700445	0.0	946851	3744	1.85
23:51:01.732534	1850	20.497702	0.0	1036454	4099	1.85
23:51:05.079696	1850	21.152374	0.0	821631	3248	1.85
23:51:08.829745	1850	21.403775	0.0	923170	3649	1.85
23:51:12.753307	1850	21.480108	0.0	966699	3824	1.85
23:51:16.354113	1850	21.878479	0.0	885714	3501	1.85
23:51:20.360414	1850	21.870896	0.0	987708	3905	1.85
23:51:24.112822	1850	22.120451	0.0	923755	3653	1.85
23:51:27.731901	1850	22.500345	0.0	891604	3524	1.85
23:51:31.609324	1850	22.623138	0.0	955231	3778	1.85
23:51:35.539040	1850	22.693108	0.0	968026	3829	1.85
23:51:39.095412	1850	23.138316	0.0	874175	3456	1.85
23:51:42.746192	1850	23.487576	0.0	897976	3551	1.85
23:51:46.428854	1850	23.804679	0.0	905935	3581	1.85
23:51:50.788720	1850	23.440981	0.0	1076599	4260	1.85
23:51:53.885832	1850	24.345772	0.0	758197	2996	1.85
23:51:57.834432	1850	24.400043	0.0	972798	3848	1.85
23:52:01.786893	1850	24.448585	0.0	975811	3858	1.85
23:52:05.340819	1850	24.893547	0.0	873429	3453	1.85
23:52:09.216237	1850	25.019876	0.0	954453	3774	1.85
23:52:12.817105	1850	25.417472	0.0	885062	3498	1.85
23:52:17.013699	1850	25.220895	0.0	1035329	4095	1.85
23:52:21.173978	1850	25.059176	0.0	1026056	4058	1.85
23:52:25.012595	1850	25.223083	0.0	943942	3738	1.85
23:52:27.994409	1850	26.241386	0.0	728962	2879	1.85
23:52:31.807158	1850	26.425875	0.0	938587	3712	1.85
23:52:35.496269	1850	26.739656	0.0	908665	3591	1.85
23:52:39.277741	1850	26.957112	0.0	930577	3680	1.85
23:52:42.775354	1850	27.458658	0.0	858450	3395	1.85
23:52:46.932108	1850	27.299851	0.0	1025005	4054	1.85
23:52:50.538852	1850	27.696106	0.0	886255	3504	1.85
23:52:54.493497	1850	27.741121	0.0	973972	3852	1.85
23:52:58.387946	1850	27.84909	0.0	958994	3792	1.85
23:53:02.374054	1850	27.86047	0.0	982064	3884	1.85
23:53:05.761291	1850	28.473943	0.0	830730	3283	1.85
23:53:09.202866	1850	29.032139	0.0	846370	3345	1.85
23:53:11.669589	1850	28.248032	0.0	598850	2364	1.85
